ma_mode,fast_ma,mid_ma,long_ma,use_macd,use_fast_ma_reduce,use_mid_ma_exit,use_atr_trailing,atr_mult,max_holding_days,max_fast_ma_deviation_pct,param_key,engine,trade_count,total_return_pct,avg_trade_return_pct,median_trade_return_pct,win_rate_pct,profit_factor,max_drawdown_pct,sharpe_like
ema,8,20,60,True,True,True,True,2.0,10,8.0,ema_f8_m20_l60_macd_fastreduce_midexit_atr2_h10_dev8,pandas_event,63,-31.0851,0.1448,-1.8405,34.92,1.0341,-73.7708,0.0558
ema,10,20,60,True,True,True,True,2.0,10,8.0,ema_f10_m20_l60_macd_fastreduce_midexit_atr2_h10_dev8,pandas_event,37,-15.3787,0.1419,-1.7923,32.43,1.0399,-41.3892,0.0599
sma,10,20,60,False,True,True,False,1.5,5,8.0,sma_f10_m20_l60_nomacd_fastreduce_midexit_noatr_h5_dev8,pandas_event,35,-6.8495,0.1403,1.1765,51.43,1.0456,-33.4534,0.1165
ema,10,20,60,True,True,True,False,1.5,10,8.0,ema_f10_m20_l60_macd_fastreduce_midexit_noatr_h10_dev8,pandas_event,37,-16.1449,0.1177,-1.7923,32.43,1.0329,-41.7052,0.0497
ema,8,20,60,True,True,True,False,1.5,10,8.0,ema_f8_m20_l60_macd_fastreduce_midexit_noatr_h10_dev8,pandas_event,63,-34.2272,0.0762,-1.8405,34.92,1.0176,-74.738,0.0293
sma,8,20,60,False,True,True,True,1.5,5,12.0,sma_f8_m20_l60_nomacd_fastreduce_midexit_atr1.5_h5_dev12,pandas_event,120,-55.5431,0.051,-1.1401,44.17,1.0107,-90.3947,0.029
sma,8,20,60,False,True,True,False,1.5,5,12.0,sma_f8_m20_l60_nomacd_fastreduce_midexit_noatr_h5_dev12,pandas_event,120,-57.9821,0.0072,-1.1401,43.33,1.0015,-90.3902,0.0041
sma,8,20,60,False,True,True,True,2.0,5,12.0,sma_f8_m20_l60_nomacd_fastreduce_midexit_atr2_h5_dev12,pandas_event,120,-58.3765,0.0026,-1.1401,43.33,1.0005,-90.6664,0.0015
sma,8,20,60,True,True,True,True,1.5,5,12.0,sma_f8_m20_l60_macd_fastreduce_midexit_atr1.5_h5_dev12,pandas_event,118,-60.6884,-0.0877,-1.8863,42.37,0.9815,-90.0294,-0.0506
sma,10,20,60,True,True,True,True,1.5,5,8.0,sma_f10_m20_l60_macd_fastreduce_midexit_atr1.5_h5_dev8,pandas_event,33,-13.9759,-0.1047,0.3432,51.52,0.9675,-38.5091,-0.0858
ema,8,20,60,False,True,True,True,2.0,10,8.0,ema_f8_m20_l60_nomacd_fastreduce_midexit_atr2_h10_dev8,pandas_event,63,-42.6697,-0.1185,-2.0539,34.92,0.9743,-81.0981,-0.0449
sma,8,20,60,True,True,True,True,2.0,5,12.0,sma_f8_m20_l60_macd_fastreduce_midexit_atr2_h5_dev12,pandas_event,118,-62.3197,-0.1192,-1.8863,41.53,0.975,-90.0814,-0.0687
sma,10,20,60,True,True,True,True,2.0,5,8.0,sma_f10_m20_l60_macd_fastreduce_midexit_atr2_h5_dev8,pandas_event,33,-14.4068,-0.1199,-0.1594,48.48,0.9628,-38.5091,-0.0983
sma,8,20,60,True,True,True,False,1.5,5,12.0,sma_f8_m20_l60_macd_fastreduce_midexit_noatr_h5_dev12,pandas_event,118,-62.4993,-0.1253,-1.8863,41.53,0.9737,-89.932,-0.0723
ema,10,20,60,False,True,True,True,1.5,10,8.0,ema_f10_m20_l60_nomacd_fastreduce_midexit_atr1.5_h10_dev8,pandas_event,38,-24.8675,-0.13,-1.5669,39.47,0.9661,-52.6191,-0.0541
sma,10,20,60,True,True,True,False,1.5,5,8.0,sma_f10_m20_l60_macd_fastreduce_midexit_noatr_h5_dev8,pandas_event,33,-16.0794,-0.1778,-0.1594,48.48,0.9458,-39.7107,-0.1454
sma,8,20,60,False,True,True,True,1.5,5,8.0,sma_f8_m20_l60_nomacd_fastreduce_midexit_atr1.5_h5_dev8,pandas_event,52,-27.072,-0.2082,0.2566,51.92,0.9425,-50.6022,-0.1619
ema,8,20,60,False,True,True,False,1.5,10,8.0,ema_f8_m20_l60_nomacd_fastreduce_midexit_noatr_h10_dev8,pandas_event,63,-46.1781,-0.214,-2.0539,34.92,0.9543,-82.0927,-0.081
sma,8,20,60,True,True,True,True,1.5,10,8.0,sma_f8_m20_l60_macd_fastreduce_midexit_atr1.5_h10_dev8,pandas_event,47,-33.5822,-0.2303,-1.8405,36.17,0.9429,-62.848,-0.0949
sma,8,20,60,False,True,True,True,2.0,5,8.0,sma_f8_m20_l60_nomacd_fastreduce_midexit_atr2_h5_dev8,pandas_event,52,-29.0871,-0.2561,0.0849,50.0,0.93,-50.6022,-0.1979
sma,8,20,60,False,True,True,False,1.5,5,8.0,sma_f8_m20_l60_nomacd_fastreduce_midexit_noatr_h5_dev8,pandas_event,52,-30.4729,-0.2928,0.0849,50.0,0.9208,-50.6022,-0.226
sma,8,20,60,False,True,True,True,2.0,10,8.0,sma_f8_m20_l60_nomacd_fastreduce_midexit_atr2_h10_dev8,pandas_event,49,-39.5132,-0.3037,-2.2398,34.69,0.9325,-70.0892,-0.1185
ema,10,20,60,False,True,True,True,2.0,10,8.0,ema_f10_m20_l60_nomacd_fastreduce_midexit_atr2_h10_dev8,pandas_event,38,-30.2312,-0.3233,-1.9231,31.58,0.9185,-53.6155,-0.1344
ema,10,20,60,False,True,True,False,1.5,10,8.0,ema_f10_m20_l60_nomacd_fastreduce_midexit_noatr_h10_dev8,pandas_event,38,-30.8629,-0.3469,-1.9231,31.58,0.9131,-53.8656,-0.1441
sma,8,20,60,False,True,True,False,1.5,10,8.0,sma_f8_m20_l60_nomacd_fastreduce_midexit_noatr_h10_dev8,pandas_event,49,-41.8796,-0.3849,-2.5333,34.69,0.9154,-71.1532,-0.1501
sma,8,20,60,True,True,True,True,2.0,10,8.0,sma_f8_m20_l60_macd_fastreduce_midexit_atr2_h10_dev8,pandas_event,47,-39.1309,-0.4187,-1.8405,34.04,0.8971,-64.5776,-0.1732
sma,8,20,60,True,True,True,False,1.5,10,8.0,sma_f8_m20_l60_macd_fastreduce_midexit_noatr_h10_dev8,pandas_event,47,-40.5402,-0.4671,-1.8405,34.04,0.8865,-65.2698,-0.1931
sma,8,20,60,True,True,True,True,1.5,5,8.0,sma_f8_m20_l60_macd_fastreduce_midexit_atr1.5_h5_dev8,pandas_event,50,-37.5742,-0.5636,0.0849,50.0,0.8459,-50.8829,-0.4505
sma,8,20,60,True,True,True,True,2.0,5,8.0,sma_f8_m20_l60_macd_fastreduce_midexit_atr2_h5_dev8,pandas_event,50,-39.2992,-0.6134,-0.0797,48.0,0.8343,-51.9997,-0.487
sma,8,20,60,True,True,True,False,1.5,5,8.0,sma_f8_m20_l60_macd_fastreduce_midexit_noatr_h5_dev8,pandas_event,50,-40.4854,-0.6516,-0.0797,48.0,0.8258,-52.9377,-0.5167
sma,10,20,60,False,True,True,True,1.5,10,8.0,sma_f10_m20_l60_nomacd_fastreduce_midexit_atr1.5_h10_dev8,pandas_event,31,-33.6913,-0.7921,-2.0539,35.48,0.7877,-52.5888,-0.3534
sma,10,20,60,True,True,True,True,1.5,10,8.0,sma_f10_m20_l60_macd_fastreduce_midexit_atr1.5_h10_dev8,pandas_event,30,-33.3903,-0.8053,-1.9642,36.67,0.7874,-50.0337,-0.3538
sma,10,20,60,True,True,True,True,2.0,10,8.0,sma_f10_m20_l60_macd_fastreduce_midexit_atr2_h10_dev8,pandas_event,30,-36.575,-0.9672,-2.1469,30.0,0.7522,-50.0337,-0.425
sma,10,20,60,True,True,True,False,1.5,10,8.0,sma_f10_m20_l60_macd_fastreduce_midexit_noatr_h10_dev8,pandas_event,30,-38.0435,-1.0432,-2.2328,30.0,0.7379,-51.0102,-0.4579
sma,10,20,60,False,True,True,True,2.0,10,8.0,sma_f10_m20_l60_nomacd_fastreduce_midexit_atr2_h10_dev8,pandas_event,31,-41.8079,-1.1946,-2.2398,29.03,0.708,-56.1358,-0.5273
sma,10,20,60,False,True,True,False,1.5,10,8.0,sma_f10_m20_l60_nomacd_fastreduce_midexit_noatr_h10_dev8,pandas_event,31,-43.1552,-1.2681,-2.7042,29.03,0.6955,-56.993,-0.5593
