date,equity,pnl,drawdown_pct
START,1000000.0,0.0,0.0
20260630,996620.48,-3379.52,-0.33795200000000186
20260701,995387.28,-1233.2000000000003,-0.4612719999999972
20260702,997082.5800000001,1695.3,-0.29174199999999256
20260707,987143.1100000001,-9939.47,-1.2856889999999896
20260729,978012.4700000001,-9130.64,-2.198752999999991
20260814,981611.92,3599.45,-1.838807999999996
