date,equity,pnl,drawdown_pct
START,1000000.0,0.0,0.0
20260630,996620.48,-3379.52,-0.33795200000000186
20260701,992784.37,-3836.11,-0.7215630000000005
20260706,989944.73,-2839.64,-1.0055270000000018
20260707,989292.96,-651.7699999999986,-1.0707040000000037
20260729,980162.32,-9130.64,-1.9837680000000053
20260814,983761.7699999999,3599.45,-1.6238230000000096
