trigger_time,trigger_date,source_file,symbol_code,symbol_name_raw,signal_group,buy_decision,signal_tier,buy_score,probability_value,expected_return_t1_pct,expected_net_edge_pct,expected_upside_pct,expected_downside_pct,payoff_ratio,entry_date,entry_price,t1_close,t3_close,t5_close,t1_return_pct,t3_return_pct,t5_return_pct,max_gain_pct,max_loss_pct,max_drawdown_pct,weekly_trend_score,relative_strength_score,daily_entry_score,catalyst_score,capital_flow_score,technical_score,market_regime_score,tradeability_score,risk_reward_score,data_quality_score,ma20_deviation_pct,prev_day_gain_pct,flow_data_available,primary_catalyst,consensus_score,future_evidence_count,tier_confidence,recommended_position_size_pct,forward_opportunity_score,fundamental_score,valuation_score,atr_pct,daily_volatility_20d_pct,trade_plan_status,trade_plan_rsi,trade_plan_vwap20,trade_plan_ema8,trade_plan_ema13,trade_plan_ema21,trade_plan_volume_ratio,trade_plan_support_1,trade_plan_support_2,trade_plan_resistance_1,trade_plan_resistance_2,trade_plan_entry_zone_low,trade_plan_entry_zone_high,trade_plan_stop_loss,trade_plan_stop_loss_pct,trade_plan_take_profit_1,trade_plan_take_profit_2,trade_plan_rr_1,trade_plan_rr_ok,trade_plan_pass,trade_plan_reject_reasons,strategy,_eval_error
2026-06-26 18:00:00,20260626,2026-06-26_18-00-00.json,300502,新易盛,consensus,,,,,,,,,,20260629,556.0,556.96,575.56,526.0,0.1727,3.518,-5.3957,11.3076,-9.2446,-9.2446,100.0,100.0,58.0,,,,,,,,3.7,-7.29,,,,,,,,,,,,ok,55.0,547.29,566.95,556.48,538.17,1.18,540.0,309.79,575.0,583.84,547.29,566.0,537.3,-5.07,575.0,583.84,0.31,False,False,['rr_below_1.0'],momentum,
2026-06-29 18:00:00,20260629,2026-06-29_18-00-00.json,688008,澜起科技,buy_passed,buy,B,62.16,0.582,-1.298,-1.298,4.27,8.669,0.493,20260630,296.27,309.51,268.76,268.29,4.4689,-9.2854,-9.4441,12.2321,-14.7872,-14.7872,100.0,100.0,82.0,77.08,46.0,57.0,62.0,65.0,52.58,60.0,17.8,13.1,True,False,10.0,0.0,57.23,5.19,62.16,78.0,50.0,6.111,5.838,ok,70.7,253.69,269.9,263.41,256.12,1.2,220.61,124.61,322.77,331.81,253.69,295.67,219.51,-25.76,322.77,331.81,0.36,False,False,"['rr_below_1.0', 'rsi_above_70.0']",momentum,
2026-06-29 18:00:00,20260629,2026-06-29_18-00-00.json,300502,新易盛,watch,buy,C,65.84,0.628,-0.319,-0.319,4.861,8.634,0.563,20260630,565.43,607.0,509.0,506.89,7.3519,-9.98,-10.3532,9.4512,-11.218,-11.218,100.0,100.0,58.0,92.97,70.0,47.0,62.0,65.0,59.82,60.0,1.5,-1.6,True,True,10.0,0.0,62.13,0.0,65.84,86.0,50.0,7.849,5.019,ok,56.3,548.98,564.73,556.55,539.87,1.18,540.0,309.79,575.0,583.84,548.98,556.96,537.3,-3.53,575.0,583.84,0.92,False,False,"['low_signal_group', 'rr_below_1.0']",momentum,
2026-06-29 18:00:00,20260629,2026-06-29_18-00-00.json,603986,兆易创新,watch,watch,,53.63,0.6004,-0.551,-0.551,4.925,8.378,0.588,20260630,810.0,815.0,694.81,654.29,0.6173,-14.221,-19.2235,4.121,-22.2222,-22.2222,100.0,100.0,72.0,91.67,70.0,57.0,62.0,68.0,48.82,60.0,45.3,9.09,True,True,10.0,0.0,,,53.63,86.0,50.0,5.874,5.642,ok,85.4,579.46,713.94,661.26,604.58,1.1,448.11,236.11,914.02,938.69,579.46,840.0,445.87,-46.92,914.02,938.69,0.19,False,False,"['low_signal_group', 'rr_below_1.0', 'rsi_above_70.0']",momentum,
2026-06-29 18:00:00,20260629,2026-06-29_18-00-00.json,300308,中际旭创,watch,watch,,44.9,0.5636,-1.063,-1.063,3.715,6.867,0.541,20260630,1223.01,1270.0,1143.0,1098.92,3.8422,-6.5421,-10.1463,7.5682,-13.3008,-13.3008,100.0,100.0,34.0,79.42,70.0,47.0,62.0,65.0,51.84,60.0,-1.4,-2.7,True,False,10.0,0.0,,,44.9,86.0,50.0,6.243,4.251,ok,56.2,1233.02,1272.87,1258.91,1223.09,1.05,1093.0,554.0,1320.0,1416.88,1220.0,1233.02,1087.54,-10.86,1320.0,1416.88,0.75,False,False,"['low_signal_group', 'rr_below_1.0']",momentum,
2026-06-30 18:00:00,20260630,2026-06-30_18-00-00.json,002520,日发精机,buy_passed,buy,B,88.26,0.6096,-0.186,-0.186,4.552,7.175,0.634,20260701,6.86,7.05,7.72,7.8,2.7697,12.5364,13.7026,19.8251,-0.4373,-0.4373,100.0,92.06,82.0,79.42,56.0,54.52,62.0,68.0,53.68,65.0,3.8,2.83,True,False,10.0,0.0,75.11,6.9,88.26,58.0,50.0,6.523,4.16,ok,52.8,6.74,6.93,6.85,6.73,1.28,5.61,5.18,7.04,7.15,6.74,6.91,5.58,-19.22,7.04,7.15,0.1,False,False,['rr_below_1.0'],momentum,
2026-06-30 18:00:00,20260630,2026-06-30_18-00-00.json,300243,瑞丰高材,buy_passed,buy,B,79.69,0.5636,-1.798,-1.798,4.836,10.0,0.484,20260701,21.62,22.56,18.55,17.13,4.3478,-14.1998,-20.7678,6.4755,-21.6466,-21.6466,100.0,100.0,82.0,86.17,56.0,56.24,62.0,65.0,56.34,65.0,8.1,-2.25,True,True,10.0,0.0,66.26,4.95,79.69,78.0,50.0,10.093,6.96,ok,58.3,20.48,21.56,21.08,20.49,1.31,16.61,12.45,24.0,26.13,20.48,21.74,16.53,-23.98,24.0,26.13,0.43,False,False,['rr_below_1.0'],momentum,
2026-06-30 18:00:00,20260630,2026-06-30_18-00-00.json,300308,中际旭创,watch,buy,C,63.52,0.6004,-0.128,-0.128,4.477,6.646,0.674,20260701,1263.5,1223.17,1116.0,1121.9,-3.1919,-11.6739,-11.207,4.1211,-16.0791,-16.0791,100.0,100.0,58.0,87.67,70.0,47.0,62.0,65.0,48.82,65.0,2.0,4.1,True,True,10.0,0.0,61.44,0.0,63.52,86.0,50.0,6.042,4.267,ok,58.1,1238.21,1272.23,1260.5,1227.35,1.04,1093.0,577.69,1320.0,1416.88,1238.21,1270.0,1087.54,-14.37,1320.0,1416.88,0.27,False,False,"['low_signal_group', 'rr_below_1.0']",momentum,
2026-06-30 18:00:00,20260630,2026-06-30_18-00-00.json,300502,新易盛,watch,watch,,58.6,0.582,-0.885,-0.885,4.51,8.015,0.563,20260701,608.0,575.56,526.0,510.1,-5.3355,-13.4868,-16.102,1.7878,-19.3914,-19.3914,100.0,100.0,58.0,86.67,70.0,56.76,62.0,65.0,52.58,65.0,9.4,8.98,True,True,10.0,0.0,,,58.6,86.0,50.0,7.286,5.226,ok,57.2,553.48,574.13,563.75,545.98,1.2,490.13,314.42,673.34,695.45,553.48,607.0,487.68,-19.66,673.34,695.45,0.56,False,False,"['low_signal_group', 'rr_below_1.0']",momentum,
2026-07-15 18:00:00,20260715,2026-07-15_18-00-00.json,300502,新易盛,watch,watch,,100.0,0.6372,1.855,,,,,20260716,530.0,542.6,510.0,508.8,2.3774,-3.7736,-4.0,5.283,-14.5358,-14.5358,100.0,100.0,50.0,60.0,46.0,47.0,62.0,65.0,54.79,65.0,1.0,-2.25,True,False,10.0,0.0,,,,,,,,ok,42.8,551.1,540.59,540.36,537.78,0.99,540.0,365.71,570.98,575.0,551.1,556.0,537.3,-3.36,570.98,575.0,0.8,False,False,"['low_signal_group', 'rr_below_1.0', 'volume_ratio_below_1.0']",momentum,
2026-07-16 18:00:00,20260716,2026-07-16_18-00-00.json,688072,拓荆科技,watch,watch,,100.0,0.6096,1.781,,,,,20260717,718.42,699.08,764.46,743.0,-2.692,6.4085,3.4214,14.1254,-14.5611,-14.5611,100.0,100.0,58.0,60.0,46.0,47.0,62.0,65.0,49.18,65.0,1.2,-6.72,True,False,10.0,0.0,,,,,,,,ok,58.7,721.85,779.14,760.7,726.48,1.3,702.44,345.67,778.67,945.0,721.85,722.0,698.93,-3.2,778.67,945.0,2.46,True,False,['low_signal_group'],momentum,
2026-07-16 18:00:00,20260716,2026-07-16_18-00-00.json,002384,东山精密,watch,watch,,100.0,0.5636,1.99,,,,,20260717,258.01,241.92,231.0,206.65,-6.2362,-10.4686,-19.9062,0.7713,-24.0495,-24.0495,100.0,100.0,82.0,60.0,46.0,55.72,62.0,68.0,51.84,65.0,6.8,2.4,True,False,10.0,0.0,,,,,,,,ok,52.4,250.62,253.96,250.6,246.54,1.25,204.0,155.7,274.5,275.99,250.62,268.8,202.98,-24.49,274.5,275.99,0.09,False,False,"['low_signal_group', 'rr_below_1.0']",momentum,
2026-07-20 18:00:00,20260720,2026-07-20_18-00-00.json,000938,紫光股份,watch,watch,,100.0,0.6004,2.268,,,,,20260721,37.7,41.46,42.45,41.47,9.9735,12.5995,10.0,21.4854,-7.2679,-7.2679,100.0,100.0,82.0,68.0,46.0,57.0,62.0,68.0,55.12,65.0,16.4,7.29,True,False,10.0,0.0,,,,,,,,ok,66.4,33.95,36.17,34.95,33.4,1.34,25.44,24.97,40.28,44.22,33.95,37.69,25.31,-32.84,40.28,44.22,0.21,False,False,"['low_signal_group', 'rr_below_1.0']",momentum,
2026-07-21 18:00:00,20260721,2026-07-21_18-00-00.json,300502,新易盛,watch,watch,,100.0,0.72,1.988,,,,,20260722,540.0,508.8,476.02,406.9,-5.7778,-11.8481,-24.6481,2.1481,-25.2,-25.2,100.0,82.75,58.0,59.89,46.0,47.0,62.0,65.0,57.2,60.0,1.9,8.19,True,True,10.0,0.0,,,,,,,,ok,46.9,539.79,530.24,532.44,532.96,1.11,540.0,524.22,570.98,575.0,539.79,551.77,537.3,-2.62,570.98,575.0,1.33,True,False,['low_signal_group'],momentum,
2026-07-22 18:00:00,20260722,2026-07-22_18-00-00.json,688072,拓荆科技,buy_passed,buy,B,100.0,0.582,1.869,,,,,20260723,791.08,743.0,791.9,700.87,-6.0778,0.1037,-11.4034,3.5142,-17.6341,-17.6341,100.0,100.0,50.0,60.0,58.0,55.76,62.0,65.0,50.78,60.0,6.9,3.48,True,False,10.0,0.0,82.0,8.0,,,,,,ok,55.2,741.02,751.79,746.98,726.9,0.94,586.0,371.88,945.0,981.42,741.02,791.08,583.07,-26.29,945.0,981.42,0.74,False,False,"['rr_below_1.0', 'volume_ratio_below_1.0']",momentum,
2026-07-22 18:00:00,20260722,2026-07-22_18-00-00.json,688432,有研硅,watch,watch,,100.0,0.5636,1.464,,,,,20260723,43.33,40.85,39.99,36.07,-5.7235,-7.7083,-16.7551,2.354,-20.8401,-20.8401,100.0,100.0,50.0,60.0,42.0,47.0,62.0,65.0,45.54,60.0,1.4,-6.88,True,False,10.0,0.0,,,,,,,,ok,47.9,42.33,43.55,42.89,40.54,0.85,23.77,14.82,48.79,60.78,42.33,43.31,23.65,-45.39,48.79,60.78,0.28,False,False,"['low_signal_group', 'rr_below_1.0', 'volume_ratio_below_1.0']",momentum,
2026-07-27 18:00:00,20260727,2026-07-27_18-00-00.json,688072,拓荆科技,watch,watch,,100.0,0.5452,1.699,,,,,20260728,753.51,710.0,642.0,591.86,-5.7743,-14.7987,-21.4529,4.5772,-23.0548,-23.0548,100.0,100.0,50.0,60.0,58.0,54.68,54.0,65.0,51.11,65.0,4.2,0.11,False,False,10.0,0.0,,,,,,,,ok,52.0,761.72,766.3,758.37,739.32,0.93,613.81,371.88,819.9,945.0,761.72,791.9,610.74,-22.88,819.9,945.0,0.15,False,False,"['low_signal_group', 'rr_below_1.0', 'volume_ratio_below_1.0']",momentum,
2026-07-28 18:00:00,20260728,2026-07-28_18-00-00.json,000938,紫光股份,watch,watch,,100.0,0.582,2.098,,,,,20260729,40.86,37.33,34.89,34.32,-8.6393,-14.6109,-16.0059,0.7097,-19.9951,-19.9951,100.0,100.0,82.0,60.0,46.0,57.0,62.0,68.0,52.58,70.0,12.5,0.02,True,False,10.0,0.0,,,,,,,,ok,64.3,37.42,40.68,39.23,37.19,1.07,28.7,24.97,45.8,49.42,37.42,41.48,28.56,-31.16,45.8,49.42,0.33,False,False,"['low_signal_group', 'rr_below_1.0']",momentum,
2026-08-03 18:00:00,20260803,2026-08-03_18-00-00.json,000636,风华高科,watch,watch,,100.0,0.6004,1.895,,,,,20260804,50.02,54.33,58.28,61.7,8.6166,16.5134,23.3507,27.8689,-3.8784,-3.8784,84.0,100.0,82.0,60.0,46.0,47.0,62.0,68.0,57.82,65.0,2.9,5.29,True,False,10.0,0.0,,,,,,,,ok,41.5,49.57,48.27,48.96,51.05,1.6,50.23,26.1,59.5,66.28,49.57,51.96,49.98,-3.81,59.5,66.28,3.81,True,False,['low_signal_group'],momentum,
2026-08-10 18:00:00,20260810,2026-08-10_18-00-00.json,600183,生益科技,buy_passed,buy,B,100.0,0.5912,2.131,,,,,20260811,135.8,135.3,141.74,,-0.3682,4.3741,,11.8557,-1.5758,-1.5758,84.0,100.0,82.0,60.0,58.0,57.0,62.0,68.0,54.75,70.0,10.7,-1.01,True,False,10.0,0.0,87.0,8.0,,,,,,ok,51.5,126.32,125.89,125.02,127.89,1.05,134.45,89.43,160.3,160.38,126.32,138.57,133.78,-3.46,160.3,160.38,4.53,True,True,,momentum,
2026-08-12 18:00:00,20260812,2026-08-12_18-00-00.json,002821,凯莱英,consensus,,,,,,,,,,20260813,174.57,173.81,,,-0.4354,,,3.4427,-4.1645,-4.1645,100.0,86.24,82.0,,,,,,,,7.3,-0.36,,,,,,,,,,,,ok,56.9,166.85,168.54,165.86,163.08,1.28,142.43,105.53,181.81,197.45,166.85,175.0,141.72,-19.02,181.81,197.45,0.2,False,False,['rr_below_1.0'],momentum,
2026-08-13 18:00:00,20260813,2026-08-13_18-00-00.json,600183,生益科技,watch,watch,,100.0,0.6004,2.048,,,,,20260814,144.0,143.21,,,-0.5486,,,1.5972,-2.9861,-2.9861,84.0,88.53,82.0,60.0,58.0,57.0,62.0,68.0,55.12,70.0,14.4,-1.04,True,False,10.0,0.0,,,,,,,,ok,62.2,124.65,133.67,130.72,130.97,1.05,97.51,96.86,160.3,163.48,124.65,141.74,97.02,-31.55,160.3,163.48,0.42,False,False,"['low_signal_group', 'rr_below_1.0']",momentum,
2026-08-13 18:00:00,20260813,2026-08-13_18-00-00.json,000831,中国稀土,watch,watch,,100.0,0.582,2.05,,,,,20260814,55.8,60.95,,,9.2294,,,9.2294,-0.1254,-0.1254,100.0,100.0,82.0,60.0,46.0,56.8,62.0,68.0,48.08,70.0,9.5,-2.07,True,False,10.0,0.0,,,,,,,,ok,70.5,51.87,54.49,53.17,52.16,1.61,52.86,44.66,56.32,58.58,51.87,55.41,52.6,-5.08,56.32,58.58,0.32,False,False,"['low_signal_group', 'rr_below_1.0', 'rsi_above_70.0']",momentum,
