trigger_time,trigger_date,source_file,symbol_code,symbol_name_raw,signal_group,buy_decision,signal_tier,buy_score,probability_value,expected_return_t1_pct,expected_net_edge_pct,expected_upside_pct,expected_downside_pct,payoff_ratio,entry_date,entry_price,t1_close,t3_close,t5_close,t1_return_pct,t3_return_pct,t5_return_pct,max_gain_pct,max_loss_pct,max_drawdown_pct,weekly_trend_score,relative_strength_score,daily_entry_score,catalyst_score,capital_flow_score,technical_score,market_regime_score,tradeability_score,risk_reward_score,data_quality_score,ma20_deviation_pct,prev_day_gain_pct,flow_data_available,primary_catalyst,consensus_score,future_evidence_count,tier_confidence,recommended_position_size_pct,forward_opportunity_score,fundamental_score,valuation_score,atr_pct,daily_volatility_20d_pct,trade_plan_status,trade_plan_rsi,trade_plan_vwap20,trade_plan_ema8,trade_plan_ema13,trade_plan_ema21,trade_plan_volume_ratio,trade_plan_support_1,trade_plan_support_2,trade_plan_resistance_1,trade_plan_resistance_2,trade_plan_entry_zone_low,trade_plan_entry_zone_high,trade_plan_stop_loss,trade_plan_stop_loss_pct,trade_plan_take_profit_1,trade_plan_take_profit_2,trade_plan_rr_1,trade_plan_rr_ok,trade_plan_pass,trade_plan_reject_reasons,strategy,_eval_error
2026-06-17 18:00:00,20260617,2026-06-17_18-00-00.json,000831,中国稀土,buy_passed,buy,B,85.9,0.6004,0.366,0.366,5.386,6.776,0.795,20260618,58.57,61.87,59.64,57.61,5.6343,1.8269,-1.6391,14.1369,-3.8757,-3.8757,100.0,88.12,82.0,96.25,70.0,57.0,62.0,68.0,53.32,55.0,11.0,-3.09,True,True,10.0,0,73.24,9.09,85.9,78.0,50.0,6.16,3.618,ok,64.2,54.5,56.84,55.6,54.59,1.59,47.4,44.95,64.52,66.34,54.5,59.06,47.16,-20.14,64.52,66.34,0.46,False,False,['rr_below_1.0'],momentum,
2026-06-17 18:00:00,20260617,2026-06-17_18-00-00.json,600392,盛和资源,buy_passed,buy,B,68.41,0.5636,0.062,0.062,4.946,5.88,0.841,20260618,28.7,31.36,30.73,31.9,9.2683,7.0732,11.1498,19.5122,0.0,0.0,76.0,100.0,82.0,90.5,60.0,57.0,62.0,68.0,50.04,55.0,20.1,-0.87,True,True,10.0,0,62.27,8.77,68.41,78.0,50.0,5.345,3.862,ok,73.2,24.85,26.02,25.18,24.66,2.06,21.0,20.6,30.76,31.52,24.85,28.48,20.89,-26.63,30.76,31.52,0.3,False,False,"['rr_below_1.0', 'rsi_above_70.0']",momentum,
2026-06-17 18:00:00,20260617,2026-06-17_18-00-00.json,600301,华锡有色,watch,watch,,78.65,0.536,-1.324,-1.324,5.001,8.286,0.604,20260618,65.99,65.61,64.26,59.7,-0.5758,-2.6216,-9.5317,9.3499,-10.7744,-10.7744,100.0,100.0,82.0,84.5,74.0,57.0,62.0,68.0,50.74,55.0,11.5,-1.19,True,True,10.0,0,,,78.65,50.0,50.0,6.694,5.58,ok,64.1,60.48,63.28,61.81,60.29,1.27,52.01,44.39,69.37,75.3,60.48,66.41,51.75,-22.08,69.37,75.3,0.2,False,False,"['low_signal_group', 'rr_below_1.0']",momentum,
2026-06-17 18:00:00,20260617,2026-06-17_18-00-00.json,600259,中稀有色,watch,watch,,69.41,0.5452,-0.717,-0.717,4.928,7.134,0.691,20260618,105.71,116.28,106.79,104.89,9.9991,1.0217,-0.7757,13.0451,-4.5407,-4.5407,100.0,100.0,82.0,91.5,56.0,57.0,62.0,68.0,51.11,55.0,16.8,-0.41,True,True,10.0,0,,,69.41,78.0,50.0,6.485,4.073,ok,67.6,92.67,98.0,95.47,93.87,1.51,79.56,73.6,110.0,119.42,92.67,105.71,79.16,-25.11,110.0,119.42,0.16,False,False,"['low_signal_group', 'rr_below_1.0']",momentum,
2026-06-17 18:00:00,20260617,2026-06-17_18-00-00.json,688233,神工股份,watch,watch,,63.78,0.536,-2.113,-2.113,4.683,9.62,0.487,20260618,121.03,124.37,124.93,153.66,2.7596,3.2223,26.9603,29.7116,-1.6773,-1.6773,100.0,100.0,82.0,87.0,56.0,57.0,62.0,65.0,46.24,55.0,29.6,9.71,True,True,10.0,0,,,63.78,44.0,50.0,8.081,6.478,ok,70.4,97.32,105.33,100.6,96.56,1.54,77.91,66.52,136.46,141.38,97.32,121.71,77.52,-36.31,136.46,141.38,0.33,False,False,"['low_signal_group', 'rr_below_1.0', 'rsi_above_70.0']",momentum,
