trigger_time,symbol,signal_group,signal_tier,entry_date,entry_price,shares,buy_cost,position_weight_pct,exit_date,exit_price,days_held,gross_return_pct,pnl,fees,return_after_cost_pct,max_gain_pct,max_loss_pct,trade_plan_pass,trade_plan_reject_reasons
2026-06-23 18:00:00,000831,buy_passed,B,20260624,59.13,900,53243.61,5.324,20260630,55.46,5,-6.2067,-3379.52,76.52,-6.3473,1.2177,-10.6038,False,['rr_below_1.0']
2026-06-24 18:00:00,000831,buy_passed,B,20260625,57.68,900,51937.96,5.194,20260701,53.5,5,-7.2469,-3836.11,74.11,-7.3859,2.2538,-8.3564,False,['rr_below_1.0']
2026-06-30 18:00:00,002520,buy_passed,B,20260701,6.86,10000,68634.3,6.863,20260707,7.8,5,13.7026,9287.7,112.3,13.5322,19.8251,-0.4373,False,['rr_below_1.0']
2026-06-30 18:00:00,300243,buy_passed,B,20260701,21.62,2200,47587.78,4.759,20260707,17.13,5,-20.7678,-9939.47,61.47,-20.8866,6.4755,-21.6466,False,['rr_below_1.0']
2026-07-22 18:00:00,688072,buy_passed,B,20260723,791.08,100,79147.55,7.915,20260729,700.87,5,-11.4034,-9130.64,109.64,-11.5362,3.5142,-17.6341,False,"['rr_below_1.0', 'volume_ratio_below_1.0']"
2026-08-10 18:00:00,600183,buy_passed,B,20260811,135.8,500,67933.95,6.793,20260814,143.21,4,5.4566,3599.45,105.55,5.2984,11.8557,-1.5758,True,nan
