date,equity,pnl,drawdown_pct
START,1000000.0,0.0,0.0
20260630,996620.48,-3379.52,-0.33795200000000186
20260701,992784.37,-3836.11,-0.7215630000000005
20260707,992132.6,-651.7699999999986,-0.7867400000000022
20260729,983001.96,-9130.64,-1.6998040000000036
20260814,986601.4099999999,3599.45,-1.3398590000000083
