trigger_time,symbol,signal_group,signal_tier,entry_date,entry_price,shares,buy_cost,position_weight_pct,exit_date,exit_price,days_held,gross_return_pct,pnl,fees,return_after_cost_pct,max_gain_pct,max_loss_pct
2026-07-22 18:00:00,688072,buy_passed,B,20260723,791.08,100,79147.55,7.915,20260724,728.0,3,-7.9739,-6420.35,112.35,-8.1119,2.2653,-8.9852
