date,equity,pnl,drawdown_pct
START,1000000.0,0.0,0.0
20260630,996620.48,-3379.52,-0.33795200000000186
20260701,995387.28,-1233.2000000000003,-0.4612719999999972
20260729,986256.64,-9130.64,-1.3743359999999987
20260814,989856.09,3599.45,-1.0143910000000032
