trigger_time,symbol,signal_group,signal_tier,entry_date,entry_price,shares,buy_cost,position_weight_pct,exit_date,exit_price,days_held,gross_return_pct,pnl,fees,return_after_cost_pct,max_gain_pct,max_loss_pct,trade_plan_pass,trade_plan_reject_reasons
2026-06-17 18:00:00,000831,watch,NAN,20260618,58.57,1300,76179.07,7.618,20260625,57.61,5,-1.6391,-1360.96,112.96,-1.7865,14.1369,-3.8757,False,"['low_signal_group', 'rr_below_1.0']"
2026-06-17 18:00:00,688012,watch,NAN,20260618,350.0,200,70035.0,7.003,20260625,399.13,5,14.0371,9711.17,114.83,13.8662,17.8571,-1.4286,False,"['low_signal_group', 'rr_below_1.0']"
2026-06-17 18:00:00,300502,watch,NAN,20260618,552.66,100,55293.63,5.529,20260625,610.49,5,10.4639,5694.32,88.68,10.2983,10.52,-2.2907,False,"['low_signal_group', 'rr_below_1.0']"
2026-06-17 18:00:00,300394,watch,NAN,20260618,325.0,200,65032.5,6.503,20260625,341.97,5,5.2215,3293.11,100.89,5.0638,6.4615,-5.8462,False,"['low_signal_group', 'rr_below_1.0']"
2026-06-18 18:00:00,688012,watch,NAN,20260622,371.99,200,74435.2,7.444,20260626,413.0,5,11.0245,8082.2,119.8,10.858,13.9278,-3.7609,False,"['low_signal_group', 'rr_below_1.0']"
2026-06-18 18:00:00,300502,watch,NAN,20260622,584.1,100,58439.21,5.844,20260626,566.0,5,-3.0988,-1895.81,85.81,-3.2441,4.5711,-7.5501,False,"['low_signal_group', 'rr_below_1.0']"
2026-06-18 18:00:00,000831,watch,NAN,20260622,62.87,1200,75481.72,7.548,20260626,54.85,5,-12.7565,-9727.54,103.54,-12.8873,6.3305,-13.0428,False,"['low_signal_group', 'rr_below_1.0', 'rsi_above_70.0']"
2026-06-22 18:00:00,300502,watch,NAN,20260623,575.0,100,57528.75,5.753,20260629,556.96,5,-3.1374,-1888.45,84.45,-3.2826,6.2261,-8.8313,False,"['low_signal_group', 'rr_below_1.0']"
2026-06-22 18:00:00,300394,watch,NAN,20260623,326.12,200,65256.61,6.526,20260629,295.15,5,-9.4965,-6285.64,91.64,-9.6322,6.0959,-11.4252,False,"['low_signal_group', 'rr_below_1.0']"
2026-06-22 18:00:00,300620,watch,NAN,20260623,388.83,200,77804.88,7.78,20260629,365.2,5,-6.0772,-4837.92,111.92,-6.218,6.2932,-9.4514,False,"['low_signal_group', 'rr_below_1.0', 'volume_ratio_below_1.0', 'rsi_above_70.0']"
2026-06-22 18:00:00,688143,watch,NAN,20260623,227.95,300,68419.19,6.842,20260629,179.95,5,-21.0572,-14488.18,88.18,-21.1756,11.8447,-24.5668,False,"['low_signal_group', 'rr_below_1.0', 'volume_ratio_below_1.0', 'rsi_above_70.0']"
2026-06-23 18:00:00,000831,buy_passed,B,20260624,59.13,900,53243.61,5.324,20260630,55.46,5,-6.2067,-3379.52,76.52,-6.3473,1.2177,-10.6038,False,['rr_below_1.0']
2026-06-23 18:00:00,300394,consensus,NAN,20260624,311.05,200,62241.11,6.224,20260630,302.68,5,-2.6909,-1765.64,91.64,-2.8368,11.2361,-7.1339,True,nan
2026-06-23 18:00:00,688143,consensus,NAN,20260624,217.76,300,65360.66,6.536,20260630,175.83,5,-19.2551,-12664.41,85.41,-19.3762,16.16,-28.3891,False,"['rr_below_1.0', 'volume_ratio_below_1.0', 'rsi_above_70.0']"
2026-06-23 18:00:00,300620,watch,NAN,20260624,385.19,100,38538.26,3.854,20260630,378.2,5,-1.8147,-756.08,57.08,-1.9619,7.2977,-8.5958,False,"['low_signal_group', 'rr_below_1.0', 'volume_ratio_below_1.0']"
2026-06-24 18:00:00,000831,buy_passed,B,20260625,57.68,600,34625.3,3.463,20260701,53.5,5,-7.2469,-2557.4,49.4,-7.3859,2.2538,-8.3564,False,['rr_below_1.0']
2026-06-26 18:00:00,300502,consensus,NAN,20260629,556.0,100,55627.8,5.563,20260703,526.0,5,-5.3957,-3080.4,80.4,-5.5375,11.3076,-9.2446,False,['rr_below_1.0']
2026-06-26 18:00:00,300394,watch,NAN,20260629,309.0,200,61830.9,6.183,20260703,250.1,5,-19.0615,-11860.92,80.92,-19.1828,1.6149,-20.4078,False,['low_signal_group']
2026-06-26 18:00:00,000831,watch,NAN,20260629,54.87,1400,76856.41,7.686,20260703,54.45,5,-0.7654,-702.64,114.64,-0.9142,2.6426,-5.8137,False,"['low_signal_group', 'rr_below_1.0']"
2026-06-29 18:00:00,688008,buy_passed,B,20260630,296.27,100,29641.81,2.964,20260706,268.29,5,-9.4441,-2839.64,41.64,-9.5799,12.2321,-14.7872,False,"['rr_below_1.0', 'rsi_above_70.0']"
2026-06-30 18:00:00,002520,buy_passed,B,20260701,6.86,10000,68634.3,6.863,20260707,7.8,5,13.7026,9287.7,112.3,13.5322,19.8251,-0.4373,False,['rr_below_1.0']
2026-06-30 18:00:00,300243,buy_passed,B,20260701,21.62,2200,47587.78,4.759,20260707,17.13,5,-20.7678,-9939.47,61.47,-20.8866,6.4755,-21.6466,False,['rr_below_1.0']
2026-06-30 18:00:00,300502,watch,NAN,20260701,608.0,100,60830.4,6.083,20260707,510.1,5,-16.102,-9871.41,81.41,-16.2278,1.7878,-19.3914,False,"['low_signal_group', 'rr_below_1.0']"
2026-07-15 18:00:00,300502,watch,NAN,20260716,530.0,100,53026.5,5.303,20260722,508.8,5,-4.0,-2197.38,77.38,-4.1439,5.283,-14.5358,False,"['low_signal_group', 'rr_below_1.0', 'volume_ratio_below_1.0']"
2026-07-16 18:00:00,688072,watch,NAN,20260717,718.42,100,71877.92,7.188,20260723,743.0,5,3.4214,2347.78,110.22,3.2663,14.1254,-14.5611,False,['low_signal_group']
2026-07-16 18:00:00,002384,watch,NAN,20260717,258.01,300,77441.7,7.744,20260723,206.65,5,-19.9062,-15508.7,100.7,-20.0263,0.7713,-24.0495,False,"['low_signal_group', 'rr_below_1.0']"
2026-07-20 18:00:00,000938,watch,NAN,20260721,37.7,2100,79209.59,7.921,20260727,41.47,5,10.0,7790.33,126.67,9.8351,21.4854,-7.2679,False,"['low_signal_group', 'rr_below_1.0']"
2026-07-21 18:00:00,300502,watch,NAN,20260722,540.0,100,54027.0,5.403,20260728,406.9,5,-24.6481,-13377.69,67.69,-24.7611,2.1481,-25.2,False,['low_signal_group']
2026-07-22 18:00:00,688072,buy_passed,B,20260723,791.08,100,79147.55,7.915,20260729,700.87,5,-11.4034,-9130.64,109.64,-11.5362,3.5142,-17.6341,False,"['rr_below_1.0', 'volume_ratio_below_1.0']"
2026-07-22 18:00:00,688432,watch,NAN,20260723,43.33,1800,78033.0,7.803,20260729,36.07,5,-16.7551,-13171.92,103.92,-16.8799,2.354,-20.8401,False,"['low_signal_group', 'rr_below_1.0', 'volume_ratio_below_1.0']"
2026-07-27 18:00:00,688072,watch,NAN,20260728,753.51,100,75388.68,7.539,20260803,591.86,5,-21.4529,-16261.86,96.86,-21.5707,4.5772,-23.0548,False,"['low_signal_group', 'rr_below_1.0', 'volume_ratio_below_1.0']"
2026-07-28 18:00:00,000938,watch,NAN,20260729,40.86,1900,77672.82,7.767,20260804,34.32,5,-16.0059,-12530.03,104.02,-16.1318,0.7097,-19.9951,False,"['low_signal_group', 'rr_below_1.0']"
2026-08-03 18:00:00,000636,watch,NAN,20260804,50.02,1500,75067.51,7.507,20260810,61.7,5,23.3507,17389.94,130.06,23.1657,27.8689,-3.8784,False,['low_signal_group']
2026-08-10 18:00:00,600183,buy_passed,B,20260811,135.8,500,67933.95,6.793,20260814,143.21,4,5.4566,3599.45,105.55,5.2984,11.8557,-1.5758,True,nan
2026-08-12 18:00:00,002821,consensus,NAN,20260813,174.57,400,69862.91,6.986,20260814,171.2,2,-1.9305,-1451.39,103.39,-2.0775,3.4427,-4.1645,False,['rr_below_1.0']
2026-08-13 18:00:00,600183,watch,NAN,20260814,144.0,500,72036.0,7.204,20260814,143.21,1,-0.5486,-502.6,107.6,-0.6977,1.5972,-2.9861,False,"['low_signal_group', 'rr_below_1.0']"
2026-08-13 18:00:00,000831,watch,NAN,20260814,55.8,1400,78159.06,7.816,20260814,60.95,1,9.2294,7085.61,124.39,9.0656,9.2294,-0.1254,False,"['low_signal_group', 'rr_below_1.0', 'rsi_above_70.0']"
