trigger_time,trigger_date,source_file,symbol_code,symbol_name_raw,signal_group,buy_decision,signal_tier,buy_score,probability_value,expected_return_t1_pct,entry_date,entry_price,t1_close,t3_close,t5_close,t1_return_pct,t3_return_pct,t5_return_pct,max_gain_pct,max_loss_pct,max_drawdown_pct,weekly_trend_score,relative_strength_score,daily_entry_score,catalyst_score,capital_flow_score,technical_score,market_regime_score,tradeability_score,risk_reward_score,data_quality_score,ma20_deviation_pct,prev_day_gain_pct,flow_data_available,primary_catalyst,consensus_score,future_evidence_count,tier_confidence,recommended_position_size_pct,strategy,_eval_error
2026-07-15 18:00:00,20260715,2026-07-15_18-00-00.json,300502,新易盛,watch,watch,,100.0,0.6372,1.855,20260716,530.0,482.88,551.77,497.3,-8.8906,4.1075,-6.1698,4.6038,-14.5358,-14.5358,100.0,100.0,50.0,60.0,46.0,47.0,62.0,65.0,54.79,65.0,1.0,-2.25,True,False,10.0,0.0,,,momentum,
2026-07-15 18:00:00,20260715,2026-07-15_18-00-00.json,300502,新易盛,research,,,,,,20260716,530.0,482.88,551.77,497.3,-8.8906,4.1075,-6.1698,4.6038,-14.5358,-14.5358,100.0,100.0,50.0,,,,,,,,1.0,-2.25,,,,,,,momentum,
2026-07-15 18:00:00,20260715,2026-07-15_18-00-00.json,300502,新易盛,consensus,,,,,,20260716,530.0,482.88,551.77,497.3,-8.8906,4.1075,-6.1698,4.6038,-14.5358,-14.5358,100.0,100.0,50.0,,,,,,,,1.0,-2.25,,,,,,,momentum,
2026-07-16 18:00:00,20260716,2026-07-16_18-00-00.json,688072,拓荆科技,watch,watch,,100.0,0.6096,1.781,20260717,718.42,637.05,791.08,791.0,-11.3262,10.1139,10.1027,14.1254,-14.5611,-14.5611,100.0,100.0,58.0,60.0,46.0,47.0,62.0,65.0,49.18,65.0,1.2,-6.72,True,False,10.0,0.0,,,momentum,
2026-07-16 18:00:00,20260716,2026-07-16_18-00-00.json,002384,东山精密,watch,watch,,100.0,0.5636,1.99,20260717,258.01,217.73,217.5,199.18,-15.6118,-15.7009,-22.8014,0.0,-24.0495,-24.0495,100.0,100.0,82.0,60.0,46.0,55.72,62.0,68.0,51.84,65.0,6.8,2.4,True,False,10.0,0.0,,,momentum,
2026-07-16 18:00:00,20260716,2026-07-16_18-00-00.json,688072,拓荆科技,research,,,,,,20260717,718.42,637.05,791.08,791.0,-11.3262,10.1139,10.1027,14.1254,-14.5611,-14.5611,100.0,100.0,58.0,,,,,,,,1.2,-6.72,,,,,,,momentum,
2026-07-16 18:00:00,20260716,2026-07-16_18-00-00.json,002384,东山精密,research,,,,,,20260717,258.01,217.73,217.5,199.18,-15.6118,-15.7009,-22.8014,0.0,-24.0495,-24.0495,100.0,100.0,82.0,,,,,,,,6.8,2.4,,,,,,,momentum,
2026-07-16 18:00:00,20260716,2026-07-16_18-00-00.json,688072,拓荆科技,consensus,,,,,,20260717,718.42,637.05,791.08,791.0,-11.3262,10.1139,10.1027,14.1254,-14.5611,-14.5611,100.0,100.0,58.0,,,,,,,,1.2,-6.72,,,,,,,momentum,
2026-07-16 18:00:00,20260716,2026-07-16_18-00-00.json,002384,东山精密,consensus,,,,,,20260717,258.01,217.73,217.5,199.18,-15.6118,-15.7009,-22.8014,0.0,-24.0495,-24.0495,100.0,100.0,82.0,,,,,,,,6.8,2.4,,,,,,,momentum,
2026-08-10 18:00:00,20260810,2026-08-10_18-00-00.json,600183,生益科技,buy_passed,buy,B,100.0,0.5912,2.131,20260811,135.8,143.23,143.21,,5.4713,5.4566,,11.8557,-0.1178,-0.1178,84.0,100.0,82.0,60.0,58.0,57.0,62.0,68.0,54.75,70.0,10.7,-1.01,True,False,10.0,0.0,87.0,8.0,momentum,
2026-08-10 18:00:00,20260810,2026-08-10_18-00-00.json,600183,生益科技,research,,,,,,20260811,135.8,143.23,143.21,,5.4713,5.4566,,11.8557,-0.1178,-0.1178,84.0,100.0,82.0,,,,,,,,10.7,-1.01,,,,,,,momentum,
2026-08-10 18:00:00,20260810,2026-08-10_18-00-00.json,600183,生益科技,consensus,,,,,,20260811,135.8,143.23,143.21,,5.4713,5.4566,,11.8557,-0.1178,-0.1178,84.0,100.0,82.0,,,,,,,,10.7,-1.01,,,,,,,momentum,
2026-08-12 18:00:00,20260812,2026-08-12_18-00-00.json,002821,凯莱英,research,,,,,,20260813,174.57,171.2,,,-1.9305,,,0.4124,-4.1645,-4.1645,100.0,86.24,82.0,,,,,,,,7.3,-0.36,,,,,,,momentum,
2026-08-12 18:00:00,20260812,2026-08-12_18-00-00.json,002821,凯莱英,consensus,,,,,,20260813,174.57,171.2,,,-1.9305,,,0.4124,-4.1645,-4.1645,100.0,86.24,82.0,,,,,,,,7.3,-0.36,,,,,,,momentum,
