date,source_file,output_file,market_regime,original_research_signals,original_buy_signals,original_watchlist,rescored_research_signals,rescored_buy_signals,rescored_watchlist,rescored_tier_A,rescored_tier_B,rescored_tier_C,rescored_tier_reject
20260617,agents_workspace_replays/historical_pilot_clean/20260617/results/trade_decisions/2026-06-17_18-00-00.json,agents_workspace_replays/current_rescore_june17_30/20260617/results/trade_decisions/2026-06-17_18-00-00.json,bull,11,0,5,11,5,0,5,0,0,0
20260618,agents_workspace_replays/historical_pilot_clean/20260618/results/trade_decisions/2026-06-18_18-00-00.json,agents_workspace_replays/current_rescore_june17_30/20260618/results/trade_decisions/2026-06-18_18-00-00.json,bull,6,2,3,6,5,0,5,0,0,0
20260622,agents_workspace_replays/historical_pilot_clean/20260622/results/trade_decisions/2026-06-22_18-00-00.json,agents_workspace_replays/current_rescore_june17_30/20260622/results/trade_decisions/2026-06-22_18-00-00.json,bull,6,0,5,6,4,1,4,0,0,0
20260623,agents_workspace_replays/historical_pilot_clean/20260623/results/trade_decisions/2026-06-23_18-00-00.json,agents_workspace_replays/current_rescore_june17_30/20260623/results/trade_decisions/2026-06-23_18-00-00.json,neutral,11,2,3,11,7,0,7,0,0,0
20260624,agents_workspace_replays/historical_pilot_clean/20260624/results/trade_decisions/2026-06-24_18-00-00.json,agents_workspace_replays/current_rescore_june17_30/20260624/results/trade_decisions/2026-06-24_18-00-00.json,neutral,11,2,3,11,6,0,6,0,0,0
20260625,agents_workspace_replays/historical_pilot_clean/20260625/results/trade_decisions/2026-06-25_18-00-00.json,agents_workspace_replays/current_rescore_june17_30/20260625/results/trade_decisions/2026-06-25_18-00-00.json,bull,0,0,0,0,0,0,0,0,0,0
20260626,agents_workspace_replays/historical_pilot_clean/20260626/results/trade_decisions/2026-06-26_18-00-00.json,agents_workspace_replays/current_rescore_june17_30/20260626/results/trade_decisions/2026-06-26_18-00-00.json,neutral,5,0,3,5,0,0,0,0,0,5
20260629,agents_workspace_replays/historical_pilot_clean/20260629/results/trade_decisions/2026-06-29_18-00-00.json,agents_workspace_replays/current_rescore_june17_30/20260629/results/trade_decisions/2026-06-29_18-00-00.json,neutral,9,1,4,9,4,1,4,0,0,0
20260630,agents_workspace_replays/historical_pilot_clean/20260630/results/trade_decisions/2026-06-30_18-00-00.json,agents_workspace_replays/current_rescore_june17_30/20260630/results/trade_decisions/2026-06-30_18-00-00.json,bull,6,3,2,6,5,0,5,0,0,0
