month,bucket,n_t3,avg_t3,wr_t3,n_t5,avg_t5,wr_t5
202606,all,719,0.5877051460361613,48.12239221140473,719,-0.1363143254520167,43.671766342141865
202607,all,1039,-1.4234937439846003,43.888354186718,1038,-1.1561175337186897,44.701348747591524
202608,all,560,2.7813035714285714,60.0,480,3.5886458333333335,59.166666666666664
202606,conservative_rsi<=65.0_dist52<=-8.0_ma20<=12.0_ma50<=25.0,118,0.8492372881355931,49.152542372881356,118,0.5292372881355932,45.76271186440678
202607,conservative_rsi<=65.0_dist52<=-8.0_ma20<=12.0_ma50<=25.0,475,-1.4267157894736846,42.94736842105264,475,-0.2903789473684217,47.78947368421053
202608,conservative_rsi<=65.0_dist52<=-8.0_ma20<=12.0_ma50<=25.0,271,3.5570110701107014,65.31365313653137,221,5.32262443438914,66.51583710407239
