date,code,name,weekly_close_vs_ma20_pct,weekly_ma20_slope_pct,short_score,volume_ratio,opportunity_rank_score,rsi,ma20_deviation_pct,t3,t5
20260803,000739,普洛药业,13.523,2.994,57.25,0.76,,55.5,2.5,2.9,12.43
20260803,600396,华电辽能,17.136,17.203,76.25,1.21,,63.6,13.3,8.44,7.56
20260803,002303,美盈森,19.844,4.142,62.5,1.03,,48.5,0.7,24.78,22.1
20260803,688071,华依科技,14.445,-0.032,69.0,1.01,,69.3,12.5,-5.97,-8.92
20260803,603317,天味食品,5.68,2.957,74.25,1.21,,66.3,6.1,-3.39,-0.88
20260803,688585,上纬新材,6.031,1.999,69.88,1.37,,57.1,13.4,8.01,7.16
20260803,300093,金刚光伏,3.971,2.694,69.75,1.23,,57.3,7.9,0.66,3.59
20260803,600546,山煤国际,0.477,1.154,65.5,1.0,,49.4,0.9,7.74,8.39
20260803,600784,鲁银投资,2.895,0.069,64.75,0.82,,55.1,3.7,2.39,9.31
20260803,603156,养元饮品,9.893,4.659,72.5,1.03,,46.1,7.3,7.73,19.21
20260803,603110,东方材料,4.811,3.841,57.38,0.89,,40.4,2.6,11.77,19.05
20260803,600985,淮北矿业,2.746,1.722,53.0,0.92,,48.8,-1.0,13.56,16.04
20260803,300234,开尔新材,6.911,4.616,62.0,0.99,,39.3,3.8,3.38,3.16
20260803,600177,雅戈尔,3.941,1.768,59.75,1.25,,50.0,0.1,-1.68,-0.9
20260803,300506,名家汇,11.132,1.619,50.75,0.75,,44.8,0.9,11.62,-12.65
20260804,000333,美的集团,9.34,3.159,78.25,1.15,,59.3,1.8,-1.76,0.73
20260804,600236,桂冠电力,10.756,2.658,74.75,1.03,,57.0,5.3,-1.82,-3.0
20260804,002258,利尔化学,9.115,-2.107,83.5,1.5,,55.9,5.0,-2.49,-1.52
20260804,601000,唐山港,8.041,2.604,81.5,1.38,,71.3,5.4,-2.3,-3.14
20260804,603261,立航科技,21.987,8.776,65.38,0.93,,45.3,4.0,-0.49,-0.85
20260804,600750,华润江中,6.701,0.747,70.75,0.99,,55.1,2.8,-4.1,-4.61
20260804,600886,国投电力,8.609,1.315,67.75,0.73,,59.6,2.3,-2.13,-1.79
20260804,600919,江苏银行,3.598,2.109,75.75,1.1,,50.3,0.2,0.69,1.82
20260804,600483,福能股份,4.549,1.09,67.75,0.72,,54.7,1.1,-2.59,-3.14
20260804,600971,恒源煤电,5.488,1.153,69.75,0.88,,49.4,3.5,4.21,7.66
20260804,601665,齐鲁银行,2.902,2.06,73.25,1.05,,49.0,0.3,0.81,0.97
20260804,002948,青岛银行,4.982,2.337,75.75,1.16,,52.1,0.6,-0.18,0.88
20260804,300628,亿联网络,12.285,2.207,77.0,1.18,,62.2,7.0,-0.38,0.18
