date,code,name,weekly_close_vs_ma20_pct,weekly_ma20_slope_pct,short_score,volume_ratio,opportunity_rank_score,rsi,ma20_deviation_pct,t3,t5
20260804,002415,海康威视,16.898,3.471,77.0,1.15,,73.2,9.2,-3.02,-5.29
20260804,001872,招商港口,5.89,0.853,66.75,0.79,,58.0,3.8,-1.86,-1.13
20260804,600872,中炬高新,5.451,1.08,74.25,1.08,,63.3,5.3,-3.12,-2.62
20260804,000703,恒逸石化,8.404,4.44,69.25,0.85,,60.0,5.6,13.89,12.54
20260804,000719,中原传媒,2.605,0.024,71.75,1.09,,70.5,4.6,-4.03,-3.56
20260804,603558,健盛集团,1.173,0.036,74.75,1.14,,57.7,3.0,0.48,1.83
20260804,601339,百隆东方,7.507,2.932,67.25,0.8,,47.1,4.3,-0.49,-3.2
20260804,002563,森马服饰,11.041,2.014,76.75,1.33,,61.9,6.3,-1.96,-0.82
20260804,605198,安德利,5.383,6.483,75.12,1.21,,50.7,3.8,15.12,20.78
20260804,688253,英诺特,7.596,7.299,65.75,0.9,,45.2,1.6,25.08,17.07
20260804,002955,鸿合科技,11.786,3.602,61.88,0.78,,62.5,3.7,7.58,9.19
20260804,603110,东方材料,7.627,3.996,65.75,0.82,,41.6,5.1,10.32,12.48
20260804,000423,东阿阿胶,7.726,0.088,79.25,1.31,,70.6,6.8,-2.2,-1.79
20260804,002606,大连电瓷,8.274,1.531,71.25,1.39,,62.8,10.2,-1.64,-0.27
20260804,002440,闰土股份,18.533,-1.691,77.0,1.05,,60.2,8.5,4.66,2.84
20260804,000582,北部湾港,8.856,1.465,76.75,1.2,,67.4,8.2,0.08,5.12
20260804,603980,吉华集团,10.565,-2.949,81.25,1.74,,59.1,8.8,1.64,1.19
20260804,300001,特锐德,7.577,2.423,67.0,0.82,,61.0,7.3,-2.28,-0.83
20260804,600885,宏发股份,13.364,2.665,72.0,1.08,,64.0,6.2,-2.51,-3.66
20260804,002925,盈趣科技,8.683,-0.291,67.25,0.89,,50.3,5.5,4.88,4.97
20260804,002216,三全食品,1.964,1.81,73.0,1.21,,47.3,0.1,0.39,0.47
20260804,300453,三鑫医疗,0.952,0.042,74.5,1.67,,47.7,1.0,0.1,-1.68
20260804,603228,景旺电子,12.904,3.835,74.0,1.02,,64.2,11.1,25.69,18.19
20260804,301273,瑞晨环保,19.851,8.507,61.75,0.86,,58.3,3.5,5.81,14.09
20260804,601233,桐昆股份,6.339,0.613,64.25,0.9,,60.9,3.8,7.58,9.09
20260804,600285,羚锐制药,8.574,1.666,60.25,0.95,,49.0,1.1,-2.28,-0.92
20260804,600674,川投能源,4.968,1.021,57.25,0.71,,55.4,0.7,-2.35,-0.72
20260804,002199,东晶电子,14.719,8.381,78.25,2.59,,59.4,14.3,4.01,3.25
20260804,601939,建设银行,3.568,3.218,57.5,1.33,,51.8,-1.4,-0.2,1.39
20260804,600025,华能水电,4.555,0.184,57.25,0.71,,54.5,0.1,-2.72,-1.61
20260804,601678,滨化股份,14.62,2.454,77.0,1.04,,67.5,9.7,13.73,10.92
20260804,300506,名家汇,15.293,1.843,56.25,0.78,,50.4,4.6,-5.2,-11.41
20260804,000518,四环生物,15.373,5.401,58.75,0.56,,47.0,3.6,6.92,8.21
20260804,603311,金海高科,3.958,7.87,63.5,0.81,,47.0,3.7,7.96,4.64
20260804,603976,正川股份,11.711,4.852,62.38,0.75,,47.2,3.5,8.85,5.8
