date,code,name,amount,quantitative_score,close,change_pct,ma20_deviation_pct,rsi,macd,atr_pct,daily_volatility_20d_pct,volume_ratio,bollinger,daily_entry_score,ma50_deviation_pct,ma200_deviation_pct,distance_to_52w_high_pct,ma50_slope_pct,weekly_trend_score,weekly_close_vs_ma20_pct,weekly_ma20_slope_pct,weinstein_stage_score,weinstein_close_vs_ma30_pct,weinstein_ma30_slope_pct,relative_strength_20d_pct,relative_strength_60d_pct,stock_return_20d_pct,stock_return_60d_pct,long_score,short_score,extension_risk,room_score,forward_opportunity_score,opportunity_rank_score,scr_weinstein,scr_weekly,scr_relative,scr_daily_entry,scr_extension,t3,t5,month
20260623,300145,南方泵业,26387.0,79.38,5.79,1.94,16.9,70.3,0.213,8.327,7.017,1.56,中上,82.0,16.42,23.64,0.0,2.91,100.0,19.418,2.117,100.0,22.393,1.969,17.728,19.593,17.683,29.53,77.56,77.75,45.0,55.0,70.9,79.38,15.0,20,20,20,7.0,-5.83,-3.71,202606
20260623,000668,荣丰控股,28678.0,79.37,22.87,-1.72,13.4,63.8,0.386,7.627,4.776,1.26,中上,82.0,28.56,76.65,-1.72,4.55,100.0,38.246,12.031,100.0,54.74,13.217,27.384,71.028,28.918,82.376,79.33,76.25,10.0,90.0,80.84,79.37,15.0,20,20,20,3.0,,,202606
20260623,688625,呈和科技,30610.0,79.35,90.67,-4.86,10.5,69.7,1.355,8.359,5.974,1.34,中上,82.0,35.67,116.92,-4.86,8.74,100.0,54.911,16.675,100.0,79.903,22.664,24.506,128.543,24.461,138.48,79.12,76.25,10.0,90.0,80.81,79.35,15.0,20,20,20,3.0,3.22,-5.3,202606
20260623,688379,华光新材,28060.0,79.35,87.57,-4.6,11.6,68.0,2.136,9.768,6.35,1.27,中上,82.0,24.35,57.68,-8.47,6.89,100.0,39.604,10.426,100.0,47.553,10.454,18.8,90.131,18.755,100.069,79.12,76.25,10.0,90.0,80.81,79.35,15.0,20,20,20,3.0,-5.68,-3.45,202606
20260623,688432,有研硅,258916.0,79.35,24.21,-4.27,11.2,67.6,0.486,10.344,7.051,1.23,中上,82.0,28.32,64.15,-7.63,6.54,100.0,40.584,10.817,100.0,52.754,10.228,22.133,65.117,22.088,75.054,79.12,76.25,10.0,90.0,80.81,79.35,15.0,20,20,20,3.0,28.59,66.33,202606
20260623,300321,同大股份,13637.0,79.33,49.06,-9.65,13.4,61.2,1.875,8.98,5.942,1.67,中上,82.0,20.68,18.92,-9.65,3.63,100.0,22.547,1.794,55.0,17.981,-0.248,22.664,38.012,22.619,47.949,64.33,77.75,10.0,90.0,79.41,79.33,-10.0,20,20,20,3.0,19.28,33.29,202606
20260623,600392,盛和资源,225949.0,79.33,30.73,-10.09,22.6,72.8,2.105,6.308,5.177,2.02,中上,82.0,22.6,29.36,-10.09,3.16,100.0,19.56,2.57,100.0,25.002,3.464,32.616,33.93,32.571,43.867,77.2,77.75,45.0,55.0,70.84,79.33,15.0,20,20,20,7.0,-2.8,-3.94,202606
20260623,301618,长联科技,3649.0,79.32,42.79,-1.45,7.9,57.8,0.501,5.035,3.736,1.26,中上,82.0,14.45,12.03,-7.7,1.91,100.0,16.565,1.159,55.0,16.629,-0.267,12.296,17.452,12.251,27.389,63.7,79.75,10.0,90.0,80.42,79.32,-10.0,20,20,20,3.0,10.96,7.46,202606
20260623,301128,强瑞技术,56272.0,79.29,156.68,-11.4,1.9,57.6,1.477,10.653,5.441,1.04,中上,82.0,11.19,77.53,-16.75,5.08,100.0,31.253,17.633,100.0,53.212,17.611,13.106,54.833,13.061,64.77,78.52,78.25,0.0,100.0,84.82,79.29,15.0,20,20,20,0.0,0.17,0.43,202606
20260623,003026,中晶科技,17055.0,79.29,36.55,-5.21,10.4,66.7,0.881,7.643,5.096,1.45,中上,82.0,16.7,44.79,-5.21,4.25,100.0,29.307,9.082,100.0,40.004,7.776,12.23,42.228,12.185,52.165,78.67,76.25,10.0,90.0,80.74,79.29,15.0,20,20,20,3.0,,,202606
20260623,002354,天娱数科,289433.0,79.29,8.11,-4.59,10.0,59.8,0.091,8.032,6.901,1.24,中上,82.0,22.27,19.8,-8.57,3.3,100.0,24.673,0.2,100.0,22.6,1.764,18.094,33.349,18.049,43.286,76.48,76.75,10.0,90.0,80.68,79.29,15.0,20,20,20,3.0,,,202606
20260623,603687,大胜达,16134.0,79.28,18.4,-6.07,2.8,53.2,0.098,7.543,4.282,1.09,中上,82.0,5.6,54.32,-7.07,1.5,100.0,19.76,11.233,100.0,35.813,12.756,14.83,15.148,14.785,25.085,78.49,78.25,0.0,100.0,84.81,79.28,15.0,20,20,20,0.0,4.5,12.72,202606
20260623,603124,江南新材,62909.0,79.27,183.3,-8.81,10.5,63.5,4.689,9.223,6.037,1.21,中上,82.0,29.38,80.38,-13.26,6.87,100.0,42.404,16.868,100.0,61.762,16.059,35.482,75.177,35.437,85.114,78.52,76.25,10.0,90.0,80.72,79.27,15.0,20,20,20,3.0,-2.76,1.94,202606
20260623,688388,嘉元科技,83068.0,79.25,42.77,-9.58,15.0,67.1,2.287,8.367,6.282,1.49,中上,82.0,23.31,48.74,-12.59,5.2,100.0,29.824,6.19,100.0,36.75,6.8,39.044,57.46,38.999,67.397,78.34,76.25,10.0,90.0,80.69,79.25,15.0,20,20,20,3.0,-0.89,2.73,202606
20260623,002106,莱宝高科,13489.0,79.18,14.29,-5.68,10.4,63.6,0.329,7.183,4.696,1.32,中上,82.0,22.81,25.08,-5.68,3.65,100.0,22.645,3.61,100.0,24.883,3.174,21.559,21.525,21.514,31.463,77.8,76.25,10.0,90.0,80.61,79.18,15.0,20,20,20,3.0,,,202606
20260623,300557,理工光科,6748.0,79.17,34.08,0.03,14.5,73.5,0.886,7.147,4.783,1.29,中上,82.0,18.3,32.07,0.0,2.76,100.0,19.694,1.553,100.0,21.737,5.194,16.677,25.948,16.632,35.885,77.71,76.25,10.0,90.0,80.59,79.17,15.0,20,20,20,3.0,-0.15,3.15,202606
20260623,300909,汇创达,23503.0,79.16,54.63,0.91,12.9,73.7,1.698,5.709,2.726,1.26,中上,82.0,18.22,29.1,-2.57,3.4,100.0,19.704,0.369,100.0,18.669,4.2,13.857,34.74,13.813,44.677,77.59,76.25,10.0,90.0,80.58,79.16,15.0,20,20,20,3.0,17.96,7.58,202606
20260623,601636,旗滨集团,29480.0,79.14,7.83,-6.45,10.9,61.8,0.284,8.265,5.701,1.39,中上,82.0,19.25,20.88,-9.69,3.99,100.0,19.369,2.572,100.0,21.754,1.66,11.742,25.063,11.698,35.0,77.44,76.25,10.0,90.0,80.55,79.14,15.0,20,20,20,3.0,17.5,34.61,202606
20260623,301178,天亿马,6160.0,79.12,44.54,-0.78,11.4,70.5,1.432,6.484,5.428,1.65,中上,82.0,11.56,12.27,-12.32,2.28,100.0,15.292,0.943,55.0,16.736,-0.966,12.321,21.955,12.276,31.892,62.62,77.75,10.0,90.0,79.16,79.12,-10.0,20,20,20,3.0,3.79,12.81,202606
20260623,603335,迪生力,6583.0,79.12,9.02,10.0,17.5,70.6,0.231,8.315,5.217,2.28,中上,82.0,25.17,45.65,0.0,3.75,100.0,32.901,7.008,100.0,39.463,4.672,31.724,50.561,31.679,60.498,79.15,77.75,55.0,45.0,68.14,79.12,15.0,20,20,20,9.0,2.73,2.84,202606
20260623,688207,格灵深瞳,27510.0,79.08,20.08,-7.81,12.2,64.6,0.712,9.227,8.07,1.31,中上,82.0,21.16,22.58,-7.81,4.49,100.0,23.645,1.184,100.0,23.551,1.793,11.911,30.975,11.866,40.912,76.96,76.25,10.0,90.0,80.48,79.08,15.0,20,20,20,3.0,-4.0,0.5,202606
20260623,000519,中兵红箭,35824.0,79.04,21.89,-2.06,11.7,65.3,0.528,4.901,3.522,1.39,上轨上方,82.0,18.51,17.83,-6.89,2.32,100.0,18.363,1.113,100.0,18.564,1.529,15.804,21.851,15.759,31.788,76.6,76.25,10.0,90.0,80.43,79.04,15.0,20,20,20,3.0,,,202606
20260623,603318,水发燃气,17931.0,78.95,11.69,9.97,24.2,69.8,0.563,6.336,5.022,1.52,上轨上方,82.0,15.95,47.62,-19.66,2.74,100.0,25.013,6.649,100.0,37.255,5.43,20.809,34.562,20.764,44.499,77.71,77.75,55.0,45.0,67.92,78.95,15.0,20,20,20,9.0,-19.84,-13.19,202606
20260623,002068,黑猫股份,16340.0,78.93,12.65,10.0,22.5,74.0,0.317,5.935,5.197,1.51,上轨上方,82.0,30.68,29.88,-0.39,2.52,100.0,32.094,3.58,100.0,33.792,1.336,20.178,39.767,20.133,49.704,77.56,77.75,55.0,45.0,67.9,78.93,15.0,20,20,20,9.0,,,202606
20260623,002774,快意电梯,19294.0,78.8,13.68,5.23,15.1,68.6,0.407,5.838,3.934,1.6,上轨上方,82.0,15.94,28.48,-6.62,2.0,100.0,20.407,0.305,100.0,24.311,3.583,11.084,21.982,11.039,31.919,76.48,77.75,55.0,45.0,67.73,78.8,15.0,20,20,20,9.0,,,202606
20260623,688328,深科达,60151.0,78.51,78.9,-3.58,9.0,57.5,0.805,6.175,4.711,1.03,中上,82.0,28.1,107.07,-3.58,6.76,100.0,51.662,18.506,100.0,77.954,21.817,11.125,94.945,11.08,104.882,79.12,77.5,10.0,90.0,81.49,78.51,15.0,20,20,20,3.0,12.52,22.22,202606
20260623,301458,钧崴电子,31323.0,78.51,57.79,-7.16,8.0,58.0,0.567,11.286,6.884,1.03,中上,82.0,27.47,53.15,-9.02,5.8,100.0,38.1,11.65,100.0,47.799,9.341,22.533,68.868,22.488,78.806,79.12,77.5,10.0,90.0,81.49,78.51,15.0,20,20,20,3.0,10.37,1.9,202606
20260623,300265,通光线缆,27163.0,78.43,24.41,-0.69,7.3,51.9,0.231,7.67,4.317,1.01,中上,82.0,14.19,63.08,-4.46,2.58,100.0,23.799,9.933,100.0,39.189,14.868,12.741,23.743,12.696,33.68,78.49,77.5,10.0,90.0,81.4,78.43,15.0,20,20,20,3.0,-6.77,-11.96,202606
20260623,002631,德尔未来,24595.0,78.4,8.99,10.04,17.7,71.3,0.232,6.69,4.649,1.5,上轨上方,82.0,16.76,44.81,-0.11,2.02,100.0,23.957,6.42,100.0,33.001,6.24,17.561,20.542,17.516,30.479,78.79,77.75,70.0,30.0,63.58,78.4,15.0,20,20,20,13.0,,,202606
20260623,300005,探路者,69319.0,78.4,19.26,10.82,21.9,68.7,0.744,6.687,5.642,1.62,上轨上方,82.0,23.65,55.02,0.0,2.12,100.0,26.932,4.537,100.0,37.352,8.401,26.01,43.285,25.965,53.222,78.73,77.75,70.0,30.0,63.57,78.4,15.0,20,20,20,13.0,20.45,17.28,202606
20260623,600063,皖维高新,23334.0,78.34,8.22,-7.12,7.1,57.5,0.154,8.177,5.199,1.11,中上,82.0,14.97,26.41,-7.12,2.27,100.0,14.812,3.814,100.0,19.796,4.228,23.283,13.858,23.238,23.795,77.71,77.5,10.0,90.0,81.28,78.34,15.0,20,20,20,3.0,-2.96,-6.17,202606
20260623,301617,博苑新材,5874.0,78.27,58.06,-3.44,8.0,60.1,0.922,5.881,3.622,1.36,中上,82.0,15.73,3.47,-27.46,3.05,70.0,15.768,-3.999,55.0,7.727,-4.357,12.673,24.898,12.629,34.835,57.31,79.25,10.0,90.0,79.18,78.27,-10.0,18,20,20,3.0,-1.19,1.48,202606
20260623,300936,中英科技,32772.0,78.24,120.55,-1.66,9.5,65.3,0.836,8.649,5.567,1.02,中上,82.0,32.33,120.13,-4.7,6.92,100.0,56.659,23.924,100.0,87.671,24.635,31.435,89.748,31.39,99.685,79.12,77.0,10.0,90.0,81.22,78.24,15.0,20,20,20,3.0,-17.41,-7.05,202606
20260623,688172,燕东微,68560.0,78.24,73.89,1.9,9.5,60.4,0.279,8.741,7.255,1.12,中上,82.0,35.88,100.44,-5.49,6.44,100.0,47.054,14.562,100.0,67.657,21.072,21.695,64.826,21.65,74.763,79.12,77.0,10.0,90.0,81.22,78.24,15.0,20,20,20,3.0,9.17,14.16,202606
20260623,002903,宇环数控,33954.0,78.24,50.99,-0.95,9.6,66.9,0.752,6.154,4.837,1.05,中上,82.0,21.65,80.01,-6.01,6.23,100.0,42.194,17.027,100.0,60.723,15.157,14.475,81.395,14.43,91.332,79.12,77.0,10.0,90.0,81.22,78.24,15.0,20,20,20,3.0,,,202606
20260623,300700,岱勒新材,22558.0,78.24,23.06,-2.45,8.6,67.2,0.253,6.409,3.858,1.12,中上,82.0,21.38,59.8,-6.07,5.29,100.0,34.653,11.574,100.0,46.979,12.08,13.195,65.557,13.15,75.495,79.12,77.0,10.0,90.0,81.22,78.24,15.0,20,20,20,3.0,-2.11,-6.67,202606
20260623,300821,东岳硅材,101460.0,78.24,18.97,-9.23,8.8,65.1,0.498,8.551,6.148,1.19,中上,82.0,19.99,49.49,-9.23,5.07,100.0,30.517,7.464,100.0,36.494,8.426,26.68,57.052,26.636,66.989,79.12,77.0,10.0,90.0,81.22,78.24,15.0,20,20,20,3.0,8.04,10.24,202606
20260623,300665,飞鹿股份,5567.0,78.24,11.76,20.0,16.0,66.5,0.141,7.708,6.209,2.04,上轨上方,82.0,29.9,27.82,-8.48,4.05,100.0,32.671,3.764,100.0,29.801,1.661,15.296,40.847,16.667,46.451,77.44,77.75,70.0,30.0,63.38,78.24,15.0,20,20,20,13.0,-10.07,-14.82,202606
20260623,300560,中富通,24757.0,78.23,20.0,-2.68,9.4,55.9,0.352,7.236,5.076,1.07,中上,82.0,17.13,23.73,-12.7,2.18,100.0,20.551,2.108,100.0,18.266,2.982,10.177,26.488,10.132,36.426,76.84,77.5,10.0,90.0,81.15,78.23,15.0,20,20,20,3.0,-1.61,-4.42,202606
20260623,688126,沪硅产业,157953.0,78.22,32.22,-4.96,8.8,66.7,0.208,10.12,7.571,1.02,中上,82.0,27.75,42.77,-4.96,6.44,100.0,41.074,7.017,100.0,42.747,5.803,10.957,73.027,10.912,82.964,78.94,77.0,10.0,90.0,81.19,78.22,15.0,20,20,20,3.0,11.02,27.04,202606
20260623,300825,阿尔特,17482.0,78.22,16.22,-0.8,8.8,69.4,0.055,7.83,3.997,1.08,中上,82.0,34.11,49.27,-6.62,6.77,100.0,46.205,9.956,100.0,50.701,7.041,14.029,83.388,13.985,93.325,78.94,77.0,10.0,90.0,81.19,78.22,15.0,20,20,20,3.0,-5.03,-12.34,202606
20260623,300592,华凯易佰,23361.0,78.22,14.83,7.15,21.6,69.0,0.584,6.059,5.628,1.76,上轨上方,82.0,15.3,24.06,-0.54,0.55,70.0,15.167,-0.529,100.0,18.792,2.679,19.449,19.019,19.404,28.957,71.74,77.75,55.0,45.0,67.02,78.22,15.0,18,20,20,9.0,14.64,19.93,202606
20260623,300331,苏大维格,63127.0,78.21,64.83,-4.89,7.2,65.7,1.109,8.642,5.28,1.0,中上,82.0,17.56,55.67,-9.63,4.95,100.0,26.453,7.065,100.0,38.664,11.729,19.812,53.239,19.767,63.176,78.85,77.0,10.0,90.0,81.18,78.21,15.0,20,20,20,3.0,5.28,9.74,202606
20260623,301468,博盈特焊,8997.0,78.21,50.4,-2.04,6.8,59.1,0.299,7.975,6.479,1.04,中上,82.0,14.02,33.17,-16.42,3.09,100.0,11.565,0.879,100.0,13.556,8.179,22.02,25.003,21.975,34.94,76.69,77.5,10.0,90.0,81.13,78.21,15.0,20,20,20,3.0,-4.36,-17.41,202606
20260623,301389,隆扬电子,40038.0,78.17,95.08,-3.86,6.6,61.6,1.156,8.588,6.139,1.1,中上,82.0,26.08,57.61,-12.94,7.49,100.0,43.334,14.346,100.0,54.149,10.936,12.566,71.964,12.521,81.902,78.52,77.0,10.0,90.0,81.13,78.17,15.0,20,20,20,3.0,-1.54,-9.07,202606
20260623,002645,华宏科技,104904.0,78.17,32.37,-10.01,8.0,66.9,0.33,8.985,5.402,1.05,中上,82.0,31.9,103.67,-10.33,8.47,100.0,58.37,23.022,100.0,81.854,20.07,21.92,127.554,21.875,137.491,78.52,77.0,10.0,90.0,81.13,78.17,15.0,20,20,20,3.0,,,202606
20260623,301418,协昌科技,4807.0,78.14,49.18,3.54,8.6,66.6,0.443,9.073,6.05,1.11,中上,82.0,14.53,25.41,-2.71,2.91,100.0,19.031,4.332,100.0,22.635,3.666,14.417,27.514,14.372,37.451,78.28,77.0,10.0,90.0,81.09,78.14,15.0,20,20,20,3.0,12.98,16.42,202606
20260623,002072,凯瑞德,3781.0,78.14,9.24,-1.18,7.7,67.1,0.116,7.197,4.448,1.01,中上,82.0,17.44,22.01,-1.18,1.94,100.0,18.174,4.198,100.0,20.695,3.13,21.784,20.387,21.739,30.324,78.28,77.0,10.0,90.0,81.09,78.14,15.0,20,20,20,3.0,,,202606
20260624,601958,金钼股份,66414.0,82.9,26.98,-1.53,9.2,59.4,0.731,7.633,6.416,1.52,中上,82.0,22.86,49.6,-10.28,4.47,100.0,26.169,6.177,100.0,37.27,10.081,18.275,38.494,18.178,47.432,78.25,81.25,10.0,90.0,83.42,82.9,15.0,20,20,20,3.0,8.2,3.9,202606
20260624,603335,迪生力,6583.0,82.69,8.27,-8.31,6.6,61.1,0.15,9.63,5.567,1.95,中上,82.0,14.03,33.23,-8.31,3.63,100.0,22.528,6.417,100.0,28.363,4.267,24.459,35.139,24.361,44.077,78.67,80.75,10.0,90.0,83.21,82.69,15.0,20,20,20,3.0,-3.86,8.06,202606
20260624,605198,安德利,18679.0,82.67,69.37,-3.42,8.8,63.6,1.305,8.151,5.66,1.89,中上,82.0,25.75,54.57,-19.15,7.34,100.0,42.584,11.501,100.0,52.472,8.742,24.528,73.183,24.43,82.121,78.52,80.75,10.0,90.0,83.19,82.67,15.0,20,20,20,3.0,-10.78,-6.95,202606
20260624,600259,中稀有色,146432.0,82.59,104.77,-1.89,9.7,64.4,3.887,7.414,5.08,1.54,中上,82.0,9.95,41.37,-11.71,2.61,100.0,14.413,6.436,100.0,28.236,9.977,21.838,25.901,21.741,34.839,77.89,80.75,10.0,90.0,83.1,82.59,15.0,20,20,20,3.0,-9.08,-6.94,202606
20260624,000831,中国稀土,541657.0,82.44,58.25,-2.33,5.4,57.9,1.261,7.204,4.647,1.36,中上,82.0,7.93,11.57,-12.1,2.26,100.0,8.277,1.481,100.0,11.406,1.89,13.867,12.746,13.77,21.684,75.73,82.0,0.0,100.0,86.46,82.44,15.0,20,20,20,0.0,,,202606
20260624,300488,恒锋工具,11967.0,82.36,39.22,-2.66,5.7,63.3,0.4,9.673,5.626,1.4,中上,82.0,13.19,17.17,-17.93,4.37,100.0,17.365,2.776,100.0,18.8,2.039,12.993,35.094,12.896,44.032,77.2,81.5,0.0,100.0,86.41,82.36,15.0,20,20,20,0.0,15.23,21.22,202606
20260624,688733,壹石通,27483.0,81.93,39.72,-3.5,1.3,55.3,0.086,9.666,5.448,1.39,中上,82.0,13.79,30.17,-14.03,5.02,100.0,22.663,5.479,100.0,24.375,5.767,10.893,36.984,10.795,45.922,78.1,80.5,0.0,100.0,85.99,81.93,15.0,20,20,20,0.0,-6.49,0.0,202606
20260624,603991,领先股份,23999.0,81.07,128.76,-3.59,11.6,63.7,4.807,6.053,4.973,1.66,中上,82.0,10.35,46.62,-6.06,2.31,100.0,18.524,7.679,100.0,30.851,9.36,14.531,14.68,14.433,23.618,78.49,77.75,10.0,90.0,81.54,81.07,15.0,20,20,20,3.0,-0.53,20.36,202606
20260624,600500,中化国际,67498.0,81.07,7.85,-2.36,13.3,66.5,0.185,9.163,6.333,1.8,中上,82.0,36.27,68.8,-14.67,7.84,100.0,47.501,14.096,100.0,60.052,11.007,35.911,69.067,35.813,78.005,78.52,77.75,10.0,90.0,81.54,81.07,15.0,20,20,20,3.0,2.82,1.92,202606
20260624,003013,地铁设计,23368.0,80.94,16.67,4.25,9.6,64.4,0.208,4.868,3.008,1.88,中上,82.0,17.74,15.09,0.0,2.41,100.0,18.483,1.424,55.0,17.743,-0.078,14.511,15.651,14.413,24.589,64.45,80.75,10.0,90.0,81.08,80.94,-10.0,20,20,20,3.0,,,202606
20260624,000519,中兵红箭,35824.0,80.9,21.57,-1.46,9.2,59.0,0.5,4.904,3.493,1.35,中上,82.0,16.19,16.12,-8.25,2.46,100.0,16.733,1.025,100.0,16.898,1.47,16.755,14.743,16.658,23.681,76.6,79.75,10.0,90.0,82.35,80.9,15.0,20,20,20,3.0,,,202606
20260624,000593,德龙汇能,94227.0,80.84,24.06,-1.8,8.6,64.1,0.727,6.923,4.308,1.25,中上,82.0,9.07,70.38,-10.89,3.6,100.0,24.763,8.364,100.0,40.248,13.501,16.329,50.189,16.232,59.127,78.25,79.25,10.0,90.0,82.33,80.84,15.0,20,20,20,3.0,,,202606
20260624,002106,莱宝高科,13489.0,80.78,14.08,-1.47,7.8,60.5,0.229,7.082,4.729,1.27,中上,82.0,20.27,23.1,-7.06,3.73,100.0,20.952,3.517,100.0,23.124,3.111,18.916,18.023,18.819,26.961,77.8,79.25,10.0,90.0,82.26,80.78,15.0,20,20,20,3.0,,,202606
20260624,002925,盈趣科技,40205.0,80.74,23.65,4.19,9.3,60.3,0.294,4.216,3.397,1.28,中上,82.0,14.48,20.41,0.0,1.55,100.0,14.32,1.904,100.0,18.081,2.215,14.349,14.819,14.251,23.757,77.44,79.25,10.0,90.0,82.2,80.74,15.0,20,20,20,3.0,,,202606
20260624,603262,技源集团,6201.0,80.35,30.24,2.3,9.4,59.7,0.592,4.755,3.14,1.85,上轨上方,82.0,13.05,7.68,-25.63,1.65,70.0,13.358,-0.303,55.0,11.257,-0.549,10.826,11.062,10.729,20.0,57.4,81.25,10.0,90.0,80.3,80.35,-10.0,18,20,20,3.0,-9.04,-15.34,202606
20260624,000668,荣丰控股,28678.0,80.13,21.49,-6.03,5.6,56.8,0.183,7.964,5.027,1.17,中上,82.0,19.84,65.24,-7.65,4.53,100.0,30.448,11.563,100.0,45.856,12.864,21.598,52.585,22.033,63.05,78.85,79.75,0.0,100.0,85.69,80.13,15.0,20,20,20,0.0,,,202606
20260624,002056,横店东磁,61853.0,80.1,27.45,-6.15,4.9,51.6,0.168,8.082,5.678,1.09,中上,82.0,25.09,36.44,-6.15,4.82,100.0,27.856,6.607,100.0,32.035,5.027,20.176,19.634,20.079,28.571,78.67,79.75,0.0,100.0,85.66,80.1,15.0,20,20,20,0.0,,,202606
20260624,300093,金刚光伏,28812.0,80.04,24.6,13.05,8.4,54.6,0.079,8.095,5.401,1.48,中上,82.0,12.31,46.58,0.0,2.02,100.0,20.769,4.569,100.0,28.868,9.621,17.834,25.072,18.269,35.537,78.73,79.75,35.0,65.0,75.17,80.04,15.0,20,20,20,9.0,10.68,9.78,202606
20260624,600459,贵研铂业,48075.0,80.03,25.55,-1.28,5.3,55.4,0.24,7.54,5.697,1.04,中上,82.0,15.99,30.19,-9.84,3.28,100.0,17.973,2.801,100.0,21.765,6.437,19.267,26.247,19.17,35.185,78.07,79.75,0.0,100.0,85.57,80.03,15.0,20,20,20,0.0,14.71,11.17,202606
20260624,600063,皖维高新,23334.0,79.99,8.01,-2.55,3.4,57.8,0.065,8.284,5.223,1.03,中上,82.0,11.78,22.9,-9.49,2.08,100.0,12.044,3.661,100.0,16.855,4.122,22.388,10.081,22.29,19.019,77.71,79.75,0.0,100.0,85.52,79.99,15.0,20,20,20,0.0,-3.61,2.36,202606
20260624,002446,盛路通信,42481.0,79.82,11.19,-2.19,5.1,68.1,0.193,5.502,4.201,1.23,中上,82.0,6.45,12.86,-23.72,1.7,70.0,6.658,-2.491,100.0,6.137,3.719,10.999,7.141,10.902,16.079,67.39,79.0,0.0,100.0,83.56,79.82,15.0,18,15,20,0.0,,,202606
20260624,002072,凯瑞德,3781.0,79.79,9.08,-1.73,5.1,62.6,0.077,7.308,4.482,1.03,中上,82.0,14.96,19.76,-2.89,2.1,100.0,16.246,4.091,100.0,18.688,3.058,17.259,16.998,17.161,25.936,78.28,79.25,0.0,100.0,85.33,79.79,15.0,20,20,20,0.0,,,202606
20260624,300252,金信诺,32627.0,79.72,17.4,-1.47,5.2,61.1,0.188,6.568,4.308,1.07,中上,82.0,9.78,19.61,-6.9,2.74,100.0,14.776,2.143,100.0,16.163,4.269,12.646,19.475,12.549,28.413,77.71,79.25,0.0,100.0,85.24,79.72,15.0,20,20,20,0.0,-6.53,-4.38,202606
20260624,002008,大族激光,414255.0,79.63,152.23,4.91,16.5,65.6,2.743,7.002,4.412,1.69,上轨上方,82.0,26.33,135.0,0.0,6.43,100.0,56.414,21.441,100.0,92.774,24.858,12.486,130.079,12.388,139.017,79.6,77.75,45.0,55.0,71.2,79.63,15.0,20,20,20,7.0,,,202606
20260624,301468,博盈特焊,8997.0,79.6,49.66,-1.47,4.2,60.0,0.079,8.23,6.438,1.04,中上,82.0,11.76,30.71,-17.65,3.01,100.0,10.017,0.796,100.0,11.951,8.119,24.0,23.242,23.902,32.18,76.69,79.25,0.0,100.0,85.09,79.6,15.0,20,20,20,0.0,-14.99,-14.4,202606
20260624,300943,春晖智控,35592.0,79.59,44.82,-1.06,18.0,62.7,1.945,6.966,6.486,1.54,中上,82.0,27.46,72.25,-1.9,4.51,100.0,32.66,7.946,100.0,49.244,12.454,11.231,54.163,11.133,63.1,79.33,77.75,45.0,55.0,71.16,79.59,15.0,20,20,20,7.0,-1.99,4.1,202606
20260624,688179,阿拉丁,95011.0,79.54,25.94,-3.35,20.8,73.5,1.124,7.206,5.127,1.58,上轨上方,82.0,23.55,61.79,-3.35,3.25,100.0,32.825,7.509,100.0,46.747,9.809,16.997,44.281,16.9,53.219,78.85,77.75,45.0,55.0,71.09,79.54,15.0,20,20,20,7.0,1.61,18.38,202606
20260624,301548,崇德科技,7370.0,79.5,95.25,-2.56,21.1,73.2,5.251,6.001,5.389,2.04,上轨上方,82.0,17.86,45.33,-2.56,2.71,100.0,20.38,4.34,100.0,32.594,6.561,14.663,31.177,14.566,40.115,78.55,77.75,45.0,55.0,71.05,79.5,15.0,20,20,20,7.0,-7.99,-1.48,202606
20260624,002989,中天精装,23336.0,79.41,37.76,0.43,22.9,74.8,2.236,6.311,4.771,1.9,中上,82.0,26.51,28.19,-2.35,4.04,100.0,28.285,1.181,100.0,28.819,3.455,21.318,32.116,21.22,41.053,77.8,77.75,45.0,55.0,70.93,79.41,15.0,20,20,20,7.0,,,202606
20260624,600392,盛和资源,225949.0,79.41,31.3,1.85,22.9,73.0,1.89,6.365,5.167,1.91,中上,82.0,24.24,31.53,-8.43,3.17,100.0,21.643,2.684,100.0,27.222,3.544,34.895,31.736,34.798,40.674,77.8,77.75,45.0,55.0,70.93,79.41,15.0,20,20,20,7.0,-8.11,-6.78,202606
20260624,300665,飞鹿股份,5567.0,79.41,12.22,3.91,19.1,68.6,0.259,7.949,6.183,2.15,上轨上方,82.0,33.59,32.61,-4.9,4.23,100.0,37.504,4.033,100.0,34.651,1.833,22.664,50.441,24.567,58.29,77.8,77.75,45.0,55.0,70.93,79.41,15.0,20,20,20,7.0,-1.51,-10.57,202606
20260624,301308,江波龙,625818.0,79.4,619.98,4.02,14.0,64.1,13.004,6.414,4.469,1.23,上轨上方,82.0,25.09,99.84,0.0,6.28,100.0,48.935,12.054,100.0,66.583,15.468,15.344,74.94,15.246,83.878,79.6,76.25,10.0,90.0,80.88,79.4,15.0,20,20,20,3.0,10.4,1.96,202606
20260624,688291,金橙子,5375.0,79.4,61.37,-3.78,21.2,72.3,2.675,5.992,5.868,1.54,上轨上方,82.0,26.88,48.68,-3.78,3.8,100.0,31.563,1.59,100.0,35.767,8.234,17.104,49.846,17.007,58.784,77.77,77.75,45.0,55.0,70.93,79.4,15.0,20,20,20,7.0,-11.52,-6.97,202606
