replay,trigger_date,symbol_code,symbol_name,signal_group,buy_score,entry_delta,new_buy_score,entry_quality,crowding,t1,t3,t5
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260812,300404,博济医药,watch,56.11,-1.0,55.11,57.5,55.0,21.2248,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260812,300308,中际旭创,consensus,,0.0,,60.0,0.0,-4.0583,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260812,600721,百花医药,consensus,,-4.0,,50.0,55.0,6.6176,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260812,300862,蓝盾光电,consensus,,-6.0,,45.0,0.0,0.0,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260813,831,中国稀土,buy_passed,83.85,0.0,83.85,60.0,0.0,9.2294,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260813,600183,生益科技,buy_passed,68.17,0.0,68.17,60.0,10.0,-0.5486,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260813,688825,长鑫科技,watch,53.01,0.0,53.01,60.0,0.0,1.2663,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260813,603986,兆易创新,watch,48.5,0.0,48.5,60.0,0.0,-0.3628,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260813,300502,新易盛,watch,46.38,0.0,46.38,60.0,0.0,2.8863,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260813,300308,中际旭创,watch,39.38,0.0,39.38,60.0,0.0,1.3978,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260813,688981,中芯国际,watch,36.05,0.0,36.05,60.0,0.0,-0.8359,,
agents_workspace_replays/historical_pilot_rescore_short3d_v4,20260813,300394,天孚通信,watch,56.7,-1.0,55.7,57.5,0.0,2.1755,,
