date,code,name,ret_3d_pct,ret_5d_pct,ma20_deviation_pct,rsi,volume_ratio,opportunity_rank_score,short_score,sector_1d_return,sector_3d_return,sector_5d_return,sector_10d_return,sector_rank,t3,t5
20260629,300665,飞鹿股份,-9.247,13.163,6.0,58.4,1.8,83.18,81.25,,,,,,-4.48,-9.05
20260629,002925,盈趣科技,-1.226,2.187,4.7,59.6,1.33,82.65,82.0,-3.12,-6.799,-7.138,-5.388,88.0,1.92,-3.89
20260629,300943,春晖智控,-1.272,-3.152,13.6,66.7,1.2,79.31,76.25,,,,,,-0.18,12.22
20260629,688179,阿拉丁,-0.27,13.915,16.9,73.8,1.8,79.54,77.75,-0.606,-4.464,-4.548,-3.55,56.0,-0.04,-6.48
20260629,301548,崇德科技,-9.638,-7.511,7.3,65.1,2.05,82.5,80.75,,,,,,5.15,7.17
20260629,002989,中天精装,-12.579,-14.637,5.0,63.1,1.22,82.26,81.5,-0.231,-3.439,-5.116,-6.694,46.0,-4.99,2.57
20260629,688291,金橙子,-11.895,1.731,4.8,57.1,1.8,84.48,83.5,-0.345,-6.663,-10.183,-9.334,51.0,5.05,3.17
20260629,002741,光华科技,0.658,-15.303,7.8,64.6,1.22,80.87,79.25,,,,,,-0.72,-8.61
20260629,688671,碧兴物联,8.293,25.756,24.7,73.1,1.59,79.54,77.75,,,,,,4.09,-12.57
20260629,601066,中信建投,6.239,7.558,12.2,71.2,1.89,81.0,77.75,,,,,,-2.44,-1.44
20260629,300480,光力科技,2.857,10.092,10.8,71.8,1.48,79.27,76.25,-0.825,-4.102,-5.207,-5.873,64.0,5.51,-0.57
20260629,002158,汉钟精机,0.0,1.922,14.3,72.3,1.51,81.12,77.75,,,,,,2.74,2.96
20260629,002520,日发精机,-11.111,-0.297,1.7,55.0,1.31,80.31,78.0,,,,,,5.25,15.14
20260629,300506,名家汇,5.986,23.868,22.0,70.5,2.38,79.4,77.75,-0.231,-3.439,-5.116,-6.694,46.0,2.83,0.5
20260629,301160,翔楼新材,-11.077,-15.713,2.5,53.3,1.24,81.67,80.5,,,,,,9.91,8.88
20260629,300077,国民技术,6.788,19.177,14.6,69.2,1.91,80.88,77.75,,,,,,10.84,3.47
20260629,300835,龙磁科技,-10.571,13.736,8.4,59.8,1.23,81.14,79.75,,,,,,-10.82,-21.86
20260629,002805,丰元股份,-12.814,-12.107,9.5,71.0,1.43,80.85,79.25,,,,,,5.32,5.74
20260629,600078,澄星股份,-2.831,-3.696,4.4,54.5,1.27,81.25,79.5,,,,,,-2.24,-6.94
20260629,301055,张小泉,-9.936,6.568,14.2,69.4,1.43,79.35,76.25,,,,,,1.02,-3.95
20260629,002536,飞龙股份,-9.78,3.668,3.7,61.5,1.39,82.48,81.5,,,,,,4.98,22.22
20260629,603082,北自科技,-8.52,-4.782,12.0,65.6,1.69,80.73,77.75,,,,,,-3.09,-8.04
20260629,301629,矽电股份,2.97,8.929,9.3,71.3,1.31,80.88,79.25,2.736,4.084,8.306,16.579,6.0,-0.37,-12.64
20260629,300440,运达科技,2.751,12.526,11.3,69.5,1.36,79.33,76.25,,,,,,2.04,-0.76
20260629,002668,TCL智家,4.407,8.223,8.6,68.5,1.66,80.79,80.75,,,,,,4.15,2.64
20260629,300537,广信材料,-2.588,1.705,10.9,67.9,1.34,79.28,76.25,,,,,,9.96,-7.12
20260629,002023,海特高新,-9.517,-5.497,3.7,63.3,1.3,79.92,81.5,,,,,,3.91,-1.44
20260629,603211,晋拓股份,-10.902,-12.619,2.2,59.0,1.02,79.25,78.25,,,,,,1.15,22.44
20260629,301095,广立微,-1.183,5.627,5.4,57.4,1.41,82.66,82.0,-0.345,-6.663,-10.183,-9.334,51.0,7.03,7.99
20260629,002963,豪尔赛,-7.379,-3.405,8.8,65.6,1.51,82.65,80.75,-0.231,-3.439,-5.116,-6.694,46.0,3.93,-4.43
20260629,688646,逸飞激光,-5.773,-1.916,4.0,68.6,1.25,82.56,81.5,,,,,,4.68,4.07
20260629,000925,众合科技,1.101,7.746,8.8,63.0,1.52,81.63,80.75,,,,,,8.86,-2.88
20260629,603005,晶方科技,-1.33,5.244,8.3,58.4,1.31,81.21,79.75,2.736,4.084,8.306,16.579,6.0,-3.25,-13.05
20260629,600962,国投中鲁,21.119,13.983,14.4,69.7,1.85,81.07,77.75,,,,,,-2.3,-13.79
20260629,688025,杰普特,5.507,-0.149,7.9,66.9,1.22,80.87,79.25,,,,,,-12.86,-11.81
20260629,003031,中瓷电子,-12.191,-12.154,6.8,66.4,1.32,80.87,79.25,,,,,,-5.99,-10.77
20260629,603386,骏亚科技,-1.185,10.982,9.7,64.6,1.4,80.86,79.25,-3.886,-3.495,-4.728,1.043,89.0,-0.99,-10.14
20260629,688372,伟测科技,2.711,4.757,8.8,74.3,1.43,80.84,79.25,2.736,4.084,8.306,16.579,6.0,1.72,6.81
20260629,000703,恒逸石化,1.42,16.641,11.7,63.5,1.88,80.84,77.75,,,,,,5.53,6.3
20260629,603380,易德龙,-1.794,-5.362,10.7,68.2,1.52,80.73,77.75,-3.12,-6.799,-7.138,-5.388,88.0,-1.22,7.92
20260629,300990,同飞股份,-12.586,-3.173,8.2,67.1,1.27,80.7,79.25,,,,,,-0.63,7.82
20260629,301235,华康洁净,10.788,16.099,9.3,63.4,1.27,80.52,79.25,,,,,,-3.24,-10.91
20260629,301197,工大科雅,6.099,5.659,14.6,73.8,1.58,80.52,77.75,,,,,,-3.51,-25.73
20260629,603679,华体科技,-5.651,-5.106,4.6,68.9,1.07,79.78,79.25,,,,,,3.0,-6.36
20260629,300304,云意电气,-13.151,-6.015,4.2,61.3,1.08,79.76,79.25,,,,,,-4.69,-13.1
20260629,002057,中钢天源,-3.253,-13.043,3.5,63.8,1.04,79.54,79.25,,,,,,11.09,3.49
20260629,605366,宏柏新材,17.677,42.363,25.4,73.8,2.02,79.51,77.75,-0.606,-4.464,-4.548,-3.55,56.0,-7.81,-19.78
20260629,300540,蜀道装备,20.58,21.415,18.4,62.8,1.64,79.41,77.75,,,,,,29.28,23.71
20260629,002141,贤丰控股,8.824,15.111,29.9,72.6,2.04,79.38,77.75,-3.886,-3.495,-4.728,1.043,89.0,-8.43,10.78
20260629,600563,法拉电子,5.952,9.518,14.1,66.8,1.27,79.37,76.25,,,,,,-11.67,-17.4
20260629,301182,凯旺科技,3.919,3.63,10.5,67.0,1.26,79.35,76.25,,,,,,0.01,1.08
20260629,002655,共达电声,-8.327,-1.814,14.3,67.2,1.33,79.35,76.25,-3.12,-6.799,-7.138,-5.388,88.0,-6.85,-9.33
20260629,600234,科新发展,2.931,-3.922,10.2,69.1,1.25,79.35,76.25,-0.231,-3.439,-5.116,-6.694,46.0,-13.01,-15.1
20260629,688699,明微电子,-6.304,0.321,10.8,74.5,1.42,79.32,76.25,,,,,,11.68,14.56
20260629,300243,瑞丰高材,0.633,-5.2,11.5,63.3,1.41,79.31,76.25,,,,,,-4.65,-13.78
20260629,300780,德恩精工,3.364,10.782,14.1,65.6,1.42,79.3,76.25,,,,,,5.46,1.63
20260629,301071,力量钻石,-11.478,-2.926,11.1,66.8,1.32,79.27,76.25,,,,,,0.18,-2.69
20260629,600172,黄河旋风,-5.497,4.867,13.5,68.2,1.28,79.27,76.25,,,,,,12.69,15.94
20260629,600226,亨通股份,-16.126,-9.546,13.8,68.8,1.24,79.27,76.25,-0.242,-3.978,-6.779,-11.584,47.0,2.45,-6.7
20260629,300767,震安科技,-6.974,-6.46,4.9,69.0,1.31,79.24,79.0,,,,,,5.69,3.85
20260629,300219,鸿利智汇,7.566,5.825,11.2,61.2,1.2,79.24,76.25,,,,,,-5.77,-15.98
20260629,300083,创世纪,-6.1,8.089,10.0,64.8,1.36,79.23,76.25,,,,,,9.87,17.37
20260630,300093,金刚光伏,6.197,20.496,11.2,64.0,1.69,81.08,77.75,,,,,,-1.32,-10.16
20260630,603335,迪生力,-0.549,0.333,12.5,60.3,1.53,80.7,77.75,,,,,,-4.52,-13.01
20260630,601958,金钼股份,4.527,1.131,9.3,68.3,1.11,78.21,77.0,1.397,-0.939,-0.893,-0.291,30.0,-9.39,-15.13
20260630,603261,立航科技,-3.942,-0.26,22.2,74.8,1.99,79.46,77.75,,,,,,4.21,6.75
20260630,300497,富祥股份,-1.511,-0.894,21.0,74.0,1.55,79.46,77.75,,,,,,0.23,-8.53
20260630,605020,永和股份,4.733,14.318,13.1,71.0,1.23,79.38,76.25,,,,,,8.05,-5.94
20260630,600596,新安股份,-6.939,1.527,4.1,56.2,1.14,80.0,79.75,,,,,,-15.29,-16.56
20260630,603976,正川股份,6.709,2.821,13.8,61.7,1.28,78.9,76.25,-1.191,-1.369,-5.156,-3.919,72.0,1.19,-5.65
20260630,002876,三利谱,0.773,9.86,8.9,65.5,1.41,80.87,79.25,,,,,,-8.65,-12.38
20260630,600366,宁波韵升,-6.675,-1.74,6.8,61.5,1.25,78.5,79.25,,,,,,14.8,12.62
20260630,300909,汇创达,-9.187,6.571,13.6,72.2,1.4,79.22,76.25,,,,,,-5.81,-5.22
20260630,000691,亚太实业,-12.225,-9.475,7.8,65.9,1.28,80.82,79.25,,,,,,-0.43,-4.97
20260630,600961,株冶集团,-7.457,-2.145,15.0,76.9,1.54,78.12,72.5,,,,,,-6.46,-12.35
20260630,688448,磁谷科技,17.726,10.983,12.7,62.7,1.27,79.37,76.25,,,,,,-14.14,-9.71
20260630,301618,长联科技,0.437,7.432,11.0,70.9,1.58,80.94,77.75,,,,,,-2.13,-14.37
20260630,603687,大胜达,18.655,10.272,8.9,63.9,1.07,78.18,77.0,,,,,,-8.07,-18.24
20260630,002925,盈趣科技,0.244,8.634,9.6,65.4,1.31,80.35,79.25,4.073,-2.541,-2.395,-1.534,7.0,-3.76,-7.88
20260630,002008,大族激光,-1.76,3.446,11.8,68.6,1.47,78.95,76.25,,,,,,-12.99,-12.52
20260630,301548,崇德科技,-5.894,-9.187,9.8,66.5,1.67,82.61,80.75,,,,,,2.53,-3.76
20260630,688291,金橙子,-0.881,-8.31,12.1,62.7,1.56,80.59,77.75,2.089,-1.951,-7.167,-7.44,24.0,-2.47,-11.41
20260630,601066,中信建投,-1.658,0.902,9.7,67.5,1.64,82.54,80.75,,,,,,-2.34,-3.69
20260630,002522,浙江众成,-0.499,4.731,9.0,59.4,1.36,81.08,79.75,,,,,,-24.56,-28.09
20260630,300480,光力科技,11.786,22.644,17.8,74.7,1.55,79.1,77.75,1.688,-0.85,-3.903,-4.284,27.0,-4.34,-8.1
20260630,688800,瑞可达,-6.371,0.798,6.0,57.2,1.14,78.48,77.5,,,,,,-13.57,-17.32
20260630,002158,汉钟精机,3.778,13.673,19.4,73.7,1.61,79.09,77.75,,,,,,-0.72,-3.06
20260630,002520,日发精机,-6.242,0.582,3.8,52.8,1.28,82.57,82.0,,,,,,12.54,13.7
20260630,600400,红豆股份,-1.791,0.92,14.5,70.4,1.73,80.5,77.75,,,,,,2.98,-4.76
20260630,301160,翔楼新材,-11.058,-11.998,1.5,53.9,1.11,78.93,78.25,,,,,,11.24,5.1
20260630,300077,国民技术,7.992,17.284,28.2,73.5,1.7,78.3,77.75,,,,,,-8.88,-13.61
20260630,603698,航天工程,-2.602,13.545,13.5,67.5,1.67,80.16,77.75,1.688,-0.85,-3.903,-4.284,27.0,9.46,5.93
20260630,600078,澄星股份,-7.063,2.896,4.6,63.6,1.18,79.61,79.25,,,,,,-9.28,-15.85
20260630,603995,甬金股份,-4.328,-6.146,9.5,69.3,1.05,78.08,77.0,-0.242,-2.742,-5.635,-8.708,57.0,2.02,-0.77
20260630,301055,张小泉,-9.038,-2.587,11.8,68.2,1.25,79.24,76.25,,,,,,-0.34,-3.28
20260630,002536,飞龙股份,-9.077,4.868,8.5,60.5,1.26,80.46,79.25,,,,,,8.82,11.1
20260630,603082,北自科技,-5.337,-9.416,9.9,64.1,1.38,80.53,79.25,,,,,,-6.35,-10.59
20260630,301629,矽电股份,7.49,11.923,11.9,70.1,1.3,79.34,76.25,6.316,8.268,14.864,23.942,1.0,-16.29,-19.41
20260630,300440,运达科技,6.067,5.333,10.4,67.8,1.23,79.33,76.25,,,,,,-2.67,-3.61
20260630,002668,TCL智家,7.782,5.524,12.0,73.9,1.52,79.31,77.75,,,,,,-0.91,-4.28
20260630,301348,蓝箭电子,5.867,5.442,13.8,74.1,1.29,78.39,76.25,6.316,8.268,14.864,23.942,1.0,-13.52,-14.65
20260630,002023,海特高新,-3.858,0.465,6.3,63.7,1.25,78.3,79.25,,,,,,-1.93,-5.87
20260630,301095,广立微,17.206,21.877,18.3,65.9,1.55,78.45,77.75,2.089,-1.951,-7.167,-7.44,24.0,-12.71,-7.03
20260630,002963,豪尔赛,-8.435,-2.047,9.4,66.2,1.13,78.16,77.0,-0.06,-2.042,-4.988,-6.75,50.0,-1.77,-12.01
20260630,000925,众合科技,1.634,13.091,9.6,61.4,1.53,82.22,80.75,,,,,,5.75,-4.66
20260630,600962,国投中鲁,14.454,20.391,17.8,69.5,2.12,79.5,77.75,,,,,,-5.96,-13.65
20260630,688025,杰普特,-5.677,11.586,13.3,68.0,1.26,78.9,76.25,,,,,,-15.63,-15.5
20260630,603386,骏亚科技,-1.841,7.17,7.3,61.8,1.32,80.86,79.25,3.977,-2.711,3.54,5.061,8.0,-3.72,-15.02
20260630,301235,华康洁净,7.387,20.016,10.2,59.9,1.46,79.64,76.75,,,,,,-9.33,-17.15
20260630,300304,云意电气,-7.752,-6.545,4.8,55.9,1.02,80.03,79.75,,,,,,-8.85,-15.01
20260630,605366,宏柏新材,-0.306,20.648,15.7,64.2,2.22,78.12,75.25,0.667,-1.548,-4.361,-2.907,36.0,-6.8,-12.89
20260630,002141,贤丰控股,0.382,6.263,28.9,71.3,1.85,79.45,77.75,3.977,-2.711,3.54,5.061,8.0,-0.58,13.15
20260630,600563,法拉电子,0.4,17.408,13.6,63.8,1.32,79.37,76.25,,,,,,-18.28,-21.71
20260630,301182,凯旺科技,-3.269,9.338,11.8,68.5,1.25,79.35,76.25,,,,,,-0.47,-9.45
20260630,300243,瑞丰高材,4.872,2.838,8.1,58.3,1.31,81.18,79.75,,,,,,-14.2,-20.77
20260630,300819,聚杰微纤,-12.111,8.502,8.3,59.1,1.48,81.1,79.75,-0.874,-3.251,-6.235,-4.319,69.0,-5.43,-17.57
20260630,301555,惠柏新材,1.001,7.302,8.4,65.3,1.2,80.83,79.25,,,,,,1.69,-10.05
20260630,605389,长龄液压,-0.073,1.566,8.7,67.7,1.24,80.46,79.25,,,,,,3.08,-5.93
20260630,688222,成都先导,1.582,4.457,14.9,72.4,1.51,80.15,77.75,-1.392,2.134,1.761,6.499,78.0,1.89,0.91
20260630,300395,菲利华,0.135,5.01,5.1,60.0,1.11,79.74,79.25,,,,,,-15.95,-21.75
20260630,300131,英唐智控,-9.725,-2.809,4.0,60.9,1.04,79.71,79.25,,,,,,-4.52,1.49
20260630,002962,五方光电,25.028,17.477,13.6,53.9,1.26,79.54,76.75,,,,,,-15.54,-25.37
20260630,603010,万盛股份,16.677,24.879,24.3,74.5,1.75,79.53,77.75,0.667,-1.548,-4.361,-2.907,36.0,-5.91,-11.48
20260630,600228,返利科技,-5.199,14.673,25.7,72.5,1.65,79.47,77.75,,,,,,-19.89,-26.89
20260630,688156,路德科技,16.481,9.364,11.6,69.3,1.25,79.3,76.25,,,,,,-0.73,7.43
20260630,688206,概伦电子,13.402,20.032,13.4,59.3,1.29,79.29,76.75,2.089,-1.951,-7.167,-7.44,24.0,-6.84,12.83
20260630,002415,海康威视,-0.697,8.883,7.6,67.5,1.51,79.27,75.75,,,,,,-2.35,-2.76
20260630,688216,气派科技,6.435,8.05,14.7,69.7,1.33,78.92,76.25,6.316,8.268,14.864,23.942,1.0,-2.38,-10.49
20260630,688052,纳芯微,1.679,-3.897,11.4,69.3,1.27,78.9,76.25,,,,,,-11.07,-12.96
20260630,688127,蓝特光学,1.709,15.708,13.4,67.2,1.22,78.86,76.25,,,,,,-12.76,-19.16
20260630,688168,安博通,20.024,0.233,13.0,67.4,1.55,78.86,77.75,,,,,,6.94,3.59
20260630,688307,中润光学,-0.733,14.871,14.0,66.6,1.24,78.74,76.25,,,,,,-8.3,-22.75
20260630,002983,芯瑞达,9.984,5.703,10.7,67.0,1.32,78.69,76.25,,,,,,-7.59,-9.74
20260630,688219,会通股份,7.386,6.854,9.5,69.0,1.39,78.33,79.25,,,,,,3.4,-6.34
20260630,600630,龙头股份,2.863,4.189,8.9,63.0,1.22,78.33,79.25,,,,,,-1.64,-20.43
20260630,300293,蓝英装备,13.307,8.591,12.0,69.9,1.79,78.3,77.75,,,,,,-6.89,-9.94
20260630,600246,万通发展,-3.602,9.258,7.4,60.0,1.03,78.24,77.0,,,,,,-18.55,-1.43
20260630,300687,赛意信息,10.085,13.761,18.2,69.1,1.5,78.21,77.75,,,,,,-7.13,-13.11
20260630,688690,纳微科技,-2.885,2.725,8.3,70.5,1.0,78.19,77.0,,,,,,-7.43,-8.21
20260630,300458,全志科技,-1.276,10.008,14.6,74.0,1.72,78.18,77.75,,,,,,-4.59,-2.94
20260630,688345,博力威,5.831,1.913,12.0,74.1,1.29,78.08,76.25,3.419,-3.084,-4.951,-6.433,11.0,-0.47,-4.72
20260630,002635,安洁科技,10.9,13.485,14.6,75.5,1.54,78.05,72.5,4.073,-2.541,-2.395,-1.534,7.0,3.82,-11.82
20260715,688432,有研硅,-26.749,-7.476,7.5,62.4,0.98,,69.5,6.316,8.268,14.864,23.942,1.0,6.61,9.23
20260715,603261,立航科技,-5.62,-3.248,3.2,51.2,0.79,,58.75,,,,,,-17.72,-19.13
20260715,688120,华海清科,-10.665,-1.702,3.1,56.9,1.14,,64.0,6.316,8.268,14.864,23.942,1.0,-19.3,-3.36
20260715,301092,争光股份,3.0,9.089,10.6,60.1,1.43,,76.25,,,,,,-9.25,-16.18
20260715,603991,领先股份,-8.09,-2.377,2.8,62.2,1.04,,77.75,6.316,8.268,14.864,23.942,1.0,-10.65,-12.91
20260715,300502,新易盛,6.3,8.84,1.0,42.8,0.99,,53.75,,,,,,-3.77,-4.0
20260715,002774,快意电梯,2.956,21.259,14.4,61.8,1.11,,74.0,1.688,-0.85,-3.903,-4.284,27.0,-8.7,-3.94
20260715,688328,深科达,-16.612,15.961,11.2,58.5,1.39,,76.75,,,,,,-30.55,-13.58
20260715,300592,华凯易佰,-2.348,6.087,9.5,66.0,0.86,,69.5,2.395,0.858,-1.852,-1.549,21.0,-7.27,-2.86
20260715,688584,上海合晶,-9.242,17.394,12.2,62.0,1.22,,76.25,6.316,8.268,14.864,23.942,1.0,-20.73,-20.16
20260715,603110,东方材料,5.735,15.77,6.4,51.2,1.41,,79.75,,,,,,-19.07,-18.35
20260715,002536,飞龙股份,5.791,12.249,13.0,55.3,0.97,,67.0,,,,,,-19.36,-12.51
20260715,300558,贝达药业,1.944,8.29,6.0,55.9,0.94,,59.5,,,,,,-13.59,-9.52
20260715,001229,魅视科技,-15.728,-6.136,12.5,68.1,1.48,,76.25,,,,,,-14.47,-6.42
20260715,300990,同飞股份,4.384,16.357,9.9,54.4,1.34,,79.75,,,,,,-29.61,-14.26
20260715,688222,成都先导,1.979,19.309,14.1,62.5,1.29,,76.25,-1.392,2.134,1.761,6.499,78.0,-19.92,-20.56
20260715,688206,概伦电子,-2.079,-2.162,4.6,57.1,1.29,,82.0,2.089,-1.951,-7.167,-7.44,24.0,-22.07,-18.61
20260715,603268,松发股份,0.488,-4.357,5.9,63.3,1.16,,76.75,,,,,,-7.3,-1.55
20260715,688981,中芯国际,-5.754,1.012,1.6,48.2,1.07,,78.25,,,,,,-1.37,6.57
20260715,002851,麦格米特,4.228,16.236,3.1,48.0,1.19,,77.25,,,,,,-21.48,-15.85
20260715,600673,东阳光,1.238,4.472,4.3,53.2,1.01,,74.75,,,,,,-19.6,-19.57
20260715,002346,柘中股份,-7.565,11.814,0.4,39.9,1.09,,74.25,1.364,-2.803,-6.381,-8.169,31.0,-11.67,-13.31
20260715,002185,华天科技,-8.692,7.14,6.0,52.2,1.19,,77.5,6.316,8.268,14.864,23.942,1.0,-18.99,-11.44
20260715,601101,昊华能源,13.611,-1.717,6.0,53.9,1.16,,72.5,,,,,,-7.32,-5.99
20260715,600350,山东高速,2.022,-10.23,5.7,62.7,1.35,,81.5,,,,,,4.79,-3.27
20260715,688580,伟思医疗,2.202,2.467,5.2,55.6,1.03,,74.75,,,,,,-15.15,-18.83
20260715,601198,东兴证券,3.725,3.725,5.0,59.8,1.06,,77.25,,,,,,-3.0,-2.28
20260715,301529,福赛科技,-3.035,-5.463,1.9,62.5,0.85,,67.75,,,,,,-25.69,-26.42
20260715,603296,华勤技术,-5.556,-0.115,3.5,51.6,1.5,,81.0,4.073,-2.541,-2.395,-1.534,7.0,-7.22,11.0
20260715,002832,比音勒芬,6.863,10.11,6.0,59.0,0.89,,65.0,,,,,,0.96,-1.28
20260715,600012,皖通高速,1.19,-2.945,3.3,70.2,1.07,,74.25,,,,,,12.41,8.5
20260715,300590,移为通信,-0.668,-0.067,1.2,51.9,1.29,,73.62,,,,,,-29.82,-28.98
20260715,603012,创力集团,2.542,4.568,4.1,59.6,1.15,,72.88,1.688,-0.85,-3.903,-4.284,27.0,-7.03,-4.1
20260715,001314,亿道信息,1.176,6.333,4.8,53.7,1.59,,81.0,4.073,-2.541,-2.395,-1.534,7.0,-10.9,-24.41
20260715,688072,拓荆科技,-6.971,-5.61,9.3,71.2,1.27,,79.25,6.316,8.268,14.864,23.942,1.0,-13.33,7.63
20260715,603893,XD瑞芯微,0.819,4.233,10.5,63.1,1.36,,76.25,,,,,,-3.27,6.48
20260715,603259,药明康德,6.65,13.951,11.1,64.6,1.0,,74.0,-1.392,2.134,1.761,6.499,78.0,-3.1,-1.79
20260715,688266,泽璟制药-U,-8.462,2.108,9.8,64.7,1.12,,77.0,,,,,,13.69,14.94
20260715,301393,昊帆生物,5.656,15.583,13.8,69.5,1.29,,76.25,,,,,,-13.87,-13.24
20260715,300684,中石科技,-2.615,3.323,7.9,58.2,1.07,,77.5,,,,,,-28.43,-25.93
20260715,002156,通富微电,10.937,19.966,10.3,51.0,1.28,,76.75,6.316,8.268,14.864,23.942,1.0,-11.08,5.72
20260715,603757,大元泵业,-0.684,9.827,7.6,55.1,1.02,,77.5,,,,,,-7.97,-15.87
20260715,000938,紫光股份,-7.498,5.681,14.8,64.9,1.62,,77.75,,,,,,9.12,29.99
20260715,300069,金利华电,3.907,25.0,10.9,61.0,1.32,,76.25,1.364,-2.803,-6.381,-8.169,31.0,-17.4,-16.06
20260715,003030,祖名股份,15.328,15.595,10.3,59.4,1.69,,75.75,,,,,,-15.8,-19.13
20260715,688221,前沿生物-U,-7.399,0.717,8.0,61.9,1.09,,77.0,,,,,,-15.68,-16.29
20260715,688057,金达莱,-8.287,-5.121,6.1,58.3,1.32,,79.75,,,,,,1.88,-6.85
20260715,605208,永茂泰,0.424,7.066,12.9,73.4,1.52,,77.75,-0.357,-4.629,-6.661,-9.253,60.0,-22.47,-34.68
20260715,300142,沃森生物,4.947,12.023,8.3,64.6,1.21,,76.75,,,,,,-2.29,-0.37
20260715,603466,风语筑,2.931,7.471,10.5,58.9,1.08,,74.5,,,,,,1.18,-6.82
20260715,603682,锦和商管,4.493,13.375,12.1,69.0,1.2,,76.25,,,,,,-16.56,-16.89
20260715,002458,益生股份,2.036,6.872,6.3,60.4,1.13,,77.0,,,,,,-4.37,-3.58
20260715,000518,四环生物,-3.202,2.88,12.6,72.1,1.62,,77.75,,,,,,-5.36,-11.48
20260715,002838,道恩股份,-0.389,5.508,1.0,50.5,1.43,,73.62,,,,,,-20.64,-18.28
20260715,601838,成都银行,1.272,1.104,4.0,73.0,1.15,,74.25,,,,,,1.43,1.65
20260715,603317,天味食品,0.361,-1.767,1.7,55.9,1.13,,70.75,,,,,,0.51,-0.29
20260715,600919,江苏银行,3.339,1.959,3.6,64.7,1.02,,71.75,,,,,,0.79,-0.18
20260715,002293,罗莱生活,1.11,-0.636,4.3,70.2,0.75,,63.75,,,,,,2.03,0.18
20260715,601939,建设银行,1.729,1.317,3.0,60.2,1.24,,74.0,,,,,,4.4,2.2
20260715,002301,齐心集团,-2.545,-1.711,3.1,59.2,0.85,,67.25,,,,,,-7.36,-11.17
20260715,603779,威龙股份,0.0,4.509,1.2,54.2,0.84,,65.75,,,,,,10.86,5.36
20260715,002948,青岛银行,5.794,3.853,5.1,62.0,1.15,,74.25,,,,,,1.42,1.06
20260715,301345,涛涛车业,3.147,-0.59,12.8,66.2,1.05,,71.5,,,,,,-8.22,-6.25
20260715,300487,蓝晓科技,-9.952,8.071,10.1,61.3,1.56,,72.75,,,,,,-10.72,-9.38
20260715,601168,西部矿业,9.001,17.743,12.6,74.8,1.07,,71.5,,,,,,-1.9,12.03
20260715,688428,诺诚健华,-0.504,6.391,7.6,64.3,1.02,,68.25,,,,,,-6.64,-4.5
20260715,605377,华旺科技,-2.764,3.903,7.1,61.6,1.06,,72.0,,,,,,-5.72,-5.21
20260715,600784,鲁银投资,2.013,-0.654,6.5,68.1,1.02,,72.0,,,,,,-8.84,-10.71
20260715,688498,源杰科技,12.43,11.874,4.4,47.4,1.08,,64.0,,,,,,-19.3,-18.63
20260715,688037,芯源微,-2.706,-8.163,3.2,56.0,0.87,,61.75,6.316,8.268,14.864,23.942,1.0,-19.19,-5.87
20260715,688048,长光华芯,0.314,7.974,4.7,50.6,1.01,,64.0,,,,,,-28.43,-28.66
20260715,688347,华虹宏力,-10.396,-7.528,3.0,50.2,1.07,,64.0,,,,,,2.82,20.99
20260715,002384,东山精密,8.333,10.494,4.5,46.4,1.26,,63.75,3.977,-2.711,3.54,5.061,8.0,-12.91,-13.0
20260715,688578,艾力斯,2.017,5.813,13.8,72.0,1.11,,74.0,,,,,,4.44,7.56
20260715,688220,翱捷科技-U,4.608,6.877,12.0,63.4,1.1,,74.0,,,,,,-18.03,-8.71
20260715,003004,声迅股份,-8.963,-5.926,0.2,58.4,0.96,,60.25,,,,,,-23.41,-23.52
20260715,688253,英诺特,8.641,8.08,0.3,45.9,0.75,,50.38,,,,,,-14.66,-10.82
20260715,603713,密尔克卫,-3.472,-5.413,0.0,44.8,0.92,,57.75,,,,,,-10.11,-6.38
20260715,002979,雷赛智能,-5.961,-3.178,3.7,62.8,0.98,,61.25,,,,,,-12.47,-4.69
20260715,301307,美利信,-20.768,-9.145,0.5,60.8,1.24,,64.25,,,,,,-23.69,-16.88
20260716,002747,埃斯顿,10.208,2.167,5.7,61.5,0.98,,61.25,,,,,,-20.42,-25.47
20260716,002768,国恩股份,6.433,-6.65,1.4,58.1,1.23,,62.25,,,,,,-14.24,-9.65
20260716,301092,争光股份,-9.22,17.116,8.1,62.4,1.45,,79.25,,,,,,-11.39,-20.07
20260716,002774,快意电梯,6.16,12.111,11.7,61.4,1.21,,76.25,1.688,-0.85,-3.903,-4.284,27.0,-7.36,2.67
20260716,688328,深科达,-14.235,-14.252,-2.0,49.7,1.31,,60.0,,,,,,-10.5,-12.7
20260716,301379,天山电子,-17.166,-16.202,1.9,57.9,1.3,,80.5,,,,,,-9.49,-21.32
20260716,688584,上海合晶,-21.885,-10.256,2.1,52.8,1.21,,80.5,6.316,8.268,14.864,23.942,1.0,-7.55,-18.8
20260716,002536,飞龙股份,11.251,3.777,9.4,59.2,0.98,,70.0,,,,,,-13.08,-7.46
20260716,300558,贝达药业,0.915,0.417,1.6,58.5,0.96,,60.25,,,,,,-6.85,-6.44
20260716,001229,魅视科技,-15.319,-12.954,9.2,66.0,1.26,,79.25,,,,,,-12.91,-9.8
20260716,300990,同飞股份,4.581,3.958,5.2,54.4,1.32,,82.0,,,,,,-18.58,-14.7
