date,code,name,quantitative_score,rsi,ma20_deviation_pct,volume_ratio,stock_return_20d_pct,stock_return_60d_pct,relative_strength_20d_pct,relative_strength_60d_pct,weekly_close_vs_ma20_pct,weekly_ma20_slope_pct,short_score,long_score,extension_risk,forward_opportunity_score,opportunity_rank_score,room_score,lt_ma50_deviation_pct,lt_ma200_deviation_pct,lt_distance_to_52w_high_pct,t3,t5,turnover_pct,turnover_5d_avg_pct,turnover_20d_avg_pct,turnover_ratio_5_20,mom_3d_pct,mom_5d_pct,dist_20d_high_pct,dist_60d_high_pct,boll_pct_b,boll_above_pct
20260805,2768,国恩股份,66.0,51.9,11.3,1.07,-4.849,38.626,-2.801,44.485,30.229,7.06,67.62,78.31,20.0,,,,13.77,44.19,-4.85,5.82,8.3,0.0739,0.06577999999999999,0.06089500000000001,1.08,21.619,19.556,-8.698,-8.873,0.813,False
20260806,2768,国恩股份,67.2,60.1,12.9,1.06,-2.939,38.576,1.675,45.519,31.72,7.146,69.0,78.31,10.0,,,,14.5,45.51,-3.68,1.83,3.79,0.0409,0.06418,0.059365,1.081,13.556,31.095,-7.579,-7.756,0.867,False
20260807,2768,国恩股份,67.2,71.0,14.0,1.06,2.902,41.475,4.709,45.955,33.209,7.231,69.0,78.79,10.0,,,,15.31,46.77,-2.52,2.61,0.9,0.044500000000000005,0.06348,0.058735,1.081,9.142,24.601,-6.46,-6.639,0.892,False
20260810,2768,国恩股份,67.2,70.6,14.7,1.01,13.46,40.794,13.318,44.036,31.093,8.654,74.0,78.79,10.0,,,,16.05,48.19,-1.25,1.68,8.81,0.0409,0.057120000000000004,0.05541999999999999,1.031,3.783,16.424,-4.389,-5.426,0.887,False
20260617,301528,多浦乐,77.74,74.2,17.2,1.26,30.385,53.613,28.722,46.018,31.052,4.31,76.25,78.91,45.0,70.27,77.74,55.0,26.68,40.45,-0.48,1.02,-1.36,0.0616,0.0929,0.07374,1.26,4.508,7.133,-2.201,-2.201,0.828,False
20260625,301528,多浦乐,78.25,68.9,8.7,1.03,36.544,62.63,34.264,50.513,28.496,6.296,77.0,79.15,10.0,81.22,78.25,90.0,21.0,38.62,-2.35,28.73,16.0,0.0658,0.08420000000000001,0.08626500000000001,0.976,-1.266,-0.078,-6.78,-6.78,0.682,False
20260617,600596,新安股份,77.7,73.0,16.0,1.3,31.173,44.314,29.51,36.718,27.132,3.027,76.25,78.55,45.0,70.22,77.7,55.0,25.37,36.77,0.0,-1.63,7.32,0.0758,0.07886,0.0608,1.297,11.351,7.822,-2.678,-2.678,0.967,False
20260618,600596,新安股份,79.22,71.7,10.2,1.23,28.703,42.539,25.389,34.338,22.579,2.777,76.25,78.07,10.0,80.65,79.22,90.0,19.64,31.24,-3.81,13.75,17.11,0.0664,0.07656,0.06225000000000001,1.23,1.585,7.552,-6.391,-6.391,0.809,False
20260622,600596,新安股份,77.29,71.6,17.1,1.24,25.76,55.838,21.331,41.314,29.962,4.066,76.25,78.91,55.0,67.27,77.29,45.0,27.72,40.84,0.0,2.69,-4.07,0.0771,0.07818,0.06323500000000001,1.236,4.023,15.251,-1.488,-1.488,0.979,False
20260629,600596,新安股份,79.81,62.3,5.5,1.12,34.059,46.569,33.347,36.886,23.397,5.138,79.25,78.43,0.0,85.35,79.81,100.0,19.22,34.53,-10.0,-9.61,-14.22,0.09380000000000001,0.08352,0.07427,1.125,-7.345,-3.202,-12.887,-12.887,0.657,False
20260630,600596,新安股份,80.0,56.2,4.1,1.14,21.277,50.708,18.486,38.812,22.963,5.114,79.75,77.83,0.0,85.54,80.0,100.0,18.07,33.71,-10.34,-15.29,-16.56,0.0827,0.08697999999999999,0.07625,1.141,-6.939,1.527,-13.214,-13.214,0.626,False
20260617,300586,美联新材,77.67,68.8,19.5,1.23,22.056,52.539,20.393,44.943,34.984,2.95,76.25,78.28,45.0,70.18,77.67,55.0,28.06,35.22,0.0,6.8,10.07,0.1389,0.12086000000000001,0.09797000000000002,1.234,11.6,18.138,-3.412,-3.412,1.111,True
20260629,300586,美联新材,79.76,64.4,4.2,1.05,23.447,49.312,22.736,39.629,23.913,7.046,79.25,78.07,0.0,85.3,79.76,100.0,14.55,28.48,-14.95,7.64,-5.07,0.133,0.11146,0.10638999999999998,1.048,-7.898,-14.949,-18.908,-18.908,0.581,False
20260617,603203,快克智能,77.65,57.1,16.1,1.34,31.01,119.332,29.346,111.736,65.66,16.007,76.75,79.6,55.0,67.65,77.65,45.0,41.99,105.89,0.0,4.52,20.0,0.0762,0.07741999999999999,0.06668,1.161,15.342,12.839,-3.45,-3.45,1.036,True
20260618,603203,快克智能,79.4,65.0,11.8,1.25,35.391,118.41,32.077,110.208,62.196,15.788,76.25,79.6,10.0,80.88,79.4,90.0,36.76,99.89,-2.28,14.98,24.59,0.06,0.07308,0.066215,1.104,7.948,3.181,-5.648,-5.648,0.923,False
20260618,300998,宁波方正,82.8,58.1,6.9,1.71,15.221,32.812,11.907,24.611,17.147,3.655,81.25,77.44,10.0,83.3,82.8,90.0,10.22,22.18,-6.12,-2.86,-1.48,0.21350000000000002,0.08050000000000002,0.04712500000000001,1.708,1.709,15.087,-20.561,-20.561,0.806,False
20260618,688719,爱科赛博,81.21,58.1,8.2,1.24,15.186,126.74,11.872,118.538,50.788,12.062,79.75,79.12,10.0,82.73,81.21,90.0,25.95,73.93,-6.65,-5.79,-11.46,0.0781,0.08472,0.06826000000000002,1.241,10.196,2.886,-9.005,-9.005,0.757,False
20260618,2051,中工国际,81.08,57.9,6.7,1.42,14.313,47.509,10.999,39.307,22.041,5.41,79.75,78.07,10.0,82.57,81.08,90.0,9.56,31.44,-4.11,9.03,3.31,0.08,0.09706000000000001,0.06825,1.422,5.474,4.745,-12.599,-12.599,0.788,False
20260622,2051,中工国际,78.85,62.3,14.1,1.32,24.478,64.824,20.05,50.3,29.013,6.666,76.25,78.79,20.0,77.76,78.85,80.0,17.82,41.73,0.0,2.67,-8.4,0.0978,0.09442,0.071465,1.321,3.633,25.55,-5.544,-5.544,1.048,True
20260626,2051,中工国际,78.41,55.8,7.7,1.1,25.342,50.176,26.278,42.055,26.157,6.503,77.5,78.31,10.0,81.37,78.41,90.0,13.23,37.16,-5.25,-6.53,-15.23,0.07490000000000001,0.08328,0.075895,1.097,4.316,5.519,-7.775,-7.775,0.755,False
20260618,603269,海鸥股份,81.0,62.6,8.7,1.39,15.793,68.262,12.479,60.06,44.124,12.534,79.25,79.6,10.0,82.53,81.0,90.0,27.28,67.81,-0.92,-11.08,-7.67,0.13419999999999999,0.12414,0.0895,1.387,-0.92,14.561,-6.206,-6.206,0.972,False
20260618,300488,恒锋工具,80.81,66.7,13.9,1.53,15.834,52.109,12.52,43.907,25.296,1.81,77.75,76.36,10.0,81.22,80.81,90.0,22.33,24.06,-13.2,-7.28,-6.34,0.1258,0.09223999999999999,0.060439999999999994,1.526,6.359,8.246,-16.032,-16.032,0.802,False
20260623,300488,恒锋工具,82.51,64.8,9.3,1.53,14.136,52.787,14.181,42.85,20.375,2.94,80.75,77.2,10.0,82.99,82.51,90.0,17.02,20.4,-15.69,-0.48,17.63,0.061900000000000004,0.09655999999999999,0.06326999999999999,1.526,-15.694,3.308,-18.441,-18.441,0.697,False
20260624,300488,恒锋工具,82.36,63.3,5.7,1.4,12.896,44.032,12.993,35.094,17.365,2.776,81.5,77.2,0.0,86.41,82.36,100.0,13.19,17.17,-17.93,15.23,21.22,0.0655,0.08946000000000001,0.06411,1.395,-5.448,-11.066,-20.607,-20.607,0.622,False
20260625,300488,恒锋工具,82.36,63.2,4.9,1.23,17.29,49.371,15.009,37.254,17.337,2.774,81.5,77.2,0.0,86.41,82.36,100.0,12.45,17.11,-17.95,20.32,21.15,0.0559,0.07998000000000001,0.06497499999999999,1.231,-3.495,-17.954,-20.628,-20.628,0.607,False
20260618,603976,正川股份,80.78,64.2,8.6,1.43,17.734,37.346,14.42,29.144,20.923,4.347,79.25,77.8,10.0,82.26,80.78,90.0,17.59,24.97,-7.73,11.93,-2.19,0.08539999999999999,0.06849999999999999,0.047904999999999996,1.43,1.509,2.24,-8.812,-8.812,0.764,False
20260625,603976,正川股份,81.03,64.9,10.2,1.56,24.734,45.288,22.454,33.17,25.564,5.39,77.75,78.16,10.0,81.49,81.03,90.0,20.46,31.14,-7.54,7.75,5.35,0.0755,0.07972,0.05110999999999999,1.56,-4.054,-2.599,-9.917,-9.917,0.739,False
20260626,603976,正川股份,82.67,58.1,3.3,1.45,17.946,32.468,18.882,24.347,19.087,5.027,82.0,77.56,0.0,86.73,82.67,100.0,13.25,23.84,-12.61,8.72,14.4,0.0716,0.07696,0.053064999999999994,1.45,-8.929,-0.235,-14.858,-14.858,0.581,False
20260629,603976,正川股份,80.41,60.2,8.5,1.49,24.977,38.253,24.266,28.57,24.497,5.973,79.25,78.43,20.0,79.35,80.41,80.0,19.41,31.29,-7.23,4.45,1.34,0.060899999999999996,0.08122,0.054474999999999996,1.491,-7.231,-3.734,-9.616,-9.616,0.713,False
20260630,603976,正川股份,78.9,61.7,13.8,1.28,32.307,45.92,29.517,34.024,31.886,6.392,76.25,79.15,20.0,77.81,78.9,80.0,26.01,39.37,-1.34,1.19,-5.65,0.06280000000000001,0.07196,0.05630999999999999,1.278,6.709,2.821,-3.873,-3.873,0.848,False
20260804,603976,正川股份,65.8,47.2,3.5,0.75,-4.031,20.25,-0.039,27.337,11.711,4.852,62.38,74.11,10.0,,,,3.26,21.44,-11.07,8.85,5.8,0.0297,0.029699999999999997,0.041305,0.719,10.004,2.854,-8.466,-13.356,0.648,False
20260805,603976,正川股份,66.2,53.8,7.5,0.74,-0.809,26.276,1.238,32.135,15.808,5.08,62.0,77.71,10.0,,,,6.95,25.94,-7.61,3.96,4.26,0.023799999999999998,0.02862,0.04048,0.707,9.727,8.273,-4.903,-9.983,0.826,False
20260807,603976,正川股份,66.2,74.8,13.1,0.81,7.296,34.196,9.102,38.675,22.14,5.435,64.0,78.55,10.0,,,,11.94,32.69,-2.23,-1.16,-4.67,0.036000000000000004,0.02948,0.038205,0.772,9.942,16.117,-2.528,-4.741,0.99,False
20260810,603976,正川股份,66.2,70.5,10.7,0.81,12.136,32.625,11.994,35.868,18.023,6.404,66.5,78.31,10.0,,,,9.66,30.38,-3.74,-0.32,-0.68,0.0222,0.029060000000000002,0.037335,0.778,4.191,15.979,-4.031,-6.21,0.878,False
20260618,2137,实益达,80.69,64.2,9.4,1.24,22.532,26.196,19.218,17.994,19.276,1.877,79.25,77.08,10.0,82.15,80.69,90.0,19.13,19.49,-2.22,-3.59,4.06,0.24739999999999998,0.20348000000000002,0.16449999999999998,1.237,4.249,6.458,-11.12,-11.12,0.791,False
20260623,2137,实益达,82.61,56.6,5.6,1.2,18.451,26.675,18.496,16.738,17.375,2.079,82.0,77.08,0.0,86.66,82.61,100.0,16.05,17.58,-5.02,8.04,12.75,0.1565,0.21396,0.17865499999999995,1.198,2.362,2.767,-12.384,-12.384,0.682,False
20260625,2137,实益达,78.32,51.2,7.0,1.03,20.472,34.717,18.192,22.599,20.662,2.258,77.5,77.56,10.0,81.26,78.32,90.0,18.3,20.9,-2.19,11.0,-4.54,0.1869,0.19366000000000003,0.18759999999999996,1.032,-2.192,5.413,-9.773,-9.773,0.749,False
20260618,60,中金岭南,79.99,54.5,4.8,1.05,16.545,30.278,13.231,22.076,12.239,2.76,79.75,77.71,0.0,85.52,79.99,100.0,10.77,26.6,-6.68,-0.25,-6.27,0.0564,0.06372,0.060704999999999995,1.05,1.144,11.798,-5.125,-8.506,0.766,False
20260618,3026,中晶科技,79.57,71.2,16.2,1.81,19.621,64.323,16.307,56.121,37.01,8.463,77.75,79.15,45.0,71.14,79.57,55.0,22.95,50.66,0.0,0.13,4.84,0.2096,0.19614,0.1224,1.602,9.676,6.798,-5.586,-5.586,1.033,True
20260622,3026,中晶科技,79.59,72.4,17.1,1.62,21.948,66.71,17.52,52.186,35.935,9.47,77.75,79.33,45.0,71.16,79.59,55.0,24.01,53.06,0.0,3.52,13.67,0.1727,0.18416,0.125755,1.464,10.424,16.18,-3.84,-3.84,1.006,True
20260623,3026,中晶科技,79.29,66.7,10.4,1.45,12.185,52.165,12.23,42.228,29.307,9.082,76.25,78.67,10.0,80.74,79.29,90.0,16.7,44.79,-5.21,11.02,26.94,0.1118,0.16802,0.126315,1.33,0.082,5.881,-8.853,-8.853,0.796,False
20260624,3026,中晶科技,79.35,67.2,13.7,1.37,25.701,57.96,25.799,49.022,34.422,9.382,76.25,79.15,10.0,80.81,79.35,90.0,20.64,50.56,-1.19,12.8,15.42,0.1396,0.16265999999999997,0.127565,1.275,0.634,9.107,-4.988,-4.988,0.881,False
20260618,301468,博盈特焊,79.37,59.4,5.9,1.04,25.843,30.478,22.529,22.276,8.105,1.355,79.75,72.67,0.0,84.76,79.37,100.0,11.99,30.23,-18.92,-0.42,-3.15,0.1984,0.12642,0.12588,1.004,-3.779,-5.435,-9.463,-9.463,0.659,False
20260623,301468,博盈特焊,78.21,59.1,6.8,1.04,21.975,34.94,22.02,25.003,11.565,0.879,77.5,76.69,10.0,81.13,78.21,90.0,14.02,33.17,-16.42,-4.36,-17.41,0.10890000000000001,0.13494,0.131895,1.023,3.64,-0.807,-6.667,-6.667,0.697,False
20260624,301468,博盈特焊,79.6,60.0,4.2,1.04,23.902,32.18,24.0,23.242,10.017,0.796,79.25,76.69,0.0,85.09,79.6,100.0,11.76,30.71,-17.65,-14.99,-14.4,0.1161,0.13802,0.13496,1.023,1.575,-0.381,-8.037,-8.037,0.632,False
20260618,603608,天创时尚,79.27,70.0,14.4,1.27,44.451,136.766,41.137,128.564,75.139,21.679,76.25,78.52,10.0,80.72,79.27,90.0,49.68,129.69,-14.26,-7.64,-11.04,0.09300000000000001,0.11576,0.09148000000000002,1.265,-7.449,0.613,-16.041,-16.041,0.728,False
20260622,603608,天创时尚,79.27,68.7,11.5,1.2,43.614,151.806,39.185,137.282,65.738,22.996,76.25,78.52,10.0,80.72,79.27,90.0,45.83,125.93,-14.95,-8.62,-8.95,0.1018,0.11286,0.093805,1.203,-14.953,-7.541,-16.724,-16.724,0.692,False
20260618,300720,海川智能,79.27,70.5,14.2,1.3,20.871,41.225,17.557,33.023,40.972,15.774,76.25,78.49,10.0,80.71,79.27,90.0,20.22,95.9,-3.43,1.03,8.58,0.0745,0.08098,0.0624,1.298,11.157,10.464,-5.969,-5.969,0.914,False
20260622,300720,海川智能,77.75,70.2,16.3,1.21,20.241,38.218,15.812,23.695,39.014,17.355,76.25,78.97,45.0,70.28,77.75,55.0,22.87,100.1,-0.66,-1.83,17.1,0.0674,0.07722,0.063705,1.212,5.505,14.22,-4.462,-4.462,0.941,False
20260618,300145,南方泵业,79.26,68.5,15.7,1.7,15.337,18.487,12.024,10.286,17.856,0.43,77.75,76.6,45.0,70.75,79.26,55.0,14.72,20.6,-0.18,-2.24,-8.26,0.10640000000000001,0.11774,0.06907,1.705,19.745,5.421,-8.293,-8.293,0.903,False
20260623,300145,南方泵业,79.38,70.3,16.9,1.56,17.683,29.53,17.728,19.593,19.418,2.117,77.75,77.56,45.0,70.9,79.38,55.0,16.42,23.64,0.0,-5.83,-3.71,0.1447,0.1206,0.077275,1.561,4.324,22.93,-7.063,-7.063,0.887,False
20260624,300145,南方泵业,79.15,68.4,13.5,1.44,22.678,25.386,22.776,16.448,17.283,2.001,76.25,77.56,10.0,80.57,79.15,90.0,13.66,21.21,-1.9,-9.57,-3.83,0.09380000000000001,0.11486,0.079705,1.441,0.709,0.531,-8.828,-8.828,0.803,False
20260625,300145,南方泵业,79.04,67.0,10.6,1.28,25.561,29.93,23.28,17.813,15.726,1.917,76.25,76.6,10.0,80.43,79.04,90.0,11.74,19.42,-3.28,-4.72,-5.77,0.10640000000000001,0.10694000000000001,0.08353000000000002,1.28,-1.408,0.901,-10.112,-10.112,0.741,False
20260626,300145,南方泵业,79.55,62.2,4.5,1.18,16.122,22.529,17.058,14.408,10.455,1.632,79.25,76.33,0.0,85.04,79.55,100.0,6.2,13.62,-7.94,3.95,4.32,0.0762,0.10090000000000002,0.08581000000000003,1.176,-7.945,-5.496,-14.446,-14.446,0.605,False
20260618,70,特发信息,79.22,60.6,12.3,1.28,15.231,41.598,11.917,33.396,16.024,8.459,76.25,78.13,10.0,80.66,79.22,90.0,7.12,45.2,-3.81,15.08,1.27,0.1257,0.13514,0.10532000000000001,1.283,10.207,17.317,-2.217,-7.867,1.029,True
20260622,70,特发信息,77.3,71.3,22.1,1.21,23.377,67.647,18.948,53.123,23.832,9.661,76.25,78.97,55.0,67.28,77.3,45.0,17.25,58.99,0.0,0.08,-17.7,0.04650000000000001,0.12490000000000001,0.103515,1.207,16.983,33.333,0.0,0.0,1.221,True
20260629,70,特发信息,81.91,55.7,1.2,1.21,12.728,25.896,12.017,16.213,8.989,8.919,80.5,77.89,0.0,85.96,81.91,100.0,2.97,38.81,-19.58,-13.82,-9.53,0.1251,0.14884000000000003,0.12288000000000002,1.211,-19.582,-10.658,-21.804,-21.804,0.524,False
20260618,603328,依顿电子,79.2,69.8,14.0,1.2,30.174,28.058,26.86,19.856,21.811,3.744,76.25,77.92,10.0,80.63,79.2,90.0,17.44,28.58,0.0,-9.29,-13.96,0.067,0.06864,0.057255,1.199,6.397,8.4,-2.029,-2.029,1.043,True
20260622,603328,依顿电子,78.12,67.4,9.5,1.17,19.145,35.641,14.717,21.117,16.396,4.426,77.0,78.07,10.0,81.06,78.12,90.0,13.13,24.37,-3.14,-2.53,-14.46,0.060599999999999994,0.06854,0.05861999999999999,1.169,1.969,9.765,-5.105,-5.105,0.862,False
20260618,603650,彤程新材,79.11,69.4,13.9,1.39,15.633,31.986,12.319,23.785,19.518,0.767,76.25,77.23,10.0,80.52,79.11,90.0,17.7,35.86,-2.71,15.43,28.3,0.0475,0.05471999999999999,0.039445,1.387,6.316,2.613,-3.637,-3.637,0.905,False
20260622,603650,彤程新材,77.64,74.4,18.3,1.2,18.546,45.6,14.118,31.076,23.853,1.138,76.25,78.07,45.0,70.15,77.64,55.0,22.47,41.9,0.0,5.65,27.82,0.0542,0.048459999999999996,0.040470000000000006,1.197,8.079,16.372,-0.988,-0.988,0.982,False
20260618,300252,金信诺,79.08,67.6,10.2,1.29,18.634,36.046,15.32,27.844,19.005,1.352,76.25,76.96,10.0,80.48,79.08,90.0,14.55,23.47,-3.3,-2.58,-1.68,0.0981,0.13472,0.10469500000000001,1.287,1.245,6.361,-4.075,-4.075,0.843,False
20260624,300252,金信诺,79.72,61.1,5.2,1.07,12.549,28.413,12.646,19.475,14.776,2.143,79.25,77.71,0.0,85.24,79.72,100.0,9.78,19.61,-6.9,-6.53,-4.38,0.098,0.12226,0.11455,1.067,-2.739,-5.946,-8.421,-8.421,0.66,False
20260626,300252,金信诺,79.99,52.5,4.2,1.06,14.696,33.944,15.632,25.823,15.77,2.196,79.75,77.71,0.0,85.52,79.99,100.0,9.7,20.38,-6.05,-3.94,-12.39,0.1173,0.13032,0.123445,1.056,-0.566,-1.845,-8.921,-8.921,0.635,False
20260618,2745,木林森,79.08,61.8,10.3,1.26,17.045,32.051,13.732,23.849,21.691,0.763,76.25,76.96,10.0,80.48,79.08,90.0,17.9,21.95,-0.87,5.06,11.52,0.09960000000000001,0.09884000000000001,0.07818,1.264,10.537,22.752,-4.227,-4.227,0.934,False
20260622,2745,木林森,79.14,70.3,12.5,1.33,18.496,46.667,14.067,32.143,24.056,1.271,76.25,77.44,10.0,80.55,79.14,90.0,20.48,25.31,0.0,8.76,1.55,0.1039,0.10754000000000001,0.080815,1.331,9.69,25.107,-3.636,-3.636,0.984,False
20260624,2745,木林森,78.73,68.9,15.0,1.27,15.105,41.481,15.203,32.543,27.84,1.476,76.25,77.8,20.0,77.61,78.73,80.0,22.84,29.04,0.0,-2.95,2.13,0.0981,0.09984000000000001,0.078445,1.273,6.267,13.264,-0.905,-0.905,0.997,False
20260629,2745,木林森,79.18,68.7,10.3,1.3,13.859,35.977,13.148,26.294,23.416,2.915,76.25,77.8,10.0,80.61,79.18,90.0,17.85,26.18,-7.43,-0.42,-2.68,0.12279999999999999,0.10646,0.081925,1.299,-1.744,1.458,-10.038,-10.038,0.76,False
20260618,300557,理工光科,78.61,72.9,12.1,1.41,13.658,22.604,10.345,14.402,16.854,0.094,76.25,76.75,20.0,77.45,78.61,80.0,15.47,27.96,-3.07,6.24,0.03,0.0909,0.07687999999999999,0.058875,1.306,6.032,1.607,-1.439,-1.439,0.933,False
20260622,300557,理工光科,77.6,74.1,15.4,1.33,14.521,40.669,10.093,26.145,19.661,1.552,76.25,77.71,45.0,70.09,77.6,55.0,18.93,32.33,0.0,6.66,0.63,0.1065,0.07781999999999999,0.062555,1.244,9.059,16.838,0.0,0.0,0.993,False
20260623,300557,理工光科,79.17,73.5,14.5,1.29,16.632,35.885,16.677,25.948,19.694,1.553,76.25,77.71,10.0,80.59,79.17,90.0,18.3,32.07,0.0,-0.15,3.15,0.079,0.07862,0.064885,1.212,9.758,9.935,-1.503,-1.503,0.93,False
20260626,300557,理工光科,80.71,61.5,7.7,1.21,22.853,35.158,23.789,27.037,17.215,1.42,79.25,77.23,10.0,82.17,80.71,90.0,13.76,28.24,-6.72,7.8,-5.82,0.0704,0.08249999999999999,0.07088,1.164,-2.201,1.399,-9.748,-9.748,0.715,False
20260618,688183,生益电子,78.51,50.6,9.5,1.03,40.381,68.882,37.067,60.68,38.855,7.419,77.5,79.15,10.0,81.5,78.51,90.0,21.99,47.15,-1.82,-2.41,-5.78,0.0394,0.05016,0.048795000000000005,1.028,4.01,19.232,-10.03,-10.03,0.796,False
20260618,688600,皖仪科技,78.49,67.6,13.0,1.2,13.475,26.931,10.161,18.729,13.554,-0.563,76.25,72.1,10.0,79.75,78.49,90.0,11.34,21.52,0.0,0.19,-4.28,0.056100000000000004,0.03678,0.03059,1.202,15.458,15.195,-4.282,-4.282,1.226,True
20260625,688600,皖仪科技,80.02,71.3,9.2,1.26,14.68,30.366,12.4,18.248,12.347,-0.091,79.25,71.62,10.0,81.33,80.02,90.0,8.92,20.46,-4.98,11.94,7.06,0.0318,0.04132,0.032815000000000004,1.259,-2.665,1.814,-7.62,-7.62,0.812,False
20260626,688600,皖仪科技,78.97,65.1,5.7,1.08,11.279,24.158,12.215,16.037,9.509,-0.241,79.25,71.62,0.0,84.33,78.97,100.0,5.74,17.12,-7.52,12.88,1.54,0.0241,0.03492,0.032225000000000004,1.084,-7.524,-2.961,-10.088,-10.088,0.693,False
20260618,603859,能科科技,78.43,68.2,10.6,1.42,18.663,36.481,15.349,28.279,22.631,-0.131,76.25,71.62,10.0,79.68,78.43,90.0,21.77,21.31,-9.57,-3.85,-11.36,0.1527,0.13404,0.09425,1.422,2.143,1.946,-8.793,-8.793,0.783,False
20260618,301588,美新科技,78.3,62.8,9.4,1.0,23.061,69.164,19.747,60.962,40.97,14.013,77.0,79.6,10.0,81.29,78.3,90.0,27.31,71.76,-0.44,-6.15,1.07,0.0942,0.1049,0.10466500000000001,1.002,7.425,18.792,-5.06,-5.06,0.836,False
20260618,2669,康达新材,78.29,58.8,8.0,1.05,27.554,40.047,24.24,31.846,23.416,1.627,77.5,77.32,10.0,81.22,78.29,90.0,20.15,25.4,-7.32,-3.67,-9.3,0.1638,0.17628,0.16839500000000002,1.047,8.907,2.962,-7.318,-7.318,0.8,False
20260618,603150,万朗磁塑,78.27,71.2,9.5,1.02,20.22,52.18,16.907,43.978,29.637,11.472,77.0,79.33,10.0,81.25,78.27,90.0,19.22,62.21,-1.48,-0.21,-4.5,0.024300000000000002,0.03432,0.03363499999999999,1.02,-0.064,2.815,-2.773,-2.773,0.826,False
20260618,301238,瑞泰新材,78.26,50.4,8.3,1.17,19.085,32.16,15.772,23.958,19.571,2.411,77.5,77.08,10.0,81.19,78.26,90.0,15.6,20.83,-3.52,-2.82,-12.27,0.0366,0.04094,0.03490999999999999,1.173,9.528,17.766,-8.563,-8.563,0.827,False
20260622,301238,瑞泰新材,79.42,55.6,10.7,1.23,16.064,40.868,11.635,26.344,21.588,2.505,76.75,77.56,10.0,80.85,79.42,90.0,18.35,24.3,-0.57,-8.19,-9.96,0.0432,0.04378,0.035695,1.227,4.531,19.818,-5.769,-5.769,0.901,False
20260623,301238,瑞泰新材,79.91,48.6,4.4,1.19,11.644,29.979,11.688,20.042,15.62,2.18,79.75,77.08,0.0,85.42,79.91,100.0,11.66,17.66,-5.75,-10.44,-2.36,0.0311,0.043039999999999995,0.036285,1.186,-5.747,6.996,-10.677,-10.677,0.666,False
20260618,519,中兵红箭,78.17,55.4,5.7,1.11,20.952,21.531,17.639,13.329,10.787,0.681,79.75,62.89,0.0,83.3,78.17,100.0,11.29,9.37,-13.57,1.13,-4.45,0.0688,0.0621,0.055885,1.111,3.992,8.547,-2.589,-2.589,0.898,False
20260622,519,中兵红箭,78.59,69.8,14.9,1.27,24.93,42.629,20.502,28.105,20.7,1.238,76.25,76.6,20.0,77.43,78.59,80.0,21.65,20.3,-4.93,-4.16,-13.11,0.1328,0.07678,0.06068,1.265,9.559,17.138,0.0,0.0,1.301,True
20260623,519,中兵红箭,79.04,65.3,11.7,1.39,15.759,31.788,15.804,21.851,18.363,1.113,76.25,76.6,10.0,80.43,79.04,90.0,18.51,17.83,-6.89,-5.12,-1.91,0.10279999999999999,0.08715999999999999,0.062835,1.387,9.669,12.027,-4.033,-4.033,1.051,True
20260624,519,中兵红箭,80.9,59.0,9.2,1.35,16.658,23.681,16.755,14.743,16.733,1.025,79.75,76.6,10.0,82.35,80.9,90.0,16.19,16.12,-8.25,-8.74,-5.3,0.0784,0.08726,0.06469,1.349,6.152,5.735,-5.436,-5.436,0.917,False
20260625,519,中兵红箭,80.63,63.6,8.6,1.41,19.294,27.519,17.014,15.402,17.09,1.044,79.25,76.6,10.0,82.08,80.63,90.0,16.02,16.51,-7.95,-0.61,-2.64,0.0966,0.09588,0.06795999999999999,1.411,-3.177,8.417,-5.129,-5.129,0.89,False
20260618,301041,金百泽,78.14,63.9,9.2,1.08,14.524,32.027,11.21,23.825,22.929,3.91,77.0,78.28,10.0,81.09,78.14,90.0,16.89,26.36,0.0,-4.24,-10.28,0.17329999999999998,0.11979999999999999,0.11107499999999997,1.079,6.955,12.781,-1.462,-1.462,1.146,True
20260618,2876,三利谱,78.13,74.1,8.1,1.04,13.707,25.047,10.393,16.845,16.269,3.932,77.0,78.19,10.0,81.08,78.13,90.0,10.52,25.48,0.0,6.85,3.09,0.0716,0.06452,0.061919999999999996,1.042,5.347,8.453,-1.371,-1.371,0.906,False
20260625,2876,三利谱,79.28,62.7,11.3,1.24,20.317,40.265,18.036,28.147,20.772,4.969,76.25,78.55,10.0,80.72,79.28,90.0,14.64,31.82,-0.91,1.97,-3.5,0.1304,0.08974,0.07224,1.242,6.981,7.343,-1.688,-1.688,0.95,False
20260626,2876,三利谱,81.08,55.1,7.5,1.26,16.308,35.808,17.244,27.687,17.779,4.802,79.75,78.07,10.0,82.57,81.08,90.0,11.36,28.19,-3.52,1.01,-6.01,0.1,0.09541999999999999,0.075545,1.263,6.147,2.779,-4.277,-4.277,0.8,False
20260629,2876,三利谱,82.46,60.2,5.0,1.32,23.328,29.814,22.617,20.131,14.671,4.653,81.5,78.07,0.0,86.54,82.46,100.0,9.6,26.35,-4.79,-0.77,-9.17,0.1013,0.10345999999999997,0.07835,1.32,-4.793,2.786,-5.543,-5.543,0.731,False
20260630,2876,三利谱,80.87,65.5,8.9,1.41,27.388,38.677,24.597,26.781,19.937,4.946,79.25,78.55,10.0,82.37,80.87,90.0,14.48,32.33,-0.14,-8.65,-12.38,0.11199999999999999,0.11591999999999998,0.08208,1.412,0.773,9.86,-0.929,-0.929,0.956,False
