code,date,entry_delta,entry_quality,crowding,crowding_mean,t3,t5,ret_5d_pct,sector_5d_return
603259,20260715,0.0,60.0,30.0,3.465,-3.1,-1.79,13.951,1.761
688266,20260715,1.0,62.5,10.0,,13.69,14.94,2.108,
301393,20260715,-4.0,50.0,10.0,,-13.87,-13.24,15.583,
300684,20260715,1.0,62.5,10.0,,-28.43,-25.93,3.323,
2156,20260715,-21.0,7.5,80.0,15.691,-11.08,5.72,19.966,14.864
603757,20260715,-2.0,55.0,10.0,,-7.97,-15.87,9.827,
938,20260715,1.0,62.5,10.0,,9.12,29.99,5.681,
300069,20260715,-6.0,45.0,10.0,-5.784,-17.4,-16.06,25.0,-6.381
3030,20260715,-4.0,50.0,10.0,,-15.8,-19.13,15.595,
688221,20260715,1.0,62.5,10.0,,-15.68,-16.29,0.717,
688057,20260715,1.0,62.5,10.0,,1.88,-6.85,-5.121,
605208,20260715,1.0,62.5,10.0,-6.848,-22.47,-34.68,7.066,-6.661
300142,20260715,-2.0,55.0,10.0,,-2.29,-0.37,12.023,
603466,20260715,1.0,62.5,10.0,,1.18,-6.82,7.471,
603682,20260715,-2.0,55.0,10.0,,-16.56,-16.89,13.375,
2458,20260715,1.0,62.5,10.0,,-4.37,-3.58,6.872,
518,20260715,1.0,62.5,10.0,,-5.36,-11.48,2.88,
2838,20260715,1.0,62.5,10.0,,-20.64,-18.28,5.508,
601838,20260715,1.0,62.5,10.0,,1.43,1.65,1.104,
603317,20260715,1.0,62.5,10.0,,0.51,-0.29,-1.767,
600919,20260715,1.0,62.5,10.0,,0.79,-0.18,1.959,
2293,20260715,1.0,62.5,10.0,,2.03,0.18,-0.636,
601939,20260715,1.0,62.5,10.0,,4.4,2.2,1.317,
2301,20260715,1.0,62.5,10.0,,-7.36,-11.17,-1.711,
603779,20260715,1.0,62.5,10.0,,10.86,5.36,4.509,
2948,20260715,1.0,62.5,10.0,,1.42,1.06,3.853,
301345,20260715,1.0,62.5,10.0,,-8.22,-6.25,-0.59,
300487,20260715,-2.0,55.0,10.0,,-10.72,-9.38,8.071,
601168,20260715,-4.0,50.0,10.0,,-1.9,12.03,17.743,
688428,20260715,1.0,62.5,10.0,,-6.64,-4.5,6.391,
605377,20260715,1.0,62.5,10.0,,-5.72,-5.21,3.903,
600784,20260715,1.0,62.5,10.0,,-8.84,-10.71,-0.654,
688498,20260715,-2.0,55.0,10.0,,-19.3,-18.63,11.874,
688037,20260715,0.0,60.0,80.0,15.691,-19.19,-5.87,-8.163,14.864
688048,20260715,1.0,62.5,10.0,,-28.43,-28.66,7.974,
688347,20260715,1.0,62.5,10.0,,2.82,20.99,-7.528,
2384,20260715,-2.0,55.0,10.0,1.963,-12.91,-13.0,10.494,3.54
688578,20260715,1.0,62.5,10.0,,4.44,7.56,5.813,
688220,20260715,1.0,62.5,10.0,,-18.03,-8.71,6.877,
3004,20260715,1.0,62.5,10.0,,-23.41,-23.52,-5.926,
688253,20260715,-2.0,55.0,10.0,,-14.66,-10.82,8.08,
603713,20260715,1.0,62.5,10.0,,-10.11,-6.38,-5.413,
2979,20260715,1.0,62.5,10.0,,-12.47,-4.69,-3.178,
301307,20260715,1.0,62.5,10.0,,-23.69,-16.88,-9.145,
2747,20260716,1.0,62.5,10.0,,-20.42,-25.47,2.167,
2768,20260716,1.0,62.5,10.0,,-14.24,-9.65,-6.65,
301092,20260716,-4.0,50.0,10.0,,-11.39,-20.07,17.116,
2774,20260716,-2.0,55.0,10.0,-3.012,-7.36,2.67,12.111,-3.903
688328,20260716,1.0,62.5,10.0,,-10.5,-12.7,-14.252,
301379,20260716,1.0,62.5,10.0,,-9.49,-21.32,-16.202,
688584,20260716,0.0,60.0,80.0,15.691,-7.55,-18.8,-10.256,14.864
2536,20260716,1.0,62.5,10.0,,-13.08,-7.46,3.777,
300558,20260716,1.0,62.5,10.0,,-6.85,-6.44,0.417,
1229,20260716,1.0,62.5,10.0,,-12.91,-9.8,-12.954,
300990,20260716,1.0,62.5,10.0,,-18.58,-14.7,3.958,
688222,20260716,1.0,62.5,30.0,3.465,-11.02,-12.92,-1.405,1.761
300458,20260716,1.0,62.5,10.0,,-1.5,5.59,-5.193,
603268,20260716,1.0,62.5,10.0,,1.76,-0.75,-0.898,
2346,20260716,1.0,62.5,10.0,-5.784,-14.09,-15.32,3.328,-6.381
600350,20260716,1.0,62.5,10.0,,1.62,-2.55,-2.636,
688580,20260716,1.0,62.5,10.0,,-15.17,-19.02,1.893,
601198,20260716,1.0,62.5,10.0,,-0.87,0.94,-0.503,
603296,20260716,1.0,62.5,10.0,-2.157,2.34,14.12,-4.237,-2.395
2832,20260716,1.0,62.5,10.0,,-0.69,4.1,6.742,
600012,20260716,1.0,62.5,10.0,,6.95,6.52,-1.095,
1314,20260716,1.0,62.5,10.0,-2.157,-20.7,-24.03,4.048,-2.395
688072,20260716,0.0,60.0,80.0,15.691,6.41,3.42,-12.272,14.864
603259,20260716,1.0,62.5,30.0,3.465,-0.27,0.52,4.898,1.761
688266,20260716,1.0,62.5,10.0,,4.58,7.41,0.84,
301393,20260716,1.0,62.5,10.0,,-12.03,-6.49,6.427,
300684,20260716,1.0,62.5,10.0,,-22.46,-26.82,-2.253,
2156,20260716,0.0,60.0,80.0,15.691,-7.56,-6.87,5.238,14.864
603757,20260716,1.0,62.5,10.0,,-17.81,-22.42,3.086,
300069,20260716,-8.0,40.0,10.0,-5.784,-14.7,-15.89,23.405,-6.381
3030,20260716,-2.0,55.0,10.0,,-12.49,-11.99,10.713,
605208,20260716,1.0,62.5,10.0,-6.848,-21.32,-26.19,-5.683,-6.661
300142,20260716,-2.0,55.0,10.0,,-1.09,-3.91,11.92,
603466,20260716,-2.0,55.0,10.0,,-1.01,-12.06,8.914,
603682,20260716,-2.0,55.0,10.0,,-10.43,-8.23,9.182,
2458,20260716,1.0,62.5,10.0,,-0.91,5.11,6.579,
601838,20260716,1.0,62.5,10.0,,-0.98,1.58,1.781,
603317,20260716,1.0,62.5,10.0,,-0.14,1.88,3.228,
600919,20260716,1.0,62.5,10.0,,0.62,2.58,0.987,
2293,20260716,1.0,62.5,10.0,,10.03,3.16,-0.739,
601939,20260716,1.0,62.5,10.0,,4.41,4.92,1.135,
2301,20260716,1.0,62.5,10.0,,-8.6,-11.35,-2.644,
603779,20260716,1.0,62.5,10.0,,1.41,-9.42,4.888,
2948,20260716,1.0,62.5,10.0,,0.89,3.04,3.137,
300487,20260716,1.0,62.5,10.0,,-7.66,-9.98,1.296,
688428,20260716,1.0,62.5,10.0,,0.59,-1.87,0.378,
605377,20260716,1.0,62.5,10.0,,-2.74,-0.53,1.485,
600784,20260716,1.0,62.5,10.0,,-10.03,-6.42,-1.048,
688498,20260716,1.0,62.5,10.0,,-13.71,-17.43,4.58,
688347,20260716,1.0,62.5,10.0,,23.57,5.93,-18.14,
2384,20260716,1.0,62.5,10.0,1.963,-10.47,-19.91,2.862,3.54
688578,20260716,1.0,62.5,10.0,,5.47,-1.22,2.022,
688220,20260716,1.0,62.5,10.0,,-1.71,-5.75,-9.54,
688253,20260716,1.0,62.5,10.0,,-9.37,-6.87,7.03,
300199,20260716,1.0,62.5,10.0,,-8.42,-13.63,-5.081,
300561,20260716,1.0,62.5,10.0,-5.519,16.18,9.91,-3.175,-7.167
2938,20260716,-2.0,55.0,10.0,1.963,-5.43,-13.33,8.083,3.54
601918,20260716,1.0,62.5,10.0,,4.99,5.41,3.66,
603519,20260716,1.0,62.5,10.0,,4.62,-4.89,5.086,
2821,20260716,0.0,60.0,30.0,3.465,-3.9,-7.28,11.636,1.761
688331,20260716,1.0,62.5,10.0,,-6.06,-8.32,4.007,
688333,20260716,1.0,62.5,10.0,,-9.68,-19.2,3.527,
688202,20260716,1.0,62.5,30.0,3.465,0.54,3.74,5.742,1.761
688710,20260716,-6.0,45.0,30.0,3.465,3.8,10.76,18.0,1.761
2317,20260716,-2.0,55.0,10.0,,-11.27,-11.24,11.583,
300717,20260716,1.0,62.5,10.0,,-21.96,-25.65,-10.112,
2216,20260716,1.0,62.5,10.0,,-2.0,0.39,5.199,
2693,20260716,-2.0,55.0,10.0,,-15.98,-16.28,10.737,
600971,20260716,-2.0,55.0,10.0,,-2.78,-0.76,11.348,
300920,20260716,-2.0,55.0,10.0,,-17.96,-20.84,14.483,
600936,20260716,1.0,62.5,10.0,,-1.28,9.64,3.289,
601339,20260716,-2.0,55.0,10.0,,-3.69,-5.9,10.221,
300567,20260716,1.0,62.5,10.0,,-2.62,-14.98,-2.575,
1389,20260716,1.0,62.5,10.0,1.963,-10.0,-17.13,7.095,3.54
688099,20260716,1.0,62.5,10.0,,-10.18,-6.03,-4.307,
688115,20260716,1.0,62.5,10.0,,-19.31,-15.44,-6.387,
605178,20260716,1.0,62.5,10.0,,-26.31,-32.71,6.694,
301365,20260716,1.0,62.5,10.0,-4.593,-6.56,-1.1,1.953,-4.988
300878,20260716,-2.0,55.0,10.0,,-21.55,-20.46,8.865,
2965,20260716,1.0,62.5,10.0,,-15.74,-15.09,-1.268,
2774,20260717,1.0,62.5,10.0,-3.012,-0.84,13.95,-5.975,-3.903
300214,20260717,1.0,62.5,10.0,-2.939,-13.29,20.28,-6.244,-4.361
703,20260717,1.0,62.5,10.0,,2.09,1.35,6.701,
2141,20260717,-4.0,50.0,10.0,1.963,-4.96,-4.23,17.282,3.54
600350,20260717,1.0,62.5,10.0,,-2.37,-4.49,-0.337,
2832,20260717,1.0,62.5,10.0,,3.94,9.66,1.547,
600012,20260717,1.0,62.5,10.0,,5.74,4.05,3.947,
1314,20260717,1.0,62.5,10.0,-2.157,-19.83,-17.92,0.278,-2.395
603893,20260717,1.0,62.5,10.0,,11.58,8.12,-3.276,
688266,20260717,1.0,62.5,10.0,,7.57,4.46,-10.269,
603757,20260717,1.0,62.5,10.0,,-17.34,-22.55,-1.522,
938,20260717,1.0,62.5,10.0,,16.32,7.38,-8.539,
300069,20260717,1.0,62.5,10.0,-5.784,-6.91,-13.25,-10.689,-6.381
300142,20260717,1.0,62.5,10.0,,6.72,-5.54,-2.588,
603466,20260717,1.0,62.5,10.0,,-3.49,-17.18,0.603,
603682,20260717,1.0,62.5,10.0,,-8.0,-5.17,-7.028,
2458,20260717,1.0,62.5,10.0,,0.47,-2.68,-3.62,
518,20260717,1.0,62.5,10.0,,-10.8,-10.8,-4.187,
601838,20260717,1.0,62.5,10.0,,1.7,1.32,0.94,
600919,20260717,1.0,62.5,10.0,,0.8,2.3,2.076,
2293,20260717,1.0,62.5,10.0,,1.02,1.86,-0.278,
601939,20260717,1.0,62.5,10.0,,2.4,2.81,3.357,
603779,20260717,1.0,62.5,10.0,,4.17,-12.63,0.127,
2948,20260717,1.0,62.5,10.0,,1.78,1.78,5.234,
301345,20260717,1.0,62.5,10.0,,0.0,4.86,-6.081,
601168,20260717,1.0,62.5,10.0,,13.5,12.69,3.975,
605377,20260717,1.0,62.5,10.0,,0.65,-1.95,-7.206,
688578,20260717,1.0,62.5,10.0,,19.17,8.29,-6.702,
300561,20260717,1.0,62.5,10.0,-5.519,4.85,-4.51,2.936,-7.167
601918,20260717,1.0,62.5,10.0,,-0.31,-1.54,4.844,
603519,20260717,-2.0,55.0,10.0,,-12.62,-9.93,9.375,
2821,20260717,1.0,62.5,30.0,3.465,9.52,5.48,-2.068,1.761
688710,20260717,1.0,62.5,30.0,3.465,24.67,18.95,-16.014,1.761
2317,20260717,1.0,62.5,10.0,,-1.91,-5.86,-4.096,
2216,20260717,1.0,62.5,10.0,,0.0,-0.78,3.686,
2693,20260717,1.0,62.5,10.0,,-9.37,-11.61,-9.378,
600971,20260717,-2.0,55.0,10.0,,-2.04,-2.81,8.677,
601339,20260717,-2.0,55.0,10.0,,-2.17,2.69,8.815,
977,20260717,1.0,62.5,10.0,,10.3,4.01,-13.539,
688103,20260717,1.0,62.5,10.0,,-10.14,-14.67,-19.612,
301310,20260717,1.0,62.5,10.0,,13.02,-14.73,-2.694,
2422,20260717,1.0,62.5,10.0,,14.6,8.61,1.906,
2350,20260717,1.0,62.5,10.0,-5.784,-9.4,-3.97,1.764,-6.381
429,20260717,1.0,62.5,10.0,,-0.51,0.36,6.434,
908,20260717,1.0,62.5,10.0,,-4.43,-6.87,-0.296,
2142,20260717,1.0,62.5,10.0,,0.06,1.52,6.174,
301165,20260717,1.0,62.5,10.0,,21.69,27.49,-7.258,
2653,20260717,1.0,62.5,10.0,,6.25,-1.31,2.798,
3033,20260717,1.0,62.5,10.0,,11.71,11.92,-11.736,
603162,20260717,1.0,62.5,10.0,,7.12,5.13,4.051,
603669,20260717,1.0,62.5,10.0,,-7.78,-15.91,6.311,
603228,20260717,1.0,62.5,10.0,1.963,1.42,-0.68,2.355,3.54
600483,20260717,1.0,62.5,10.0,,4.0,-0.47,7.107,
600488,20260717,1.0,62.5,10.0,,-2.87,-7.46,5.063,
601000,20260717,1.0,62.5,10.0,,4.04,4.26,7.452,
600539,20260717,1.0,62.5,10.0,,-2.25,9.59,-1.86,
603725,20260717,1.0,62.5,10.0,,-0.22,-11.25,0.22,
688796,20260717,1.0,62.5,30.0,3.465,11.48,15.8,4.093,1.761
688046,20260717,1.0,62.5,30.0,3.465,19.31,15.78,-8.877,1.761
608,20260717,1.0,62.5,10.0,-6.099,-7.74,3.0,7.616,-6.888
2841,20260717,1.0,62.5,10.0,,-0.68,-6.24,-9.418,
920,20260717,-2.0,55.0,10.0,,-13.66,-15.48,9.804,
603127,20260717,0.0,60.0,30.0,3.465,11.4,4.91,10.898,1.761
603120,20260717,-2.0,55.0,10.0,-2.939,-14.25,-18.69,9.445,-4.361
688036,20260717,1.0,62.5,10.0,,-7.3,-7.44,-9.08,
651,20260717,1.0,62.5,10.0,-1.758,2.66,1.66,4.444,-2.402
603538,20260717,-3.0,52.5,10.0,,-5.92,-15.77,11.788,
600985,20260717,1.0,62.5,10.0,,7.55,2.31,1.646,
688101,20260717,1.0,62.5,10.0,,-14.33,-18.05,2.338,
600377,20260717,1.0,62.5,10.0,,2.45,3.04,-1.829,
600177,20260717,1.0,62.5,10.0,,-1.53,-1.53,3.548,
601398,20260717,1.0,62.5,10.0,,1.33,3.33,3.274,
601988,20260717,1.0,62.5,10.0,,0.34,1.52,2.936,
2303,20260717,1.0,62.5,10.0,,-6.62,4.34,0.221,
2432,20260717,-7.0,42.5,10.0,,-6.29,-22.43,34.694,
600162,20260717,-6.0,45.0,10.0,,-7.61,-1.45,26.971,
603129,20260717,1.0,62.5,10.0,,-0.72,4.03,6.666,
600593,20260717,1.0,62.5,10.0,,-3.42,-6.71,0.651,
600267,20260717,1.0,62.5,10.0,,9.47,1.4,5.107,
601328,20260717,1.0,62.5,10.0,,2.06,3.38,3.328,
688432,20260720,0.0,60.0,80.0,15.691,1.36,-0.77,-13.91,14.864
688120,20260720,0.0,60.0,80.0,15.691,10.02,15.53,-29.965,14.864
301092,20260720,1.0,62.5,10.0,,5.68,7.49,-19.289,
703,20260720,-2.0,55.0,10.0,,6.53,6.46,14.297,
2141,20260720,-4.0,50.0,10.0,1.963,13.06,16.94,17.241,3.54
2415,20260720,1.0,62.5,10.0,,3.41,6.94,3.284,
600350,20260720,1.0,62.5,10.0,,-5.61,-4.12,7.124,
2832,20260720,1.0,62.5,10.0,,2.22,8.46,6.247,
600012,20260720,-4.0,50.0,10.0,,-3.18,-0.56,11.714,
688072,20260720,0.0,60.0,80.0,15.691,13.09,20.53,-24.609,14.864
603893,20260720,1.0,62.5,10.0,,3.45,5.39,-5.051,
603259,20260720,1.0,62.5,30.0,3.465,1.15,-1.06,3.31,1.761
938,20260720,1.0,62.5,10.0,,12.6,10.0,-1.849,
300142,20260720,1.0,62.5,10.0,,1.22,-5.65,0.227,
603466,20260720,-2.0,55.0,10.0,,-11.32,-18.24,13.934,
518,20260720,1.0,62.5,10.0,,-6.72,-2.69,-3.133,
601838,20260720,-1.0,57.5,10.0,,0.6,-1.46,2.553,
603317,20260720,1.0,62.5,10.0,,1.88,-1.81,3.127,
600919,20260720,1.0,62.5,10.0,,0.35,-0.17,2.585,
2293,20260720,1.0,62.5,10.0,,0.91,1.45,2.878,
601939,20260720,1.0,62.5,10.0,,-1.35,-0.19,2.554,
603779,20260720,-2.0,55.0,10.0,,-14.17,-21.43,13.761,
2948,20260720,1.0,62.5,10.0,,0.87,0.7,5.138,
601168,20260720,1.0,62.5,10.0,,16.39,16.03,4.138,
688347,20260720,1.0,62.5,10.0,,0.74,-8.89,-5.291,
300561,20260720,-2.0,55.0,10.0,-5.519,0.75,-8.87,9.081,-7.167
601918,20260720,-2.0,55.0,10.0,,0.0,-3.35,11.797,
603519,20260720,-9.0,37.5,10.0,,-13.25,-15.36,18.519,
2821,20260720,1.0,62.5,30.0,3.465,1.17,0.8,-1.706,1.761
688710,20260720,1.0,62.5,30.0,3.465,16.55,14.75,-17.52,1.761
2216,20260720,1.0,62.5,10.0,,2.2,1.1,2.724,
600971,20260720,-2.0,55.0,10.0,,0.64,-1.28,9.61,
601339,20260720,1.0,62.5,10.0,,-0.13,5.48,3.1,
300567,20260720,1.0,62.5,10.0,,-0.56,7.48,-20.918,
977,20260720,1.0,62.5,10.0,,8.19,4.55,-4.913,
2422,20260720,1.0,62.5,10.0,,10.05,1.82,6.696,
429,20260720,-2.0,55.0,10.0,,0.79,4.4,9.041,
2142,20260720,-1.0,57.5,10.0,,-1.33,-1.21,3.316,
301165,20260720,1.0,62.5,10.0,,26.17,29.99,-1.84,
2653,20260720,1.0,62.5,10.0,,1.94,-4.39,5.24,
603162,20260720,1.0,62.5,10.0,,13.96,5.84,0.791,
603228,20260720,-2.0,55.0,10.0,1.963,3.62,15.24,9.401,3.54
600483,20260720,-2.0,55.0,10.0,,-1.87,-3.3,11.984,
601000,20260720,-2.0,55.0,10.0,,2.87,3.31,8.571,
688796,20260720,1.0,62.5,30.0,3.465,11.98,14.66,3.532,1.761
2841,20260720,1.0,62.5,10.0,,-2.65,-2.44,-8.189,
603127,20260720,0.0,60.0,30.0,3.465,9.51,12.24,9.277,1.761
688036,20260720,1.0,62.5,10.0,,-0.19,2.23,-5.246,
600985,20260720,-2.0,55.0,10.0,,-1.74,-3.86,13.188,
600377,20260720,1.0,62.5,10.0,,0.08,0.41,1.925,
600177,20260720,1.0,62.5,10.0,,-1.78,-1.4,2.727,
601988,20260720,1.0,62.5,10.0,,-1.81,-1.32,2.703,
2432,20260720,-6.0,45.0,10.0,,-2.09,-3.53,30.961,
600162,20260720,-8.0,40.0,10.0,,3.11,8.95,23.874,
2039,20260720,-2.0,55.0,10.0,-6.582,0.6,-3.1,8.751,-6.224
601699,20260720,-2.0,55.0,10.0,,3.64,-1.82,8.478,
739,20260720,-2.0,55.0,10.0,,3.78,2.82,10.06,
688758,20260720,-2.0,55.0,10.0,,8.16,0.72,10.009,
2860,20260720,1.0,62.5,10.0,,2.48,11.94,1.236,
600546,20260720,-2.0,55.0,10.0,,3.25,-1.9,10.919,
601,20260720,-2.0,55.0,10.0,-6.582,1.77,-4.71,11.727,-6.224
603137,20260720,0.0,60.0,10.0,-4.593,10.4,21.18,-11.757,-4.988
601225,20260720,1.0,62.5,10.0,,2.23,-0.57,4.384,
600750,20260720,1.0,62.5,10.0,,-1.83,-2.8,4.211,
1872,20260720,-4.0,50.0,10.0,,-4.29,-5.72,10.786,
601665,20260720,1.0,62.5,10.0,,1.46,0.33,0.818,
2563,20260720,1.0,62.5,10.0,,-2.33,4.65,1.815,
600795,20260720,1.0,62.5,10.0,-6.582,3.28,0.2,4.497,-6.224
603373,20260720,1.0,62.5,10.0,,-3.74,-6.26,0.573,
300105,20260720,-10.0,35.0,10.0,,6.86,4.82,24.456,
603087,20260720,1.0,62.5,10.0,,2.46,-0.55,0.444,
2901,20260720,1.0,62.5,10.0,-3.481,-3.16,-1.27,-0.66,-5.156
688197,20260720,1.0,62.5,10.0,,-4.75,-4.65,-2.835,
600521,20260720,1.0,62.5,10.0,,1.39,0.36,-1.603,
601199,20260720,1.0,62.5,10.0,,-4.8,-8.77,5.719,
600998,20260720,1.0,62.5,10.0,,-1.36,-0.97,2.174,
688200,20260720,0.0,60.0,80.0,15.691,-0.59,6.55,-27.8,14.864
688361,20260720,0.0,60.0,80.0,15.691,6.81,24.41,-21.695,14.864
300604,20260720,0.0,60.0,80.0,15.691,5.91,10.8,-18.522,14.864
688041,20260720,1.0,62.5,10.0,,-4.35,-3.87,-7.212,
300502,20260721,1.0,62.5,10.0,,-11.85,-24.65,-2.997,
2774,20260721,1.0,62.5,10.0,-3.012,17.6,2.73,-5.868,-3.903
776,20260721,1.0,62.5,10.0,,-3.64,-5.5,3.519,
703,20260721,1.0,62.5,10.0,,3.72,5.44,0.688,
2415,20260721,1.0,62.5,10.0,,2.22,4.09,4.556,
603268,20260721,1.0,62.5,10.0,,-4.94,-7.81,-4.625,
600350,20260721,1.0,62.5,10.0,,-3.59,-2.31,-3.865,
603296,20260721,1.0,62.5,10.0,-2.157,6.9,2.01,2.455,-2.395
2832,20260721,1.0,62.5,10.0,,6.89,18.79,1.891,
600012,20260721,1.0,62.5,10.0,,0.41,7.47,7.807,
603012,20260721,1.0,62.5,10.0,-3.012,-4.06,-5.62,-1.742,-3.903
603893,20260721,1.0,62.5,10.0,,8.94,-2.06,-4.107,
603259,20260721,1.0,62.5,30.0,3.465,-0.1,-1.68,-0.831,1.761
688266,20260721,1.0,62.5,10.0,,-3.77,-6.85,-4.206,
938,20260721,-4.0,50.0,10.0,,-3.81,-3.74,12.115,
300142,20260721,1.0,62.5,10.0,,-11.56,-11.11,1.412,
603466,20260721,1.0,62.5,10.0,,-18.03,-16.82,1.809,
2458,20260721,1.0,62.5,10.0,,-3.47,-6.71,-3.111,
601838,20260721,1.0,62.5,10.0,,1.71,1.43,1.855,
603317,20260721,1.0,62.5,10.0,,-0.8,0.73,3.991,
600919,20260721,1.0,62.5,10.0,,2.21,2.21,-0.088,
2293,20260721,-2.0,55.0,10.0,,-4.69,-0.96,8.516,
601939,20260721,1.0,62.5,10.0,,1.58,5.35,1.494,
603779,20260721,1.0,62.5,10.0,,-17.72,-17.72,5.644,
2948,20260721,1.0,62.5,10.0,,1.78,2.67,2.541,
301345,20260721,1.0,62.5,10.0,,0.54,-5.78,-2.335,
601168,20260721,1.0,62.5,10.0,,4.59,6.38,2.11,
688428,20260721,1.0,62.5,10.0,,-4.39,-5.91,-4.028,
688578,20260721,-2.0,55.0,10.0,,-9.44,-11.64,12.569,
300561,20260721,-6.0,45.0,10.0,-5.519,-11.26,-10.52,25.047,-7.167
601918,20260721,1.0,62.5,10.0,,-4.28,-4.88,5.428,
603519,20260721,1.0,62.5,10.0,,3.09,-1.12,5.389,
2821,20260721,1.0,62.5,30.0,3.465,-4.75,-5.27,-4.749,1.761
688202,20260721,1.0,62.5,30.0,3.465,3.36,-1.72,-3.45,1.761
688710,20260721,1.0,62.5,30.0,3.465,3.08,3.85,-7.449,1.761
2216,20260721,1.0,62.5,10.0,,1.27,4.06,1.114,
600971,20260721,1.0,62.5,10.0,,-1.04,-0.91,3.779,
600936,20260721,1.0,62.5,10.0,,7.83,11.09,-2.123,
601339,20260721,1.0,62.5,10.0,,3.48,3.22,0.642,
977,20260721,1.0,62.5,10.0,,-2.73,-8.95,4.367,
2422,20260721,1.0,62.5,10.0,,0.28,-2.82,-2.351,
429,20260721,1.0,62.5,10.0,,1.1,5.72,3.477,
2142,20260721,1.0,62.5,10.0,,2.99,2.38,0.706,
301165,20260721,-3.0,52.5,10.0,,22.49,7.09,12.184,
2653,20260721,1.0,62.5,10.0,,-6.87,-9.42,5.64,
603162,20260721,1.0,62.5,10.0,,7.06,4.84,-4.562,
603228,20260721,1.0,62.5,10.0,1.963,2.47,1.44,6.858,3.54
600483,20260721,1.0,62.5,10.0,,-3.35,-1.9,7.529,
601000,20260721,1.0,62.5,10.0,,1.97,1.97,5.081,
600539,20260721,1.0,62.5,10.0,,16.49,0.69,7.971,
688796,20260721,1.0,62.5,30.0,3.465,7.35,16.81,2.215,1.761
688046,20260721,1.0,62.5,30.0,3.465,6.5,4.43,-0.894,1.761
2841,20260721,1.0,62.5,10.0,,-4.84,-6.46,-6.473,
603127,20260721,1.0,62.5,30.0,3.465,-5.71,-5.06,6.736,1.761
600985,20260721,1.0,62.5,10.0,,-1.61,-2.35,0.609,
600177,20260721,1.0,62.5,10.0,,-0.77,-1.41,0.9,
603129,20260721,1.0,62.5,10.0,,5.19,11.69,2.642,
600267,20260721,1.0,62.5,10.0,,-3.26,-1.92,5.091,
739,20260721,1.0,62.5,10.0,,-1.11,-1.76,5.448,
688758,20260721,-2.0,55.0,10.0,,-0.68,-6.88,10.526,
2860,20260721,1.0,62.5,10.0,,5.39,17.12,2.237,
600546,20260721,1.0,62.5,10.0,,-1.05,-2.49,-0.242,
603137,20260721,1.0,62.5,10.0,-4.593,15.36,10.92,-27.711,-4.988
600750,20260721,1.0,62.5,10.0,,-3.44,-1.1,3.351,
1872,20260721,1.0,62.5,10.0,,-3.27,-1.75,4.163,
300105,20260721,-2.0,55.0,10.0,,7.61,3.16,10.433,
603087,20260721,1.0,62.5,10.0,,-3.78,-1.84,-5.829,
688041,20260721,1.0,62.5,10.0,,-7.02,-11.75,1.08,
779,20260721,1.0,62.5,10.0,-4.593,12.0,30.83,-6.598,-4.988
600396,20260721,-2.0,55.0,10.0,-6.582,13.79,27.73,13.758,-6.224
301520,20260721,1.0,62.5,30.0,3.465,17.26,33.52,-4.266,1.761
600188,20260721,-2.0,55.0,10.0,,-3.19,-2.85,9.043,
601001,20260721,-2.0,55.0,10.0,,-9.01,-8.84,9.107,
603580,20260721,0.0,60.0,10.0,,36.26,55.13,7.841,
300001,20260721,-2.0,55.0,10.0,,2.4,-4.2,10.831,
100,20260721,1.0,62.5,10.0,,-3.82,-6.3,4.288,
300765,20260721,-3.0,52.5,10.0,,-9.74,-4.84,10.859,
600285,20260721,1.0,62.5,10.0,,-1.92,0.58,-1.278,
848,20260721,1.0,62.5,10.0,,-2.79,2.67,-0.48,
301080,20260721,1.0,62.5,10.0,,2.33,2.25,-2.832,
688432,20260722,0.0,60.0,80.0,15.691,-7.71,-16.76,4.462,14.864
301218,20260722,1.0,62.5,10.0,,-1.93,-6.27,4.581,
2774,20260722,1.0,62.5,10.0,-3.012,2.19,-3.67,-6.231,-3.903
300209,20260722,1.0,62.5,10.0,-5.519,-2.36,-3.75,0.035,-7.167
703,20260722,1.0,62.5,10.0,,4.91,3.52,4.696,
2415,20260722,1.0,62.5,10.0,,3.93,0.42,4.487,
603268,20260722,1.0,62.5,10.0,,-2.83,-4.8,-2.443,
688981,20260722,1.0,62.5,10.0,,-8.43,-16.62,1.269,
601101,20260722,1.0,62.5,10.0,,-3.09,0.18,-5.99,
603296,20260722,-2.0,55.0,10.0,-2.157,-3.41,-7.06,12.11,-2.395
2832,20260722,1.0,62.5,10.0,,12.01,13.46,-2.216,
600012,20260722,-2.0,55.0,10.0,,2.95,2.26,8.297,
688072,20260722,0.0,60.0,80.0,15.691,0.1,-11.4,2.207,14.864
603259,20260722,1.0,62.5,30.0,3.465,-1.06,0.4,-4.259,1.761
688266,20260722,1.0,62.5,10.0,,-0.56,-6.24,5.477,
2156,20260722,0.0,60.0,80.0,15.691,0.89,-18.28,-4.841,14.864
300142,20260722,1.0,62.5,10.0,,-7.42,-8.69,-2.175,
603466,20260722,1.0,62.5,10.0,,-10.04,-11.15,-7.286,
2458,20260722,1.0,62.5,10.0,,-6.63,-3.82,-4.545,
601838,20260722,1.0,62.5,10.0,,-1.14,0.33,1.147,
603317,20260722,1.0,62.5,10.0,,-0.88,7.01,-1.151,
600919,20260722,1.0,62.5,10.0,,1.15,2.38,-0.437,
