code,date,entry_delta,entry_quality,crowding,crowding_mean,t3,t5,ret_5d_pct,sector_5d_return
301292,20260624,-3.0,52.5,10.0,,-5.14,-2.12,14.322,
2741,20260624,1.0,62.5,10.0,,-0.68,0.42,-2.455,
600110,20260624,1.0,62.5,10.0,-1.199,-1.47,2.54,-3.067,-1.65
603201,20260624,-2.0,55.0,10.0,,-22.57,-20.65,11.092,
2830,20260624,-4.0,50.0,10.0,-2.766,-10.38,2.96,16.349,-3.37
688671,20260624,-7.0,42.5,10.0,,6.92,12.82,28.025,
601066,20260624,1.0,62.5,10.0,,6.24,8.22,7.689,
603906,20260624,-2.0,55.0,10.0,,-8.61,0.32,13.054,
1223,20260624,-4.0,50.0,10.0,,5.06,-6.23,15.872,
2201,20260624,-2.0,55.0,10.0,,-17.0,-17.62,14.582,
776,20260624,1.0,62.5,10.0,,3.22,10.48,5.524,
600360,20260624,-4.0,50.0,10.0,,6.43,5.68,15.073,
301379,20260624,1.0,62.5,10.0,,-12.06,7.94,5.368,
688392,20260624,1.0,62.5,10.0,-1.199,22.13,29.4,4.766,-1.65
300292,20260624,1.0,62.5,10.0,,-16.85,-19.69,-0.626,
603813,20260624,1.0,62.5,10.0,,-8.85,-9.77,0.206,
688102,20260624,-2.0,55.0,10.0,,5.34,12.07,8.436,
2191,20260624,-2.0,55.0,10.0,,-5.12,-2.68,9.375,
2861,20260624,-4.0,50.0,10.0,0.836,2.3,10.87,15.364,1.514
688337,20260624,1.0,62.5,10.0,,1.86,-0.65,-5.929,
2522,20260624,1.0,62.5,10.0,,11.24,-4.02,1.484,
688584,20260624,1.0,62.5,55.0,9.774,20.0,27.73,1.052,12.005
688367,20260624,-2.0,55.0,10.0,,-18.73,-18.01,14.468,
300093,20260625,1.0,62.5,10.0,,3.64,-4.9,2.236,
2203,20260625,1.0,62.5,10.0,,-4.62,-12.63,3.683,
603335,20260625,1.0,62.5,10.0,,1.69,-0.11,7.185,
301086,20260625,0.0,60.0,10.0,0.123,-1.33,-11.68,3.276,0.173
600259,20260625,1.0,62.5,10.0,,-1.75,-5.81,-0.776,
831,20260625,1.0,62.5,10.0,,-3.5,-7.48,-2.455,
600459,20260625,1.0,62.5,10.0,,8.45,2.89,1.294,
600392,20260625,-3.0,52.5,10.0,,-6.47,-6.09,12.008,
960,20260625,1.0,62.5,10.0,,-4.2,-7.52,7.217,
688379,20260625,1.0,62.5,10.0,,-0.59,-6.22,-4.762,
605020,20260625,1.0,62.5,10.0,,5.77,25.69,4.798,
301070,20260625,1.0,62.5,10.0,,1.98,-1.1,4.633,
2768,20260625,1.0,62.5,10.0,,-1.79,-0.51,0.226,
301528,20260625,1.0,62.5,10.0,,28.73,16.0,-0.078,
300488,20260625,1.0,62.5,10.0,,20.32,21.15,-17.954,
603976,20260625,1.0,62.5,10.0,-2.287,7.75,5.35,-2.599,-2.115
2137,20260625,1.0,62.5,10.0,,11.0,-4.54,5.413,
300145,20260625,1.0,62.5,10.0,,-4.72,-5.77,0.901,
688600,20260625,1.0,62.5,10.0,,11.94,7.06,1.814,
519,20260625,-2.0,55.0,10.0,,-0.61,-2.64,8.417,
2876,20260625,1.0,62.5,10.0,,1.97,-3.5,7.343,
605198,20260625,1.0,62.5,10.0,,-7.16,-2.96,-20.047,
300852,20260625,1.0,62.5,30.0,4.442,17.88,23.58,-0.783,3.517
603991,20260625,1.0,62.5,55.0,10.31,12.6,20.53,6.319,10.101
688711,20260625,1.0,62.5,10.0,,11.02,-1.25,6.507,
300679,20260625,1.0,62.5,10.0,0.123,-9.11,-8.15,0.829,0.173
601636,20260625,1.0,62.5,10.0,,22.22,8.72,-3.691,
2354,20260625,-2.0,55.0,10.0,,13.0,25.64,14.225,
2106,20260625,1.0,62.5,10.0,,24.34,15.33,-3.924,
688163,20260625,1.0,62.5,10.0,,11.13,17.03,-7.299,
600497,20260625,-10.0,35.0,10.0,,-0.74,-4.67,21.881,
688003,20260625,1.0,62.5,10.0,,11.67,1.79,0.972,
301607,20260625,1.0,62.5,10.0,,18.97,18.9,3.453,
301178,20260625,1.0,62.5,10.0,,13.87,-4.05,0.593,
688328,20260625,1.0,62.5,10.0,,21.9,14.44,4.643,
300665,20260625,1.0,62.5,10.0,,-6.23,-8.07,-4.403,
300592,20260625,-8.0,40.0,10.0,-2.45,19.44,21.83,19.352,-1.988
2925,20260625,-2.0,55.0,10.0,0.123,1.52,-1.81,12.586,0.173
2008,20260625,-2.0,55.0,10.0,,-10.69,-25.62,12.485,
300943,20260625,-7.0,42.5,10.0,,-4.42,-4.64,37.391,
688179,20260625,-7.0,42.5,10.0,-1.613,4.94,-0.49,25.555,-1.059
301548,20260625,-7.0,42.5,10.0,,-5.7,-3.88,26.873,
2989,20260625,-3.0,52.5,10.0,-4.205,-7.61,-15.62,9.273,-4.612
300042,20260625,-2.0,55.0,10.0,,5.79,-6.38,10.997,
688479,20260625,1.0,62.5,10.0,-5.634,1.28,-1.92,-3.185,-4.823
688671,20260625,-8.0,40.0,10.0,,7.79,4.15,29.825,
1223,20260625,1.0,62.5,10.0,,3.85,-15.83,1.284,
776,20260625,-2.0,55.0,10.0,,1.69,3.37,8.222,
600360,20260625,-2.0,55.0,10.0,,7.79,3.68,14.368,
301379,20260625,1.0,62.5,10.0,,9.81,3.47,0.694,
688392,20260625,1.0,62.5,10.0,-3.618,26.92,23.86,2.779,-3.174
2522,20260625,-2.0,55.0,10.0,,1.79,-17.62,10.942,
300480,20260625,1.0,62.5,10.0,-3.015,10.77,11.34,1.597,-2.8
600184,20260625,-2.0,55.0,10.0,,11.22,-0.28,9.374,
2975,20260625,-2.0,55.0,10.0,,-5.19,-17.41,9.546,
300302,20260625,-2.0,55.0,10.0,,-9.35,-19.77,13.659,
688800,20260625,-2.0,55.0,10.0,,-4.52,-16.19,9.743,
300951,20260625,-8.0,40.0,10.0,0.123,-2.73,-1.79,19.112,0.173
2158,20260625,-2.0,55.0,10.0,,6.55,4.57,14.409,
300214,20260625,-3.0,52.5,10.0,-1.613,,,14.737,-1.059
1287,20260625,-2.0,55.0,10.0,,1.14,-7.11,13.358,
301280,20260625,1.0,62.5,10.0,,1.55,7.23,4.537,
2520,20260625,1.0,62.5,10.0,,-5.47,-3.97,6.967,
300506,20260625,-9.0,37.5,10.0,-4.205,7.79,2.49,21.399,-4.612
600400,20260625,-7.0,42.5,10.0,,0.3,3.35,25.468,
601678,20260625,1.0,62.5,10.0,,2.97,20.31,6.199,
301160,20260625,-9.0,37.5,10.0,,-11.06,-2.55,18.665,
600030,20260625,1.0,62.5,10.0,,-0.24,-0.62,5.882,
300811,20260625,1.0,62.5,10.0,,-4.12,-6.51,1.843,
300209,20260625,1.0,62.5,10.0,-5.634,-0.41,0.28,4.651,-4.823
688035,20260625,1.0,62.5,10.0,,-0.29,0.31,-3.319,
300057,20260625,-2.0,55.0,10.0,-5.423,-15.56,-16.34,9.328,-3.877
300077,20260625,-7.0,42.5,10.0,,10.15,6.75,25.4,
603698,20260625,-9.0,37.5,10.0,-3.015,-2.38,4.89,24.811,-2.8
766,20260625,-2.0,55.0,10.0,,-28.62,-32.78,8.568,
688598,20260625,-4.0,50.0,10.0,,-8.56,-11.85,9.098,
603110,20260625,1.0,62.5,10.0,,-4.3,-11.65,7.061,
688727,20260625,1.0,62.5,55.0,10.31,20.63,12.89,6.404,10.101
300835,20260625,-8.0,40.0,10.0,,-7.79,-18.83,31.03,
301369,20260625,-3.0,52.5,55.0,10.31,5.54,-3.87,11.404,10.101
300093,20260626,-2.0,55.0,10.0,,5.62,-1.02,12.181,
603335,20260626,-2.0,55.0,10.0,,3.93,-2.7,9.976,
600259,20260626,1.0,62.5,10.0,,-3.18,2.3,-14.413,
600392,20260626,1.0,62.5,10.0,,-3.2,-3.44,-4.911,
960,20260626,1.0,62.5,10.0,,-2.65,-6.88,2.012,
688625,20260626,1.0,62.5,10.0,-3.109,-9.25,-15.62,-2.646,-1.949
2768,20260626,1.0,62.5,10.0,,1.02,6.89,-6.239,
2051,20260626,1.0,62.5,10.0,,-6.53,-15.23,5.519,
603976,20260626,1.0,62.5,10.0,-6.448,8.72,14.4,-0.235,-5.997
300145,20260626,1.0,62.5,10.0,,3.95,4.32,-5.496,
300252,20260626,1.0,62.5,10.0,,-3.94,-12.39,-1.845,
300557,20260626,1.0,62.5,10.0,,7.8,-5.82,1.399,
688600,20260626,1.0,62.5,10.0,,12.88,1.54,-2.961,
2876,20260626,1.0,62.5,10.0,,1.01,-6.01,2.779,
300548,20260626,1.0,62.5,10.0,,-3.06,-15.66,-6.865,
603991,20260626,1.0,62.5,55.0,8.443,19.92,17.14,-2.074,6.693
600906,20260626,1.0,62.5,10.0,,2.88,1.05,4.868,
300553,20260626,1.0,62.5,10.0,,-8.24,-2.64,-5.335,
300873,20260626,1.0,62.5,10.0,,54.82,67.12,-1.697,
688448,20260626,1.0,62.5,10.0,,-1.32,-7.82,-1.456,
2171,20260626,1.0,62.5,10.0,,-1.13,-7.49,-7.607,
301607,20260626,1.0,62.5,10.0,,20.99,21.95,2.948,
300861,20260626,0.0,60.0,10.0,,0.93,-8.0,1.491,
2774,20260626,-2.0,55.0,10.0,-4.794,3.57,2.71,14.239,-4.579
300665,20260626,1.0,62.5,10.0,,-4.1,-7.52,-2.085,
2925,20260626,-4.0,50.0,10.0,-3.277,2.43,-3.48,15.58,-4.296
603262,20260626,1.0,62.5,10.0,,-16.27,-15.04,6.65,
2008,20260626,-2.0,55.0,10.0,,-8.01,-13.57,12.135,
688179,20260626,-2.0,55.0,10.0,-3.109,19.27,1.58,11.998,-1.949
301548,20260626,-8.0,40.0,10.0,,-0.15,-2.03,19.02,
2989,20260626,1.0,62.5,10.0,-5.304,-0.18,-10.09,-9.366,-4.724
688291,20260626,1.0,62.5,10.0,-8.666,-1.25,-2.12,6.346,-8.226
300042,20260626,1.0,62.5,10.0,,5.45,-3.61,-0.668,
688479,20260626,1.0,62.5,10.0,-8.666,4.9,-0.14,-3.839,-8.226
600110,20260626,1.0,62.5,10.0,-7.63,2.2,5.0,-12.977,-7.274
688671,20260626,-4.0,50.0,10.0,,5.61,-3.27,9.357,
1223,20260626,1.0,62.5,10.0,,-3.39,-13.67,2.1,
776,20260626,-2.0,55.0,10.0,,10.93,5.74,8.491,
2522,20260626,-2.0,55.0,10.0,,-9.81,-24.65,12.393,
300480,20260626,1.0,62.5,10.0,-4.794,8.75,0.0,7.089,-4.579
600184,20260626,1.0,62.5,10.0,,7.37,-13.03,7.052,
300951,20260626,1.0,62.5,10.0,-3.277,7.65,1.42,0.162,-4.296
2520,20260626,1.0,62.5,10.0,,2.77,12.54,-1.576,
601678,20260626,1.0,62.5,10.0,,8.53,7.44,5.973,
301160,20260626,-2.0,55.0,10.0,,0.02,2.53,12.109,
600030,20260626,1.0,62.5,10.0,,5.25,3.39,4.443,
300057,20260626,1.0,62.5,10.0,-7.984,-15.2,-18.03,7.717,-8.103
300077,20260626,-9.0,37.5,10.0,,8.16,2.18,20.489,
301369,20260626,1.0,62.5,55.0,8.443,5.24,-4.26,1.505,6.693
2805,20260626,1.0,62.5,10.0,,7.51,-0.89,-1.19,
600078,20260626,-2.0,55.0,10.0,,-5.64,-13.65,10.392,
688227,20260626,1.0,62.5,10.0,,7.31,3.23,-4.213,
603156,20260626,1.0,62.5,10.0,,0.43,-5.17,2.211,
603995,20260626,1.0,62.5,10.0,-7.174,2.27,3.62,1.462,-7.028
688511,20260626,1.0,62.5,10.0,,9.8,7.83,-5.894,
301055,20260626,-5.0,47.5,10.0,,-3.64,-7.2,15.856,
600769,20260626,-3.0,52.5,10.0,,1.47,6.76,8.559,
688729,20260626,-4.0,50.0,55.0,8.443,17.4,16.06,9.262,6.693
2289,20260626,-2.0,55.0,10.0,,-1.57,1.67,13.612,
2536,20260626,1.0,62.5,10.0,,1.35,9.27,5.272,
2407,20260626,1.0,62.5,10.0,,21.0,8.06,7.04,
603082,20260626,1.0,62.5,10.0,,-3.45,-8.59,6.083,
2179,20260626,1.0,62.5,10.0,,3.48,-1.74,4.684,
603281,20260626,-2.0,55.0,10.0,,-3.18,-14.65,13.492,
300558,20260626,1.0,62.5,10.0,,15.86,24.3,5.275,
300382,20260626,-8.0,40.0,10.0,,6.95,4.26,29.014,
1229,20260626,-2.0,55.0,10.0,,23.63,18.07,9.402,
301629,20260626,1.0,62.5,55.0,8.443,2.58,-15.72,7.549,6.693
551,20260626,-4.0,50.0,10.0,,12.04,9.68,16.827,
301580,20260626,-1.0,57.5,10.0,-6.448,-7.85,-10.51,5.351,-5.997
300440,20260626,-2.0,55.0,10.0,,3.21,-2.12,9.651,
2668,20260626,-2.0,55.0,10.0,,-1.27,-1.45,11.675,
300537,20260626,-2.0,55.0,10.0,,9.53,-4.19,12.448,
300907,20260626,-8.0,40.0,10.0,,5.04,10.01,21.091,
301348,20260626,-2.0,55.0,55.0,8.443,-5.18,-13.72,9.539,6.693
2023,20260626,1.0,62.5,10.0,,2.59,-3.35,4.206,
688237,20260626,1.0,62.5,10.0,,0.76,2.14,-5.444,
301051,20260626,-8.0,40.0,10.0,-3.277,-2.52,14.54,32.24,-4.296
3043,20260626,1.0,62.5,55.0,8.443,25.74,18.71,-0.085,6.693
603211,20260626,1.0,62.5,10.0,,-0.72,7.62,-6.793,
300093,20260629,-8.0,40.0,10.0,,-9.14,-12.69,19.772,
603335,20260629,1.0,62.5,10.0,,10.85,4.11,0.366,
600392,20260629,1.0,62.5,10.0,,4.52,-7.06,-17.174,
960,20260629,1.0,62.5,10.0,,-6.76,-8.57,-2.352,
2768,20260629,1.0,62.5,10.0,,2.57,6.18,-2.89,
600596,20260629,1.0,62.5,10.0,,-9.61,-14.22,-3.202,
300586,20260629,1.0,62.5,10.0,,7.64,-5.07,-14.949,
603976,20260629,1.0,62.5,10.0,-2.509,4.45,1.34,-3.734,-2.335
70,20260629,1.0,62.5,10.0,,-13.82,-9.53,-10.658,
2745,20260629,1.0,62.5,10.0,,-0.42,-2.68,1.458,
2876,20260629,1.0,62.5,10.0,,-0.77,-9.17,2.786,
691,20260629,1.0,62.5,10.0,,0.6,1.55,0.431,
603991,20260629,1.0,62.5,55.0,9.656,17.86,19.8,-6.377,8.306
600906,20260629,1.0,62.5,10.0,,0.95,3.26,-5.013,
601233,20260629,1.0,62.5,10.0,,1.56,5.08,0.479,
301607,20260629,1.0,62.5,10.0,,19.83,25.1,-2.091,
300861,20260629,1.0,62.5,10.0,,3.95,-4.68,-7.692,
2774,20260629,1.0,62.5,10.0,-5.061,2.01,13.8,6.538,-5.207
300665,20260629,-2.0,55.0,10.0,,-4.48,-9.05,13.163,
2925,20260629,1.0,62.5,10.0,-6.442,1.92,-3.89,2.187,-7.138
300943,20260629,1.0,62.5,10.0,,-0.18,12.22,-3.152,
688179,20260629,-2.0,55.0,10.0,-4.187,-0.04,-6.48,13.915,-4.548
301548,20260629,1.0,62.5,10.0,,5.15,7.17,-7.511,
2989,20260629,1.0,62.5,10.0,-5.083,-4.99,2.57,-14.637,-5.116
688291,20260629,1.0,62.5,10.0,-8.727,5.05,3.17,1.731,-10.183
2741,20260629,1.0,62.5,10.0,,-0.72,-8.61,-15.303,
688671,20260629,-7.0,42.5,10.0,,4.09,-12.57,25.756,
601066,20260629,1.0,62.5,10.0,,-2.44,-1.44,7.558,
300480,20260629,-2.0,55.0,10.0,-5.061,5.51,-0.57,10.092,-5.207
2158,20260629,1.0,62.5,10.0,,2.74,2.96,1.922,
2520,20260629,1.0,62.5,10.0,,5.25,15.14,-0.297,
300506,20260629,-9.0,37.5,10.0,-5.083,2.83,0.5,23.868,-5.116
301160,20260629,1.0,62.5,10.0,,9.91,8.88,-15.713,
300077,20260629,-8.0,40.0,10.0,,10.84,3.47,19.177,
300835,20260629,-2.0,55.0,10.0,,-10.82,-21.86,13.736,
2805,20260629,1.0,62.5,10.0,,5.32,5.74,-12.107,
600078,20260629,1.0,62.5,10.0,,-2.24,-6.94,-3.696,
301055,20260629,1.0,62.5,10.0,,1.02,-3.95,6.568,
2536,20260629,1.0,62.5,10.0,,4.98,22.22,3.668,
603082,20260629,1.0,62.5,10.0,,-3.09,-8.04,-4.782,
301629,20260629,-2.0,55.0,55.0,9.656,-0.37,-12.64,8.929,8.306
300440,20260629,-2.0,55.0,10.0,,2.04,-0.76,12.526,
2668,20260629,-2.0,55.0,10.0,,4.15,2.64,8.223,
300537,20260629,1.0,62.5,10.0,,9.96,-7.12,1.705,
2023,20260629,1.0,62.5,10.0,,3.91,-1.44,-5.497,
603211,20260629,1.0,62.5,10.0,,1.15,22.44,-12.619,
301095,20260629,1.0,62.5,10.0,-8.727,7.03,7.99,5.627,-10.183
2963,20260629,1.0,62.5,10.0,-5.083,3.93,-4.43,-3.405,-5.116
688646,20260629,1.0,62.5,10.0,,4.68,4.07,-1.916,
925,20260629,1.0,62.5,10.0,,8.86,-2.88,7.746,
603005,20260629,1.0,62.5,55.0,9.656,-3.25,-13.05,5.244,8.306
600962,20260629,-2.0,55.0,10.0,,-2.3,-13.79,13.983,
688025,20260629,1.0,62.5,10.0,,-12.86,-11.81,-0.149,
3031,20260629,1.0,62.5,10.0,,-5.99,-10.77,-12.154,
603386,20260629,-2.0,55.0,10.0,-2.393,-0.99,-10.14,10.982,-4.728
688372,20260629,1.0,62.5,55.0,9.656,1.72,6.81,4.757,8.306
703,20260629,-4.0,50.0,10.0,,5.53,6.3,16.641,
603380,20260629,1.0,62.5,10.0,-6.442,-1.22,7.92,-5.362,-7.138
300990,20260629,1.0,62.5,10.0,,-0.63,7.82,-3.173,
301235,20260629,-4.0,50.0,10.0,,-3.24,-10.91,16.099,
301197,20260629,1.0,62.5,10.0,,-3.51,-25.73,5.659,
603679,20260629,1.0,62.5,10.0,,3.0,-6.36,-5.106,
300304,20260629,1.0,62.5,10.0,,-4.69,-13.1,-6.015,
2057,20260629,1.0,62.5,10.0,,11.09,3.49,-13.043,
605366,20260629,-8.0,40.0,10.0,-4.187,-7.81,-19.78,42.363,-4.548
300540,20260629,-9.0,37.5,10.0,,29.28,23.71,21.415,
2141,20260629,-6.0,45.0,10.0,-2.393,-8.43,10.78,15.111,-4.728
600563,20260629,-2.0,55.0,10.0,,-11.67,-17.4,9.518,
301182,20260629,1.0,62.5,10.0,,0.01,1.08,3.63,
2655,20260629,1.0,62.5,10.0,-6.442,-6.85,-9.33,-1.814,-7.138
600234,20260629,1.0,62.5,10.0,-5.083,-13.01,-15.1,-3.922,-5.116
688699,20260629,1.0,62.5,10.0,,11.68,14.56,0.321,
300243,20260629,1.0,62.5,10.0,,-4.65,-13.78,-5.2,
300780,20260629,-2.0,55.0,10.0,,5.46,1.63,10.782,
301071,20260629,1.0,62.5,10.0,,0.18,-2.69,-2.926,
600172,20260629,1.0,62.5,10.0,,12.69,15.94,4.867,
600226,20260629,1.0,62.5,10.0,-7.447,2.45,-6.7,-9.546,-6.779
300767,20260629,1.0,62.5,10.0,,5.69,3.85,-6.46,
300219,20260629,1.0,62.5,10.0,,-5.77,-15.98,5.825,
300083,20260629,-2.0,55.0,10.0,,9.87,17.37,8.089,
300093,20260630,-8.0,40.0,10.0,,-1.32,-10.16,20.496,
603335,20260630,1.0,62.5,10.0,,-4.52,-13.01,0.333,
601958,20260630,1.0,62.5,10.0,-0.708,-9.39,-15.13,1.131,-0.893
603261,20260630,0.0,60.0,10.0,,4.21,6.75,-0.26,
300497,20260630,0.0,60.0,10.0,,0.23,-8.53,-0.894,
605020,20260630,-2.0,55.0,10.0,,8.05,-5.94,14.318,
600596,20260630,1.0,62.5,10.0,,-15.29,-16.56,1.527,
603976,20260630,1.0,62.5,10.0,-3.481,1.19,-5.65,2.821,-5.156
2876,20260630,-2.0,55.0,10.0,,-8.65,-12.38,9.86,
600366,20260630,1.0,62.5,10.0,,14.8,12.62,-1.74,
300909,20260630,1.0,62.5,10.0,,-5.81,-5.22,6.571,
691,20260630,1.0,62.5,10.0,,-0.43,-4.97,-9.475,
600961,20260630,1.0,62.5,10.0,,-6.46,-12.35,-2.145,
688448,20260630,-2.0,55.0,10.0,,-14.14,-9.71,10.983,
301618,20260630,1.0,62.5,10.0,,-2.13,-14.37,7.432,
603687,20260630,-2.0,55.0,10.0,,-8.07,-18.24,10.272,
2925,20260630,-2.0,55.0,10.0,-2.157,-3.76,-7.88,8.634,-2.395
2008,20260630,1.0,62.5,10.0,,-12.99,-12.52,3.446,
301548,20260630,1.0,62.5,10.0,,2.53,-3.76,-9.187,
688291,20260630,1.0,62.5,10.0,-5.519,-2.47,-11.41,-8.31,-7.167
601066,20260630,1.0,62.5,10.0,,-2.34,-3.69,0.902,
2522,20260630,1.0,62.5,10.0,,-24.56,-28.09,4.731,
300480,20260630,-8.0,40.0,10.0,-3.012,-4.34,-8.1,22.644,-3.903
688800,20260630,1.0,62.5,10.0,,-13.57,-17.32,0.798,
2158,20260630,-3.0,52.5,10.0,,-0.72,-3.06,13.673,
2520,20260630,1.0,62.5,10.0,,12.54,13.7,0.582,
600400,20260630,1.0,62.5,10.0,,2.98,-4.76,0.92,
301160,20260630,1.0,62.5,10.0,,11.24,5.1,-11.998,
300077,20260630,-6.0,45.0,10.0,,-8.88,-13.61,17.284,
603698,20260630,-2.0,55.0,10.0,-3.012,9.46,5.93,13.545,-3.903
600078,20260630,1.0,62.5,10.0,,-9.28,-15.85,2.896,
603995,20260630,1.0,62.5,10.0,-5.695,2.02,-0.77,-6.146,-5.635
301055,20260630,1.0,62.5,10.0,,-0.34,-3.28,-2.587,
2536,20260630,1.0,62.5,10.0,,8.82,11.1,4.868,
603082,20260630,1.0,62.5,10.0,,-6.35,-10.59,-9.416,
301629,20260630,-8.0,40.0,80.0,15.691,-16.29,-19.41,11.923,14.864
300440,20260630,1.0,62.5,10.0,,-2.67,-3.61,5.333,
2668,20260630,1.0,62.5,10.0,,-0.91,-4.28,5.524,
301348,20260630,0.0,60.0,80.0,15.691,-13.52,-14.65,5.442,14.864
2023,20260630,1.0,62.5,10.0,,-1.93,-5.87,0.465,
301095,20260630,-9.0,37.5,10.0,-5.519,-12.71,-7.03,21.877,-7.167
2963,20260630,1.0,62.5,10.0,-4.593,-1.77,-12.01,-2.047,-4.988
925,20260630,-2.0,55.0,10.0,,5.75,-4.66,13.091,
600962,20260630,-8.0,40.0,10.0,,-5.96,-13.65,20.391,
688025,20260630,-2.0,55.0,10.0,,-15.63,-15.5,11.586,
603386,20260630,1.0,62.5,10.0,1.963,-3.72,-15.02,7.17,3.54
301235,20260630,-8.0,40.0,10.0,,-9.33,-17.15,20.016,
300304,20260630,1.0,62.5,10.0,,-8.85,-15.01,-6.545,
605366,20260630,-8.0,40.0,10.0,-2.939,-6.8,-12.89,20.648,-4.361
2141,20260630,-1.0,57.5,10.0,1.963,-0.58,13.15,6.263,3.54
600563,20260630,-4.0,50.0,10.0,,-18.28,-21.71,17.408,
301182,20260630,-2.0,55.0,10.0,,-0.47,-9.45,9.338,
300243,20260630,1.0,62.5,10.0,,-14.2,-20.77,2.838,
300819,20260630,-2.0,55.0,10.0,-4.602,-5.43,-17.57,8.502,-6.235
301555,20260630,1.0,62.5,10.0,,1.69,-10.05,7.302,
605389,20260630,1.0,62.5,10.0,,3.08,-5.93,1.566,
688222,20260630,1.0,62.5,30.0,3.465,1.89,0.91,4.457,1.761
300395,20260630,1.0,62.5,10.0,,-15.95,-21.75,5.01,
300131,20260630,1.0,62.5,10.0,,-4.52,1.49,-2.809,
2962,20260630,-4.0,50.0,10.0,,-15.54,-25.37,17.477,
603010,20260630,-9.0,37.5,10.0,-2.939,-5.91,-11.48,24.879,-4.361
600228,20260630,-4.0,50.0,10.0,,-19.89,-26.89,14.673,
688156,20260630,-2.0,55.0,10.0,,-0.73,7.43,9.364,
688206,20260630,-8.0,40.0,10.0,-5.519,-6.84,12.83,20.032,-7.167
2415,20260630,-2.0,55.0,10.0,,-2.35,-2.76,8.883,
688216,20260630,-8.0,40.0,80.0,15.691,-2.38,-10.49,8.05,14.864
688052,20260630,1.0,62.5,10.0,,-11.07,-12.96,-3.897,
688127,20260630,-4.0,50.0,10.0,,-12.76,-19.16,15.708,
688168,20260630,1.0,62.5,10.0,,6.94,3.59,0.233,
688307,20260630,-2.0,55.0,10.0,,-8.3,-22.75,14.871,
2983,20260630,1.0,62.5,10.0,,-7.59,-9.74,5.703,
688219,20260630,1.0,62.5,10.0,,3.4,-6.34,6.854,
600630,20260630,1.0,62.5,10.0,,-1.64,-20.43,4.189,
300293,20260630,-2.0,55.0,10.0,,-6.89,-9.94,8.591,
600246,20260630,-2.0,55.0,10.0,,-18.55,-1.43,9.258,
300687,20260630,-3.0,52.5,10.0,,-7.13,-13.11,13.761,
688690,20260630,1.0,62.5,10.0,,-7.43,-8.21,2.725,
300458,20260630,-2.0,55.0,10.0,,-4.59,-2.94,10.008,
688345,20260630,1.0,62.5,10.0,-4.823,-0.47,-4.72,1.913,-4.951
2635,20260630,-2.0,55.0,10.0,-2.157,3.82,-11.82,13.485,-2.395
688432,20260715,0.0,60.0,80.0,15.691,6.61,9.23,-7.476,14.864
603261,20260715,1.0,62.5,10.0,,-17.72,-19.13,-3.248,
688120,20260715,0.0,60.0,80.0,15.691,-19.3,-3.36,-1.702,14.864
301092,20260715,-2.0,55.0,10.0,,-9.25,-16.18,9.089,
603991,20260715,0.0,60.0,80.0,15.691,-10.65,-12.91,-2.377,14.864
300502,20260715,-2.0,55.0,10.0,,-3.77,-4.0,8.84,
2774,20260715,-8.0,40.0,10.0,-3.012,-8.7,-3.94,21.259,-3.903
688328,20260715,-4.0,50.0,10.0,,-30.55,-13.58,15.961,
300592,20260715,1.0,62.5,10.0,-0.848,-7.27,-2.86,6.087,-1.852
688584,20260715,-10.0,35.0,80.0,15.691,-20.73,-20.16,17.394,14.864
603110,20260715,-4.0,50.0,10.0,,-19.07,-18.35,15.77,
2536,20260715,-2.0,55.0,10.0,,-19.36,-12.51,12.249,
300558,20260715,-2.0,55.0,10.0,,-13.59,-9.52,8.29,
1229,20260715,1.0,62.5,10.0,,-14.47,-6.42,-6.136,
300990,20260715,-4.0,50.0,10.0,,-29.61,-14.26,16.357,
688222,20260715,-6.0,45.0,30.0,3.465,-19.92,-20.56,19.309,1.761
688206,20260715,1.0,62.5,10.0,-5.519,-22.07,-18.61,-2.162,-7.167
603268,20260715,1.0,62.5,10.0,,-7.3,-1.55,-4.357,
688981,20260715,1.0,62.5,10.0,,-1.37,6.57,1.012,
2851,20260715,-4.0,50.0,10.0,,-21.48,-15.85,16.236,
600673,20260715,1.0,62.5,10.0,,-19.6,-19.57,4.472,
2346,20260715,-2.0,55.0,10.0,-5.784,-11.67,-13.31,11.814,-6.381
2185,20260715,0.0,60.0,80.0,15.691,-18.99,-11.44,7.14,14.864
601101,20260715,1.0,62.5,10.0,,-7.32,-5.99,-1.717,
600350,20260715,1.0,62.5,10.0,,4.79,-3.27,-10.23,
688580,20260715,1.0,62.5,10.0,,-15.15,-18.83,2.467,
601198,20260715,1.0,62.5,10.0,,-3.0,-2.28,3.725,
301529,20260715,1.0,62.5,10.0,,-25.69,-26.42,-5.463,
603296,20260715,1.0,62.5,10.0,-2.157,-7.22,11.0,-0.115,-2.395
2832,20260715,-2.0,55.0,10.0,,0.96,-1.28,10.11,
600012,20260715,1.0,62.5,10.0,,12.41,8.5,-2.945,
300590,20260715,1.0,62.5,10.0,,-29.82,-28.98,-0.067,
603012,20260715,1.0,62.5,10.0,-3.012,-7.03,-4.1,4.568,-3.903
1314,20260715,1.0,62.5,10.0,-2.157,-10.9,-24.41,6.333,-2.395
688072,20260715,0.0,60.0,80.0,15.691,-13.33,7.63,-5.61,14.864
603893,20260715,1.0,62.5,10.0,,-3.27,6.48,4.233,
