group,date,code,name,T3,T5,rsi,ma20_deviation_pct,volume_ratio,stock_return_20d_pct,stock_return_60d_pct,relative_strength_20d_pct,relative_strength_60d_pct,weekly_trend_score,weekly_close_vs_ma20_pct,weekly_ma20_slope_pct,weinstein_stage_score,weinstein_close_vs_ma30_pct,daily_entry_score,quantitative_score,long_score,short_score,extension_risk,room_score,forward_opportunity_score,opportunity_rank_score,lt_ma50_deviation_pct,lt_ma200_deviation_pct,lt_distance_to_52w_high_pct,lt_ma50_slope_pct
missed,20260626,001223,欧克科技,-3.39,-13.67,57.1,8.0,1.22,14.39,47.164,15.326,39.043,100.0,19.886,3.215,100.0,23.928,82.0,,77.44,79.75,10.0,90.0,82.48,81.0,13.24,27.54,-4.59,2.85
missed,20260626,600078,澄星股份,-5.64,-13.65,54.5,9.5,1.32,16.349,24.872,17.285,16.751,100.0,12.092,3.752,100.0,19.193,82.0,,77.44,79.75,10.0,90.0,82.48,81.0,7.02,31.04,-9.67,1.91
missed,20260618,603269,海鸥股份,-11.08,-7.67,62.6,8.7,1.39,15.793,68.262,12.479,60.06,100.0,44.124,12.534,100.0,56.437,82.0,,79.6,79.25,10.0,90.0,82.53,81.0,27.28,67.81,-0.92,5.75
missed,20260618,603979,金诚信,-4.05,-17.85,49.2,2.0,1.33,15.834,32.587,12.52,24.385,70.0,9.887,-1.348,100.0,6.815,82.0,,70.39,80.5,0.0,100.0,84.83,80.99,9.92,9.21,-16.47,2.54
missed,20260626,688227,品高股份,7.31,3.23,59.5,9.1,1.24,22.182,54.607,23.118,46.486,84.0,12.786,3.311,100.0,19.063,82.0,,77.29,79.75,10.0,90.0,82.46,80.98,-1.68,45.22,-31.74,4.29
missed,20260618,000960,锡业股份,6.3,-2.87,58.5,6.3,1.22,15.018,28.947,11.704,20.745,100.0,13.282,2.068,100.0,21.367,82.0,,77.29,79.75,10.0,90.0,82.46,80.98,10.93,35.69,-14.03,2.59
missed,20260618,688138,清溢光电,0.88,6.94,71.5,15.0,1.54,20.338,42.229,17.024,34.028,100.0,28.203,2.372,100.0,30.493,82.0,,77.8,77.75,10.0,90.0,81.43,80.98,22.8,30.62,-4.09,3.85
missed,20260623,600497,驰宏锌锗,15.15,11.2,60.7,14.5,1.5,10.0,42.672,10.045,32.735,100.0,18.688,1.306,100.0,25.156,82.0,,77.71,77.75,10.0,90.0,81.42,80.97,16.82,38.42,-2.74,2.95
missed,20260626,688291,金橙子,-1.25,-2.12,64.6,13.5,1.7,10.762,48.04,11.698,39.919,100.0,25.091,1.239,100.0,28.95,82.0,,77.59,77.75,10.0,90.0,81.4,80.96,18.45,40.14,-8.83,4.05
missed,20260624,003013,地铁设计,-10.24,-10.3,64.4,9.6,1.88,14.413,24.589,14.511,15.651,100.0,18.483,1.424,55.0,17.743,82.0,,64.45,80.75,10.0,90.0,81.08,80.94,17.74,15.09,0.0,2.41
missed,20260625,002203,海亮股份,-4.62,-12.63,64.3,9.8,1.25,26.346,73.532,24.066,61.414,100.0,34.359,10.237,100.0,47.346,82.0,,79.12,79.25,10.0,90.0,82.46,80.94,18.5,63.07,-8.59,5.21
missed,20260626,603156,养元饮品,0.43,-5.17,74.6,9.6,1.24,9.267,61.501,10.203,53.38,100.0,31.504,6.909,100.0,40.825,82.0,,78.85,79.25,10.0,90.0,82.42,80.91,15.55,52.91,-7.47,4.25
missed,20260624,000519,中兵红箭,-8.74,-5.3,59.0,9.2,1.35,16.658,23.681,16.755,14.743,100.0,16.733,1.025,100.0,16.898,82.0,,76.6,79.75,10.0,90.0,82.35,80.9,16.19,16.12,-8.25,2.46
missed,20260629,002768,国恩股份,2.57,6.18,72.4,6.3,1.31,20.337,54.507,19.626,44.824,100.0,29.357,6.997,100.0,32.739,82.0,,78.67,79.25,10.0,90.0,82.39,80.89,20.06,39.39,-7.6,4.99
missed,20260626,002768,国恩股份,1.02,6.89,65.8,6.6,1.37,11.111,52.583,12.047,44.462,100.0,31.357,5.473,100.0,33.867,82.0,,78.7,79.25,10.0,90.0,82.39,80.89,20.31,38.89,-8.18,5.25
missed,20260629,300077,国民技术,10.84,3.47,69.2,14.6,1.91,19.852,33.771,19.141,24.087,100.0,19.025,1.941,100.0,21.769,82.0,,76.96,77.75,10.0,90.0,81.31,80.88,13.62,20.18,-5.53,2.28
missed,20260629,301629,矽电股份,-0.37,-12.64,71.3,9.3,1.31,13.351,70.074,12.64,60.39,100.0,25.839,5.349,100.0,34.048,82.0,,78.61,79.25,10.0,90.0,82.38,80.88,14.15,54.83,-3.76,4.09
missed,20260629,603991,领先股份,17.86,19.8,70.4,8.3,1.38,24.161,26.573,23.449,16.89,100.0,15.893,8.198,100.0,27.978,82.0,,78.49,79.25,10.0,90.0,82.36,80.87,8.73,44.57,-6.38,1.98
missed,20260629,003031,中瓷电子,-5.99,-10.77,66.4,6.8,1.32,20.423,116.648,19.711,106.964,100.0,39.848,17.507,100.0,60.904,82.0,,78.52,79.25,10.0,90.0,82.37,80.87,15.6,93.44,-12.9,6.32
missed,20260629,002741,光华科技,-0.72,-8.61,64.6,7.8,1.22,21.968,89.044,21.257,79.361,100.0,43.656,13.563,100.0,50.737,82.0,,78.52,79.25,10.0,90.0,82.37,80.87,30.99,56.18,-15.3,7.38
missed,20260629,688025,杰普特,-12.86,-11.81,66.9,7.9,1.22,14.005,89.128,13.294,79.444,100.0,34.869,20.355,100.0,64.758,82.0,,78.52,79.25,10.0,90.0,82.37,80.87,16.32,99.2,-11.29,5.03
missed,20260618,603488,展鹏科技,-12.2,-15.59,66.3,7.6,1.44,19.795,30.652,16.481,22.45,100.0,16.499,4.691,100.0,25.723,82.0,,78.55,79.25,10.0,90.0,82.37,80.87,10.64,33.8,-2.66,2.13
missed,20260629,603386,骏亚科技,-0.99,-10.14,64.6,9.7,1.4,28.187,49.888,27.476,40.204,100.0,28.632,5.14,100.0,28.668,82.0,,78.43,79.25,10.0,90.0,82.35,80.86,22.64,34.21,-3.71,3.75
missed,20260623,002171,楚江新材,-3.0,-7.37,68.3,11.9,1.57,25.957,38.707,26.002,28.769,100.0,20.497,0.102,100.0,18.176,82.0,,76.84,77.75,10.0,90.0,81.29,80.86,21.1,23.91,-9.92,3.57
missed,20260629,002805,丰元股份,5.32,5.74,71.0,9.5,1.43,20.603,43.83,19.892,34.146,100.0,26.515,9.048,100.0,33.861,82.0,,78.34,79.25,10.0,90.0,82.34,80.85,15.33,44.44,-12.81,5.0
missed,20260618,603527,众源新材,-10.68,-10.61,60.0,6.7,1.3,18.989,41.063,15.676,32.861,100.0,21.707,4.354,100.0,25.606,82.0,,78.28,79.25,10.0,90.0,82.33,80.84,14.04,26.13,-1.35,2.85
missed,20260624,000593,德龙汇能,-17.08,-5.54,64.1,8.6,1.25,16.232,59.127,16.329,50.189,100.0,24.763,8.364,100.0,40.248,82.0,,78.25,79.25,10.0,90.0,82.33,80.84,9.07,70.38,-10.89,3.6
missed,20260629,000703,恒逸石化,5.53,6.3,63.5,11.7,1.88,17.096,21.852,16.385,12.169,100.0,7.918,3.91,100.0,18.293,82.0,,76.66,77.75,10.0,90.0,81.26,80.84,4.19,40.95,-17.54,-0.21
missed,20260618,300554,三超新材,-12.61,-15.84,68.7,8.5,1.2,23.053,40.035,19.739,31.833,100.0,24.298,3.729,100.0,26.856,82.0,,78.28,79.25,10.0,90.0,82.33,80.84,20.43,26.36,0.0,3.46
missed,20260629,688372,伟测科技,1.72,6.81,74.3,8.8,1.43,11.232,26.901,10.52,17.218,100.0,14.789,4.165,100.0,23.776,82.0,,78.25,79.25,10.0,90.0,82.33,80.84,7.53,40.77,-6.41,1.01
missed,20260625,605198,安德利,-7.16,-2.96,63.1,6.3,1.37,28.464,82.301,26.184,70.184,100.0,41.113,11.413,100.0,50.864,82.0,,78.16,79.25,10.0,90.0,82.31,80.83,23.16,52.57,-20.05,6.37
missed,20260629,000691,亚太实业,0.6,1.55,68.8,9.9,1.27,35.739,38.644,35.481,29.22,100.0,30.593,5.857,100.0,34.616,82.0,,78.1,79.25,10.0,90.0,82.3,80.82,28.54,42.19,-13.57,5.52
missed,20260617,600255,鑫科材料,6.51,-6.05,59.6,7.4,1.22,20.386,29.29,18.722,21.694,100.0,17.237,0.689,100.0,15.101,82.0,,75.85,79.75,10.0,90.0,82.24,80.81,15.12,12.67,-9.52,2.57
missed,20260618,300488,恒锋工具,-7.28,-6.34,66.7,13.9,1.53,15.834,52.109,12.52,43.907,100.0,25.296,1.81,100.0,26.827,82.0,,76.36,77.75,10.0,90.0,81.22,80.81,22.33,24.06,-13.2,4.49
missed,20260629,002668,TCL智家,4.15,2.64,68.5,8.6,1.66,14.133,21.968,13.421,12.285,100.0,11.682,0.84,55.0,9.206,82.0,,63.22,80.75,10.0,90.0,80.9,80.79,10.89,8.24,-5.24,1.68
missed,20260625,600259,中稀有色,-1.75,-5.81,60.7,8.6,1.41,25.752,39.965,23.472,27.848,100.0,14.536,6.443,100.0,28.377,82.0,,77.89,79.25,10.0,90.0,82.27,80.79,9.84,41.14,-11.6,2.24
missed,20260626,603995,甬金股份,2.27,3.62,68.3,9.6,1.29,12.475,34.865,13.411,26.744,100.0,21.828,2.444,100.0,24.048,82.0,,77.8,79.25,10.0,90.0,82.26,80.78,17.49,26.31,-7.4,3.65
