date,equity,pnl,drawdown_pct
START,1000000.0,0.0,0.0
20260803,988456.78,-11543.22,-1.1543219999999972
20260807,997507.55,9050.77,-0.24924499999999533
20260810,993079.3500000001,-4428.2,-0.6920649999999907
20260812,984759.9800000001,-8319.37,-1.5240019999999903
20260814,997918.9700000001,13158.99,-0.20810299999999118
